"alpha","omega.tot","omega.hier","ASE","g","coded_data_index","replication_success"
0.888622991827175,NA,NA,0.0151490555561578,"Anderson et al. (2012), PA",30,"No"
0.899360141690501,0.924893638305253,0.771723030158401,0.0104869611787625,"Anderson et al. (2012), PA",30,"No"
0.892187548167627,0.924039833577073,0.713457194537788,0.0170233031461071,"Anderson et al. (2012), PA",30,"No"
0.866031628305556,NA,NA,0.0169057989793732,"Anderson et al. (2012), PA",30,"No"
0.832271484088738,0.895534423238977,0.657366956185629,0.0274356490778245,"Anderson et al. (2012), PA",30,"No"
0.855494202130611,0.903756524888939,0.634788273699331,0.0353049735384616,"Anderson et al. (2012), PA",30,"No"
0.905651034710516,0.930169830635655,0.717461086914099,0.0154109906165358,"Anderson et al. (2012), PA",30,"No"
0.872824830563141,NA,NA,0.0189773263196884,"Anderson et al. (2012), PA",30,"No"
0.90532628984639,NA,NA,0.0141392310134646,"Anderson et al. (2012), PA",30,"No"
0.87728753689573,NA,NA,0.0183298406449933,"Anderson et al. (2012), PA",30,"No"
0.915517087629269,NA,NA,0.0130479965716118,"Anderson et al. (2012), PA",30,"No"
0.888831663190093,0.916587699172313,0.696804896310835,0.0151810829959909,"Anderson et al. (2012), PA",30,"No"
0.86847621476964,NA,NA,0.0160315918611511,"Anderson et al. (2012), PA",30,"No"
0.907907897702644,0.936147511280288,0.817910607005649,0.0143935783801482,"Anderson et al. (2012), PA",30,"No"
0.813703995889617,0.864644642505766,0.545186279959813,0.0276056697171773,"Anderson et al. (2012), PA",30,"No"
0.825645874767755,0.884242356131197,0.599613227559735,0.0293057328272421,"Anderson et al. (2012), PA",30,"No"
0.828056169005174,NA,NA,0.0266630739107005,"Anderson et al. (2012), NA",31,"No"
0.920088750470432,0.94151083617322,0.810779564577144,0.0188837146026466,"Anderson et al. (2012), NA",31,"No"
0.912907537739471,0.938383301504051,0.719035189642654,0.0157695153357379,"Anderson et al. (2012), NA",31,"No"
0.880417373693757,NA,NA,0.0136282814603184,"Anderson et al. (2012), NA",31,"No"
0.80548095990765,NA,NA,0.0289356160134517,"Anderson et al. (2012), NA",31,"No"
0.901884746341902,0.933811975591378,0.713242349927118,0.0209184605118216,"Anderson et al. (2012), NA",31,"No"
0.871659819647039,0.911288573384189,0.682804440392657,0.0249777104223288,"Anderson et al. (2012), NA",31,"No"
0.9006253529653,0.937371820907963,0.706709524181282,0.014519676292368,"Anderson et al. (2012), NA",31,"No"
0.889999556292613,NA,NA,0.0196146776459685,"Anderson et al. (2012), NA",31,"No"
0.798212673292077,NA,NA,0.0864400516523472,"Anderson et al. (2012), NA",31,"No"
0.852369659656643,0.89380579078359,0.642612719697944,0.023372003180787,"Anderson et al. (2012), NA",31,"No"
0.829430718042735,0.885810396939013,0.630070227209468,0.0219687496253685,"Anderson et al. (2012), NA",31,"No"
0.791883894153199,NA,NA,0.0748521479460626,"Anderson et al. (2012), NA",31,"No"
0.833350913004,0.886109934549042,0.606458700261969,0.0218269494814029,"Anderson et al. (2012), NA",31,"No"
0.928049591444771,0.949893661433286,0.821205920976025,0.0103366971064997,"Anderson et al. (2012), NA",31,"No"
0.819664631275421,NA,NA,0.0644690588082851,"Anderson et al. (2012), NA",31,"No"
0.928220513427724,0.948026429944508,0.820794579713725,0.0102045611890155,"Anderson et al. (2012), NA",31,"No"
0.842910307895527,0.90448052752499,0.502652110197991,0.0482400636228139,"Anderson et al. (2012), NA",31,"No"
0.879132875847354,0.899410400506032,0.719576109529867,0.0154759228343633,"Anderson et al. (2012), NA",31,"No"
0.891519069148106,NA,NA,0.0179212097925509,"Anderson et al. (2012), NA",31,"No"
0.788128584212699,NA,NA,0.0419709640199699,"Anderson et al. (2012), NA",31,"No"
0.708546649027556,0.831047450210477,0.455800778397572,0.0900249895676977,"Anderson et al. (2012), NA",31,"No"
0.905408270193733,0.943053113581848,0.62625913636762,0.0149428431562163,"Anderson et al. (2012), NA",31,"No"
0.877977089974593,0.908879736457508,0.68676706922694,0.0171114365173388,"Anderson et al. (2012), NA",31,"No"
0.912972715750567,0.940760025231364,0.77669062161673,0.0118570166133806,"Anderson et al. (2012), NA",31,"No"
0.825763886719022,0.875420134101799,0.572313741627694,0.0251454478589218,"Anderson et al. (2012), NA",31,"No"
0.902331912667955,0.931396879092588,0.748695998397291,0.0175176134853468,"Anderson et al. (2012), NA",31,"No"
0.902954600086388,NA,NA,0.0282455715680013,"Anderson et al. (2012), NA",31,"No"
0.846634807522063,NA,NA,0.0513972578573597,"Anderson et al. (2012), NA",31,"No"
0.933911494746314,0.94660821044908,0.818630352573392,0.00596527101322737,"Anderson et al. (2012), NA",31,"No"
0.92789398924354,0.941814495767494,0.825539850045935,0.00599844651921514,"Anderson et al. (2012), NA",31,"No"
0.785274851974534,0.85840471713664,0.573922391745286,0.0462787169529812,"Anderson et al. (2012), NA",31,"No"
0.873306011979999,0.904798712144557,0.761910254812772,0.0211153121466096,"Anderson et al. (2012), NA",31,"No"
0.912641371677103,NA,NA,0.0183389190288007,"Anderson et al. (2012), NA",31,"No"
0.862446690131693,NA,NA,0.024205031176963,"Anderson et al. (2012), NA",31,"No"
0.805654793058489,0.856091181060909,0.656058496665306,0.0336031322512117,"Anderson et al. (2012), NA",31,"No"
0.910731394998471,NA,NA,0.022438081150542,"Anderson et al. (2012), NA",31,"No"
0.875516591918503,NA,NA,0.0196063840519913,"Anderson et al. (2012), NA",31,"No"
0.886787477745061,NA,NA,0.0281087365583544,"Anderson et al. (2012), NA",31,"No"
0.852645607025128,0.892206395417419,0.703261021033561,0.0245077890156152,"Anderson et al. (2012), NA",31,"No"
0.879989479793396,0.911039859914868,0.691072152353007,0.0189913968515516,"Anderson et al. (2012), NA",31,"No"
0.8916242381753,0.919228682817171,0.733651465336986,0.0178724894691774,"Anderson et al. (2012), NA",31,"No"
0.821204489447368,0.865845134290741,0.632855210047499,0.0295510391707346,"Anderson et al. (2012), NA",31,"No"
0.833028445802041,0.893369217171803,0.555314189304597,0.0278775355883621,"Anderson et al. (2012), NA",31,"No"
0.823809434503778,NA,NA,0.0220182403648336,"Anderson et al. (2012), NA",31,"No"
0.86162551478858,0.896920903830682,0.691989685188601,0.016725001661059,"Anderson et al. (2012), NA",31,"No"
0.884528031919911,0.918329471904953,0.71694745678729,0.0208006816556881,"Anderson et al. (2012), NA",31,"No"
0.837796635691378,0.887198808485573,0.649553388168842,0.0243619373304743,"Anderson et al. (2012), NA",31,"No"
0.887742016098798,0.920254908371628,0.715299686424134,0.0179509911359809,"Anderson et al. (2012), NA",31,"No"
0.684916174792759,NA,NA,0.0459714577632684,"Anderson et al. (2012), NA",31,"No"
0.820696802097638,0.874819754740823,0.541831693278192,0.0301776209064156,"Anderson et al. (2012), NA",31,"No"
0.868082451165773,0.913651574601144,0.612716109930644,0.0206402578991463,"Anderson et al. (2012), NA",31,"No"
0.874070746911682,0.901084675293067,0.746814185749327,0.0101435488675422,"Anderson et al. (2012), NA",31,"No"
0.904118084763793,0.940563233368595,0.694845729269503,0.0161788484452139,"Anderson et al. (2012), NA",31,"No"
0.880541553178097,NA,NA,0.0195080396639003,"Anderson et al. (2012), NA",31,"No"
0.942833719843679,NA,NA,0.0110980788277762,"Anderson et al. (2012), NA",31,"No"
0.864209221934486,0.91061951819806,0.572613725894322,0.0214695999678245,"Anderson et al. (2012), NA",31,"No"
0.889003919752068,0.921091928367666,0.710907283554167,0.0165952295493467,"Anderson et al. (2012), NA",31,"No"
0.831571297050804,0.885856105268991,0.610662048527058,0.0203276489157865,"Anderson et al. (2012), NA",31,"No"
0.871359305185386,0.90164018637019,0.778759696485204,0.0128482223966025,"Anderson et al. (2012), NA",31,"No"
0.88989916372284,NA,NA,0.0189493793725292,"Anderson et al. (2012), NA",31,"No"
0.8941611325859,0.916032992709126,0.809224962880833,0.0130122318688035,"Anderson et al. (2012), NA",31,"No"
0.846820787999485,0.904998349064994,0.741894081080639,0.026090147641494,"Anderson et al. (2012), NA",31,"No"
0.857754189685599,0.908987607204163,0.640635114350597,0.0342184496502365,"Anderson et al. (2012), NA",31,"No"
0.869874841273733,NA,NA,0.0204945989509983,"Anderson et al. (2012), NA",31,"No"
0.846621490131473,NA,NA,0.023685375469464,"Anderson et al. (2012), NA",31,"No"
0.927371798644319,0.952552298291406,0.774418281936857,0.0108956594894412,"Anderson et al. (2012), NA",31,"No"
0.839069714794302,NA,NA,0.0270420479758668,"Anderson et al. (2012), NA",31,"No"
0.932560495166645,0.953286326545284,0.82298552008163,0.0106216679576571,"Anderson et al. (2012), NA",31,"No"
0.837509537071771,0.883372748257244,0.531679583284543,0.0229013045833475,"Anderson et al. (2012), NA",31,"No"
0.889939412489664,NA,NA,0.013561829274471,"Anderson et al. (2012), NA",31,"No"
0.886179324111511,0.927375104352701,0.608501481206727,0.0179897603336366,"Anderson et al. (2012), NA",31,"No"
0.860580337836402,0.898685989492492,0.652703539773189,0.0195602894796209,"Anderson et al. (2012), NA",31,"No"
0.922243432801342,0.940341045496391,0.814312148583307,0.0130708823277575,"Anderson et al. (2012), NA",31,"No"
0.8712964104352,NA,NA,0.0164945091068588,"Giessner & Schubert, (2007)",34,"No"
0.727149702405919,NA,NA,0.0687497457100659,"Giessner & Schubert, (2007)",34,"No"
0.880738042944789,0.906864548006221,0.801746543831292,0.0212863915233889,"Giessner & Schubert, (2007)",34,"No"
0.866057213253927,NA,NA,0.0161484778933594,"Giessner & Schubert, (2007)",34,"No"
0.899343905980179,0.938382733464531,0.845915980482615,0.0254810485879368,"Giessner & Schubert, (2007)",34,"No"
0.828805132503574,NA,NA,0.0280225033274258,"Giessner & Schubert, (2007)",34,"No"
0.878543107642181,NA,NA,0.0148699858081495,"Giessner & Schubert, (2007)",34,"No"
0.899499744344953,NA,NA,0.0145943025133619,"Giessner & Schubert, (2007)",34,"No"
0.869074643484103,NA,NA,0.0306543112335047,"Giessner & Schubert, (2007)",34,"No"
0.883155975481519,0.914414001346157,0.781203056063231,0.0202044816478882,"Giessner & Schubert, (2007)",34,"No"
0.880320276644541,0.907535405357165,0.817911021470432,0.0190680228273648,"Giessner & Schubert, (2007)",34,"No"
0.912180730911203,0.938608853114329,0.873349457552488,0.0122049954806581,"Giessner & Schubert, (2007)",34,"No"
0.842747262429877,NA,NA,0.0246116177056348,"Giessner & Schubert, (2007)",34,"No"
0.91577322836512,NA,NA,0.0121664487267048,"Giessner & Schubert, (2007)",34,"No"
0.826573797374888,NA,NA,0.0315889441079136,"Giessner & Schubert, (2007)",34,"No"
0.721160591117887,NA,NA,0.0357939477353382,"Giessner & Schubert, (2007)",34,"No"
0.853072320626299,NA,NA,0.0256789255030913,"Giessner & Schubert, (2007)",34,"No"
0.970310895824446,NA,NA,0.00496584329403714,"Giessner & Schubert, (2007)",34,"No"
0.830549556096246,NA,NA,0.0268830466879813,"Giessner & Schubert, (2007)",34,"No"
0.899450926814487,NA,NA,0.0165092953570358,"Giessner & Schubert, (2007)",34,"No"
0.732180712814056,0.797170598692912,0.654422083154882,0.0526109253703788,"Giessner & Schubert, (2007)",34,"No"
0.624337855695303,0.76882677005078,0.269982467397016,0.0589735368076811,"Giessner & Schubert, (2007)",34,"No"
0.889556995980072,0.923667356628791,0.81452517330473,0.0103235246683642,"Giessner & Schubert, (2007)",34,"No"
0.859870193273853,NA,NA,0.0216103221873336,"Giessner & Schubert, (2007)",34,"No"
0.875162487800956,NA,NA,0.0160205793967667,"Giessner & Schubert, (2007)",34,"No"
0.860307936482384,NA,NA,0.0195273178828399,"Giessner & Schubert, (2007)",34,"No"
0.850734044712394,0.892525818899016,0.744737711593282,0.00830455583061178,"Giessner & Schubert, (2007)",34,"No"
0.88359958509036,0.92505289738309,0.766444638689826,0.0103170035707935,"Giessner & Schubert, (2007)",34,"No"
0.821352268900526,NA,NA,0.0161876103771994,"Giessner & Schubert, (2007)",34,"No"
0.852263680632819,0.899993168233409,0.782336370976427,0.0263032023555946,"Giessner & Schubert, (2007)",34,"No"
0.837126971120962,0.872457397410443,0.792548119924948,0.0181483372366221,"Giessner & Schubert, (2007)",34,"No"
0.817173426156323,0.874564786891526,0.637856794314356,0.0328880825890422,"Giessner & Schubert, (2007)",34,"No"
0.83573747749888,NA,NA,0.0298500886262922,"Giessner & Schubert, (2007)",34,"No"
0.899128585412066,NA,NA,0.0201691148233882,"Giessner & Schubert, (2007)",34,"No"
0.798520555474474,0.863138365771577,0.649023712877544,0.0369770123200677,"Giessner & Schubert, (2007)",34,"No"
0.8509035537097,0.905728036104158,0.727950870552044,0.0184854189296802,"Giessner & Schubert, (2007)",34,"No"
0.888285300686998,NA,NA,0.0132898655042216,"Giessner & Schubert, (2007)",34,"No"
0.79939589747443,NA,NA,0.0359272737553773,"Giessner & Schubert, (2007)",34,"No"
0.890904700882416,0.919594808355523,0.814651353937002,0.0147891225967784,"Giessner & Schubert, (2007)",34,"No"
0.726409924632864,0.846335517410188,0.612132656273558,0.0893871173599845,"Giessner & Schubert, (2007)",34,"No"
0.886054813688903,NA,NA,0.0205657700075227,"Giessner & Schubert, (2007)",34,"No"
0.845647787015401,0.903297107276128,0.730439099597344,0.0298595357192958,"Giessner & Schubert, (2007)",34,"No"
0.87296171507914,NA,NA,0.020551706825144,"Giessner & Schubert, (2007)",34,"No"
0.852430540530713,NA,NA,0.02674736349627,"Giessner & Schubert, (2007)",34,"No"
0.846495170591025,0.887405791499941,0.774917377520141,0.0225658075060202,"Giessner & Schubert, (2007)",34,"No"
0.835418619859604,0.912720222987954,0.653233102111963,0.0275846902023609,"Giessner & Schubert, (2007)",34,"No"
0.853296032694672,0.908116933771413,0.689428249898494,0.025163704774465,"Giessner & Schubert, (2007)",34,"No"
0.814288972964085,0.881885007858872,0.709868570367638,0.0332168793971195,"Giessner & Schubert, (2007)",34,"No"
0.8356886065684,NA,NA,0.0273516988911128,"Giessner & Schubert, (2007)",34,"No"
0.851048405144894,0.901355385914712,0.801824845209126,0.0321978201661313,"Giessner & Schubert, (2007)",34,"No"
0.706675497270288,NA,NA,0.135720306026488,"Giessner & Schubert, (2007)",34,"No"
0.827311387633865,0.925395001578638,0.696362571795059,0.0302818186884548,"Giessner & Schubert, (2007)",34,"No"
0.694278116932493,NA,NA,0.0553279249500148,"Giessner & Schubert, (2007)",34,"No"
0.848705230944242,0.914880599133374,0.745226413947749,0.0174045130695046,"Giessner & Schubert, (2007)",34,"No"
0.893054858419352,0.932228165912111,0.798016420900781,0.018696272810709,"Giessner & Schubert, (2007)",34,"No"
0.778330002750122,NA,NA,0.0394332473387065,"Giessner & Schubert, (2007)",34,"No"
0.842449299232734,0.894833284994409,0.707938954571327,0.025931754334583,"Giessner & Schubert, (2007)",34,"No"
0.853143784399295,0.920520164108423,0.734972953639793,0.0247523068521659,"Giessner & Schubert, (2007)",34,"No"
0.840546481111027,NA,NA,0.026018492651129,"Giessner & Schubert, (2007)",34,"No"
0.83968758127978,NA,NA,0.0201876471982404,"Giessner & Schubert, (2007)",34,"No"
0.8585578132835,NA,NA,0.0136323097454246,"Giessner & Schubert, (2007)",34,"No"
0.557316992080851,0.633843869191975,0.544549701814546,0.0529063714854353,"Norenzayan et al. (2002)",39,"Yes"
0.678826402738997,NA,NA,0.0696646429608358,"Norenzayan et al. (2002)",39,"Yes"
0.872509673040478,0.897983425722944,0.650304280969091,0.0204943430230148,"Norenzayan et al. (2002)",39,"Yes"
0.846577374980644,0.868913800294266,0.60769367189407,0.0176742591001011,"Norenzayan et al. (2002)",39,"Yes"
0.872337060352102,0.906916943298512,0.543398402309787,0.0257272565366643,"Norenzayan et al. (2002)",39,"Yes"
0.852681657427208,0.877394989005167,0.582804117414463,0.0213427525357705,"Norenzayan et al. (2002)",39,"Yes"
0.806040080142777,0.830753480515748,0.527363604598324,0.0213530990089628,"Norenzayan et al. (2002)",39,"Yes"
0.872510642776906,0.893639661382024,0.694422611398296,0.0168186107554577,"Norenzayan et al. (2002)",39,"Yes"
0.846646520467429,0.881057009647796,0.362057736827146,0.0332443776673335,"Norenzayan et al. (2002)",39,"Yes"
0.82125476356153,0.847426553383907,0.457811058689412,0.0288946218515982,"Norenzayan et al. (2002)",39,"Yes"
0.803316364725742,0.838331132499069,0.564577635391946,0.0274751256801445,"Norenzayan et al. (2002)",39,"Yes"
0.896256059853474,0.916473747007532,0.556463994191649,0.012683674116117,"Norenzayan et al. (2002)",39,"Yes"
0.914790701647964,0.92905987651939,0.715987361866433,0.0120870937986066,"Norenzayan et al. (2002)",39,"Yes"
0.829844559014365,0.851882765815095,0.572242349275494,0.0222904240299162,"Norenzayan et al. (2002)",39,"Yes"
0.794804442530436,0.836110101113381,0.514041905615234,0.0325312557965108,"Norenzayan et al. (2002)",39,"Yes"
0.806943105708972,0.832748398057753,0.380001663784617,0.0219001774326599,"Norenzayan et al. (2002)",39,"Yes"
0.859347485840381,0.879471969986664,0.596956124203343,0.0221700383912652,"Norenzayan et al. (2002)",39,"Yes"
0.228528956418662,0.745061921270048,0.293211550917627,0.122140416793507,"Norenzayan et al. (2002)",39,"Yes"
0.88635644379139,0.904908173714596,0.63649416856282,0.0160917510263638,"Norenzayan et al. (2002)",39,"Yes"
0.852691920385182,0.876614599501427,0.634124467553149,0.0212372744453477,"Norenzayan et al. (2002)",39,"Yes"
0.738003208672206,NA,NA,0.0476397812704919,"Norenzayan et al. (2002)",39,"Yes"
0.898388937678736,0.916910867974519,0.626173668451785,0.0151429164713601,"Norenzayan et al. (2002)",39,"Yes"
0.882601982749258,NA,NA,0.0100401116947302,"Norenzayan et al. (2002)",39,"Yes"
0.889854726819663,0.908549419049291,0.676535902829661,0.0153651294207849,"Norenzayan et al. (2002)",39,"Yes"
0.846374435973836,0.867010185882867,0.599263098159896,0.0178203446170866,"Norenzayan et al. (2002)",39,"Yes"
0.879232893338068,0.899623978126169,0.565793923101265,0.0156189087946709,"Norenzayan et al. (2002)",39,"Yes"
0.898303581849881,0.910393190439997,0.761147007578969,0.00507102693200243,"Norenzayan et al. (2002)",39,"Yes"
0.858314995836125,0.878258587620209,0.65450558577322,0.0108485598729894,"Norenzayan et al. (2002)",39,"Yes"
0.723228712108805,NA,NA,0.0207177448731,"Norenzayan et al. (2002)",39,"Yes"
0.863257988143334,0.888794426496086,0.550688875381001,0.0206893720834101,"Norenzayan et al. (2002)",39,"Yes"
0.915352388468362,0.928331329464713,0.775802314739867,0.00843251285588088,"Norenzayan et al. (2002)",39,"Yes"
0.843677426374768,0.870090360753746,0.575430354601667,0.0250614424949736,"Norenzayan et al. (2002)",39,"Yes"
0.895863419207916,0.915124260143192,0.616245670095394,0.0160497825676392,"Norenzayan et al. (2002)",39,"Yes"
0.806022785949487,0.845204156890296,0.602136345078384,0.0352322886170474,"Norenzayan et al. (2002)",39,"Yes"
0.846706179104929,0.869789973987094,0.658026391747722,0.0165146171409971,"Norenzayan et al. (2002)",39,"Yes"
0.835828407702013,0.858371963054124,0.724153296648164,0.01834483076965,"Norenzayan et al. (2002)",39,"Yes"
0.874450676717599,0.896813894242251,0.674505223617084,0.0196781712046329,"Norenzayan et al. (2002)",39,"Yes"
0.891033889862385,0.912301485030393,0.651075201345525,0.0137634907139689,"Norenzayan et al. (2002)",39,"Yes"
0.911111573343721,0.935268176753376,0.574294441791355,0.0239652282264104,"Norenzayan et al. (2002)",39,"Yes"
0.885704679246854,0.904785131062717,0.766140527585829,0.0174881884430982,"Norenzayan et al. (2002)",39,"Yes"
0.861793688983491,NA,NA,0.022902157055865,"Norenzayan et al. (2002)",39,"Yes"
0.791782325286512,NA,NA,0.0300025039489826,"Norenzayan et al. (2002)",39,"Yes"
0.921561488532466,0.936920481318438,0.708532505531059,0.0130127746347009,"Norenzayan et al. (2002)",39,"Yes"
0.910428716698075,0.923741212341637,0.73815767395544,0.0117900499424547,"Norenzayan et al. (2002)",39,"Yes"
0.830383255144707,0.859441536071067,0.674111553496796,0.0260979495146841,"Norenzayan et al. (2002)",39,"Yes"
0.821466894491789,0.850597327927321,0.433886037173257,0.028367068604463,"Norenzayan et al. (2002)",39,"Yes"
0.886955384243571,0.909237790680252,0.668773569629015,0.0185964380324861,"Norenzayan et al. (2002)",39,"Yes"
0.863658829262849,0.885554359197772,0.599267062009682,0.021709360848725,"Norenzayan et al. (2002)",39,"Yes"
0.493906641331209,0.631011135560332,0.172671061833648,0.118263412564653,"Norenzayan et al. (2002)",39,"Yes"
-0.546874198771879,NA,NA,0.716599207593433,"Norenzayan et al. (2002)",39,"Yes"
0.878397614776859,0.895802176491891,0.606997444428782,0.0187271753889337,"Norenzayan et al. (2002)",39,"Yes"
0.858918182282803,0.885091615422404,0.532241593945121,0.0231566347021994,"Norenzayan et al. (2002)",39,"Yes"
0.836535962678845,0.857987225477999,0.588165740393795,0.0169785444795773,"Norenzayan et al. (2002)",39,"Yes"
0.841225969533191,0.866822350080517,0.406910691231278,0.0255995533293499,"Norenzayan et al. (2002)",39,"Yes"
0.858524185980864,0.883158172280447,0.603178001255634,0.022980268469553,"Norenzayan et al. (2002)",39,"Yes"
0.845070429002798,0.870363371215552,0.626801989550075,0.0227907179434602,"Norenzayan et al. (2002)",39,"Yes"
0.870403669681179,0.89484047647979,0.611429701782969,0.020155921113787,"Norenzayan et al. (2002)",39,"Yes"
0.879822134226324,0.902337953009968,0.576403843426953,0.0166333814322429,"Norenzayan et al. (2002)",39,"Yes"
0.798719052799481,NA,NA,0.0227327190923113,"Norenzayan et al. (2002)",39,"Yes"
0.913066535105039,0.923464041940557,0.809264128740918,0.0073116007892434,"Norenzayan et al. (2002)",39,"Yes"
0.688502638900176,0.826527016622675,0.456888834543509,0.041014515425733,"Zhong & Lijenquist (2006)",42,"No"
0.591570940826073,NA,NA,0.105301689395467,"Zhong & Lijenquist (2006)",42,"No"
0.806842725156501,NA,NA,0.0355476240443634,"Zhong & Lijenquist (2006)",42,"No"
0.692861559124945,NA,NA,0.037418891059165,"Zhong & Lijenquist (2006)",42,"No"
0.793446401770012,0.860240200134017,0.724373965528873,0.0451755173332506,"Zhong & Lijenquist (2006)",42,"No"
0.790149141874196,0.86206514267484,0.552177552277932,0.0271787161519532,"Zhong & Lijenquist (2006)",42,"No"
0.739642758794219,0.831922488369187,0.645200593968045,0.0409734914413179,"Zhong & Lijenquist (2006)",42,"No"
0.730760443631619,NA,NA,0.0637158847909029,"Zhong & Lijenquist (2006)",42,"No"
0.776847046243154,NA,NA,0.0401642552226263,"Zhong & Lijenquist (2006)",42,"No"
0.812815737185965,NA,NA,0.0303441275225993,"Zhong & Lijenquist (2006)",42,"No"
0.69674097433943,0.770981902755187,0.549094355967871,0.0438339066586055,"Zhong & Lijenquist (2006)",42,"No"
0.634269349317347,0.748465303290177,0.574683187188011,0.0585663147828317,"Zhong & Lijenquist (2006)",42,"No"
0.764562152225772,NA,NA,0.0367498448615268,"Zhong & Lijenquist (2006)",42,"No"
0.710329741721255,0.784288260543977,0.535724704739785,0.0499114686573999,"Zhong & Lijenquist (2006)",42,"No"
0.698096375907966,0.798384820476633,0.526611664794181,0.0469600525861379,"Zhong & Lijenquist (2006)",42,"No"
0.699907372725607,0.815324292254766,0.567380090464724,0.0557505279230421,"Zhong & Lijenquist (2006)",42,"No"
0.704228660683225,NA,NA,0.0917644789193541,"Zhong & Lijenquist (2006)",42,"No"
0.722607994192943,0.810333333374708,0.515127625921034,0.0441101994259723,"Zhong & Lijenquist (2006)",42,"No"
0.734370533540682,NA,NA,0.0536520546619072,"Zhong & Lijenquist (2006)",42,"No"
0.658499744023626,0.75701787330559,0.577194504028686,0.0546609400138377,"Zhong & Lijenquist (2006)",42,"No"
0.723676644216378,NA,NA,0.0269527307664896,"Zhong & Lijenquist (2006)",42,"No"
0.613630372685919,0.75235147862064,0.306980840519281,0.0600023459844797,"Zhong & Lijenquist (2006)",42,"No"
0.621182131841256,0.703557350778107,0.511420822347459,0.0524816452065852,"Zhong & Lijenquist (2006)",42,"No"
0.694542321459162,0.781048974754345,0.398037388856454,0.0454059272960759,"Zhong & Lijenquist (2006)",42,"No"
0.827849511009366,NA,NA,0.0101634289088076,"Zhong & Lijenquist (2006)",42,"No"
0.743752057604548,0.794159620014462,0.61480767337563,0.0222821827121191,"Zhong & Lijenquist (2006)",42,"No"
0.697712583187873,0.767711803936214,0.580785958874578,0.0269697573519752,"Zhong & Lijenquist (2006)",42,"No"
0.71558428365354,NA,NA,0.0498336894580061,"Zhong & Lijenquist (2006)",42,"No"
0.653638051413397,0.735771670569859,0.561909608978727,0.0390145913108903,"Zhong & Lijenquist (2006)",42,"No"
0.672321394360068,0.77932694761866,0.548607228148554,0.0560476527308541,"Zhong & Lijenquist (2006)",42,"No"
0.507677191773257,0.79782861297934,0.362834932142409,0.0849700333244902,"Zhong & Lijenquist (2006)",42,"No"
0.709445937825213,NA,NA,0.0722066084770493,"Zhong & Lijenquist (2006)",42,"No"
0.651979982031499,0.788115012613665,0.293110274769102,0.0634553605387875,"Zhong & Lijenquist (2006)",42,"No"
0.815491038198499,0.862866748659555,0.703396658203712,0.0237706959840685,"Zhong & Lijenquist (2006)",42,"No"
0.75757376429938,NA,NA,0.0298712187361937,"Zhong & Lijenquist (2006)",42,"No"
0.747566049056473,NA,NA,0.0473647460115281,"Zhong & Lijenquist (2006)",42,"No"
0.801256151835019,NA,NA,0.0272189552543602,"Zhong & Lijenquist (2006)",42,"No"
0.671455242328852,0.768031825581443,0.638770471347081,0.095256875871523,"Zhong & Lijenquist (2006)",42,"No"
0.775823649520307,NA,NA,0.0411332196503656,"Zhong & Lijenquist (2006)",42,"No"
0.663541810617938,0.79443464522495,0.501258645149629,0.0639122887095945,"Zhong & Lijenquist (2006)",42,"No"
0.712275654512453,0.791022379797316,0.469980686493797,0.0455759850360085,"Zhong & Lijenquist (2006)",42,"No"
0.754671855857209,0.849657696210335,0.609140707769023,0.0433924073272552,"Zhong & Lijenquist (2006)",42,"No"
0.764429146495993,NA,NA,0.0361003453434385,"Zhong & Lijenquist (2006)",42,"No"
0.643053580023317,0.754785584128612,0.41934470930132,0.0612606968974274,"Zhong & Lijenquist (2006)",42,"No"
0.716241893913339,NA,NA,0.0508292592630296,"Zhong & Lijenquist (2006)",42,"No"
0.656755659740208,NA,NA,0.0590267525838685,"Zhong & Lijenquist (2006)",42,"No"
0.641418632554285,NA,NA,0.114432676317317,"Zhong & Lijenquist (2006)",42,"No"
0.234385297581848,NA,NA,0.644424646098211,"Zhong & Lijenquist (2006)",42,"No"
0.717488938740602,0.815778869290605,0.361270112006528,0.0456626747860762,"Zhong & Lijenquist (2006)",42,"No"
0.795289681926246,NA,NA,0.0352592524805652,"Zhong & Lijenquist (2006)",42,"No"
0.71529431269389,0.783658995068377,0.626080756278621,0.0355149627411316,"Zhong & Lijenquist (2006)",42,"No"
0.686448803557631,0.794222301847941,0.312813298601202,0.0570122807665047,"Zhong & Lijenquist (2006)",42,"No"
0.777242441924588,0.854973425631576,0.660324833378834,0.0434699446312456,"Zhong & Lijenquist (2006)",42,"No"
0.800100099203262,0.827679816976799,0.76203755310274,0.0334967108063668,"Zhong & Lijenquist (2006)",42,"No"
0.747459359337203,0.825796948721146,0.524342957085743,0.0419103099320991,"Zhong & Lijenquist (2006)",42,"No"
0.703881225217501,0.807423463554816,0.37929112986968,0.0480857182650687,"Zhong & Lijenquist (2006)",42,"No"
0.699662659505249,0.785594295571593,0.511722218585045,0.040594986425083,"Zhong & Lijenquist (2006)",42,"No"
0.704956073912438,0.780774554030443,0.466207803824889,0.028560430829183,"Zhong & Lijenquist (2006)",42,"No"
0.7501046521939,NA,NA,0.0620972358542592,"Monin & Miller (2001), most",51,"No"
0.40887889631872,NA,NA,0.126842924034521,"Monin & Miller (2001), most",51,"No"
0.783765009571586,NA,NA,0.06992050581699,"Monin & Miller (2001), most",51,"No"
