"alpha","omega.tot","omega.hier","ASE","g","coded_data_index","replication_success"
0.867808121446408,0.902731708056472,0.796876473744729,0.0240993588541941,"Anderson et al. (2012), SWL",29,"No"
0.564194129861541,0.856313901744334,0.431367813608017,0.212058892996047,"Anderson et al. (2012), SWL",29,"No"
0.860769064396093,NA,NA,0.0234592351895944,"Anderson et al. (2012), SWL",29,"No"
0.791324130321781,0.900668978147354,0.615902644882172,0.0373901228633439,"Anderson et al. (2012), SWL",29,"No"
0.580457260406659,NA,NA,0.138433516291021,"Anderson et al. (2012), SWL",29,"No"
0.881780023471563,NA,NA,0.0177070787447236,"Anderson et al. (2012), SWL",29,"No"
0.880089174919025,NA,NA,0.0197781118980222,"Anderson et al. (2012), SWL",29,"No"
0.69262904564295,0.807634811996815,0.584635769002485,0.126036108940398,"Anderson et al. (2012), SWL",29,"No"
0.860471681047155,NA,NA,0.0222711493660651,"Anderson et al. (2012), SWL",29,"No"
0.899820861550734,0.937635447867306,0.814333328792102,0.0326918697334037,"Anderson et al. (2012), SWL",29,"No"
0.77244713735957,NA,NA,0.032325996623585,"Anderson et al. (2012), SWL",29,"No"
0.875988259783475,0.902004492620373,0.815993918958871,0.0228083013436969,"Anderson et al. (2012), SWL",29,"No"
0.873336022566402,NA,NA,0.030296528247344,"Anderson et al. (2012), SWL",29,"No"
0.697084334364869,0.873686195054779,0.405856825843578,0.111334381388026,"Anderson et al. (2012), SWL",29,"No"
0.894129040186206,NA,NA,0.019481120401442,"Anderson et al. (2012), SWL",29,"No"
0.86671971053511,NA,NA,0.0198165289173264,"Anderson et al. (2012), SWL",29,"No"
0.812466378399281,0.855173973743796,0.812348419678293,0.0297579900909233,"Anderson et al. (2012), SWL",29,"No"
0.80428995912977,0.842352520824327,0.6966040585139,0.0309578236302237,"Anderson et al. (2012), SWL",29,"No"
0.823009541988151,NA,NA,0.0339003149293795,"Anderson et al. (2012), SWL",29,"No"
0.578121781365746,NA,NA,0.145600125649626,"Anderson et al. (2012), SWL",29,"No"
0.825490045544574,NA,NA,0.0568834492097491,"Anderson et al. (2012), SWL",29,"No"
0.929517485794785,NA,NA,0.00685441795388116,"Anderson et al. (2012), SWL",29,"No"
0.873406795860568,NA,NA,0.0116998964492217,"Anderson et al. (2012), SWL",29,"No"
0.830503562735016,NA,NA,0.0397590706160772,"Anderson et al. (2012), SWL",29,"No"
0.83934506887882,NA,NA,0.032102968105248,"Anderson et al. (2012), SWL",29,"No"
0.870549047313582,NA,NA,0.0319623235280676,"Anderson et al. (2012), SWL",29,"No"
0.847081733290975,NA,NA,0.0310207646366884,"Anderson et al. (2012), SWL",29,"No"
0.672088589928754,NA,NA,0.0594067879480665,"Anderson et al. (2012), SWL",29,"No"
0.864932784674913,0.92853986121999,0.786869518932252,0.0385169716879459,"Anderson et al. (2012), SWL",29,"No"
0.813694065834074,NA,NA,0.0318233409088527,"Anderson et al. (2012), SWL",29,"No"
0.78954069918759,0.849943501434686,0.57636953900992,0.0503133715324311,"Anderson et al. (2012), SWL",29,"No"
0.793087642948852,NA,NA,0.0358309992318441,"Anderson et al. (2012), SWL",29,"No"
0.827706527361136,0.871651880242697,0.739760470890204,0.0307768664147566,"Anderson et al. (2012), SWL",29,"No"
0.863058079335702,0.9036949077866,0.851331463464099,0.0257649957218625,"Anderson et al. (2012), SWL",29,"No"
0.856122319294826,NA,NA,0.0262171619970636,"Anderson et al. (2012), SWL",29,"No"
0.845309932054247,NA,NA,0.0283698983047442,"Anderson et al. (2012), SWL",29,"No"
0.756984039933756,0.81480980805622,0.722847291179606,0.0342626465268206,"Anderson et al. (2012), SWL",29,"No"
0.843124733452905,NA,NA,0.0209519901673303,"Anderson et al. (2012), SWL",29,"No"
0.754772361252518,0.81628524684247,0.622176275740979,0.051945611974772,"Anderson et al. (2012), SWL",29,"No"
0.860201683266176,NA,NA,0.0242666505951154,"Anderson et al. (2012), SWL",29,"No"
0.885926632152342,NA,NA,0.0192667603019242,"Anderson et al. (2012), SWL",29,"No"
0.882067512703948,NA,NA,0.0203510112074441,"Anderson et al. (2012), SWL",29,"No"
0.824955797688535,0.869631716018224,0.679048599854034,0.03317511092634,"Anderson et al. (2012), SWL",29,"No"
0.816478948773047,0.868971781696458,0.687787307626765,0.0340774670997714,"Anderson et al. (2012), SWL",29,"No"
0.840193267907882,NA,NA,0.0143081737710395,"Anderson et al. (2012), SWL",29,"No"
0.870382447861447,NA,NA,0.0228899695075111,"Anderson et al. (2012), SWL",29,"No"
0.834441019802311,NA,NA,0.0302870666012754,"Anderson et al. (2012), SWL",29,"No"
0.900457016051317,0.926810505730064,0.829084810159927,0.0210809727377953,"Anderson et al. (2012), SWL",29,"No"
0.884457073669576,0.910331678299169,0.837096810275367,0.0202683633154779,"Anderson et al. (2012), SWL",29,"No"
0.88717203966869,NA,NA,0.0216947432890066,"Anderson et al. (2012), SWL",29,"No"
0.842472225844813,NA,NA,0.0257029435282283,"Anderson et al. (2012), SWL",29,"No"
0.841336403913905,NA,NA,0.0185953221997622,"Anderson et al. (2012), SWL",29,"No"
0.855479616580538,NA,NA,0.0244493499041293,"Anderson et al. (2012), SWL",29,"No"
0.86010973196668,NA,NA,0.0198549029316656,"Anderson et al. (2012), SWL",29,"No"
0.839456371187304,NA,NA,0.0295507810796265,"Anderson et al. (2012), SWL",29,"No"
0.785650023490224,0.857934413573028,0.62138553317041,0.0628119053914302,"Anderson et al. (2012), SWL",29,"No"
0.846416918919128,NA,NA,0.0289585556021074,"Anderson et al. (2012), SWL",29,"No"
0.836097666561283,0.863643447200696,0.794106881872159,0.0287627541760337,"Anderson et al. (2012), SWL",29,"No"
0.835148941211577,NA,NA,0.0275792937484426,"Anderson et al. (2012), SWL",29,"No"
0.849912505174349,NA,NA,0.0276490034207367,"Anderson et al. (2012), SWL",29,"No"
0.867485424571273,NA,NA,0.0259020691804742,"Anderson et al. (2012), SWL",29,"No"
0.846381563042521,0.872046362989625,0.821055214240867,0.0234849375884094,"Anderson et al. (2012), SWL",29,"No"
0.845990133853546,0.88277529429158,0.798537670817934,0.0210321255683629,"Anderson et al. (2012), SWL",29,"No"
0.896853336199959,NA,NA,0.0202492783321995,"Anderson et al. (2012), SWL",29,"No"
0.808904096384993,0.867613845433261,0.736780987522898,0.0320777335753176,"Anderson et al. (2012), SWL",29,"No"
0.842187203331948,NA,NA,0.0289903520417293,"Anderson et al. (2012), SWL",29,"No"
0.826127296043095,NA,NA,0.0275323052276723,"Anderson et al. (2012), PA",30,"No"
0.873528149822051,NA,NA,0.0315557828593729,"Anderson et al. (2012), PA",30,"No"
0.885307213007951,NA,NA,0.0192916005785312,"Anderson et al. (2012), PA",30,"No"
0.876576202533507,NA,NA,0.0158648934177737,"Anderson et al. (2012), PA",30,"No"
0.838651315521367,NA,NA,0.0226037968450532,"Anderson et al. (2012), PA",30,"No"
0.84826106802959,0.891485487581025,0.570497687681808,0.0273352672071917,"Anderson et al. (2012), PA",30,"No"
0.862436339876234,NA,NA,0.0239161111229568,"Anderson et al. (2012), PA",30,"No"
0.893766873024095,0.918072094513944,0.797181535684073,0.015234837420602,"Anderson et al. (2012), PA",30,"No"
0.896730770094336,0.921584679383682,0.73997343876545,0.0150949252894955,"Anderson et al. (2012), PA",30,"No"
0.790978652175796,NA,NA,0.097411297163644,"Anderson et al. (2012), PA",30,"No"
0.872729162038896,0.914466101255956,0.697664741212124,0.0201930846030938,"Anderson et al. (2012), PA",30,"No"
0.843504170614586,0.878923459924842,0.652019947639288,0.0247218726931981,"Anderson et al. (2012), PA",30,"No"
0.844352603227978,0.907880615406118,0.528864747401039,0.0485720754257785,"Anderson et al. (2012), PA",30,"No"
0.877816964473018,0.912665462480287,0.644687414076318,0.0164681150340972,"Anderson et al. (2012), PA",30,"No"
0.953349875667774,0.967394841176664,0.849012305141729,0.00705842708716297,"Anderson et al. (2012), PA",30,"No"
0.895034071097796,NA,NA,0.0327605718998345,"Anderson et al. (2012), PA",30,"No"
0.870256640111063,0.90116952928613,0.751066183900533,0.0186441631712997,"Anderson et al. (2012), PA",30,"No"
0.816448422955653,NA,NA,0.0509638744249371,"Anderson et al. (2012), PA",30,"No"
0.862987664699935,NA,NA,0.017282504878023,"Anderson et al. (2012), PA",30,"No"
0.89453784047778,0.923903079476539,0.761914459070071,0.0171038541751329,"Anderson et al. (2012), PA",30,"No"
0.906126710083122,NA,NA,0.0202376233401897,"Anderson et al. (2012), PA",30,"No"
0.881068487496804,NA,NA,0.0418963997075196,"Anderson et al. (2012), PA",30,"No"
0.886005105458562,NA,NA,0.0188358177704758,"Anderson et al. (2012), PA",30,"No"
0.790385745264033,0.846453369815989,0.60991877165641,0.0277907908181835,"Anderson et al. (2012), PA",30,"No"
0.799871334767776,0.86164185367532,0.679919561506401,0.0279105406765548,"Anderson et al. (2012), PA",30,"No"
0.895168226701984,0.922425284365726,0.715174607372641,0.014974353864613,"Anderson et al. (2012), PA",30,"No"
0.929692874947527,NA,NA,0.0120243263987028,"Anderson et al. (2012), PA",30,"No"
0.833688201230908,NA,NA,0.0508526243454882,"Anderson et al. (2012), PA",30,"No"
0.859919920556694,0.922418544861533,0.747951026276233,0.0444905806084175,"Anderson et al. (2012), PA",30,"No"
0.903481130372698,0.937526790397912,0.717724735418171,0.00783716728531326,"Anderson et al. (2012), PA",30,"No"
0.880134736402691,0.904225357351239,0.708159261165306,0.00991553906942216,"Anderson et al. (2012), PA",30,"No"
0.908772161812931,0.937697877904095,0.591650407808702,0.0183688396459415,"Anderson et al. (2012), PA",30,"No"
0.850654095163071,NA,NA,0.0249277643988899,"Anderson et al. (2012), PA",30,"No"
0.849772408180009,0.895374451838513,0.555626272041674,0.0322589277293446,"Anderson et al. (2012), PA",30,"No"
0.919252592502165,NA,NA,0.0140040947826248,"Anderson et al. (2012), PA",30,"No"
0.881094319666581,0.915852891638309,0.651444051050705,0.02076794363974,"Anderson et al. (2012), PA",30,"No"
0.846415123140812,0.9064025822465,0.564538473904427,0.0397725947235495,"Anderson et al. (2012), PA",30,"No"
0.915954222919125,0.942717385996438,0.787180321940877,0.0126683640510664,"Anderson et al. (2012), PA",30,"No"
0.859079381975133,NA,NA,0.0307540506590465,"Anderson et al. (2012), PA",30,"No"
0.854636480312295,0.890733494425554,0.660715354138556,0.0218234846903209,"Anderson et al. (2012), PA",30,"No"
0.880020543160428,0.919935265985412,0.787441841201631,0.0187881455049154,"Anderson et al. (2012), PA",30,"No"
0.922773679583312,0.942606517162003,0.801257320663234,0.0124501489404249,"Anderson et al. (2012), PA",30,"No"
0.909812344470801,0.931904654125226,0.791899241503808,0.0152803409049334,"Anderson et al. (2012), PA",30,"No"
0.909694723723974,0.929749512103105,0.806993205145976,0.0146014676890888,"Anderson et al. (2012), PA",30,"No"
0.805633648748918,0.849298045465472,0.551451019271801,0.0254955699111653,"Anderson et al. (2012), PA",30,"No"
0.892632833516295,0.925133843256421,0.743537034906847,0.012201165160878,"Anderson et al. (2012), PA",30,"No"
0.88638939538791,0.9229849366078,0.758180146751774,0.0217831088611369,"Anderson et al. (2012), PA",30,"No"
0.87595848981422,0.902854656840147,0.793030214479864,0.0199563812414558,"Anderson et al. (2012), PA",30,"No"
0.90381196522336,0.92886785468841,0.695198987787258,0.0146901192291643,"Anderson et al. (2012), PA",30,"No"
0.871339969865429,0.903245578146687,0.727146058229312,0.0191645613799033,"Anderson et al. (2012), PA",30,"No"
0.844494180405842,NA,NA,0.0265385981522335,"Anderson et al. (2012), PA",30,"No"
0.844990300421875,0.885050131123941,0.602736920257445,0.022847921940441,"Anderson et al. (2012), PA",30,"No"
0.894203814220838,0.916264394481961,0.786002845389107,0.0085809798353429,"Anderson et al. (2012), PA",30,"No"
0.915038189474813,0.939881238900185,0.776540239418883,0.0132889709941379,"Anderson et al. (2012), PA",30,"No"
0.906458930888977,0.928724009523833,0.738551964616526,0.0153683137855307,"Anderson et al. (2012), PA",30,"No"
0.910312521991503,NA,NA,0.0169170715932516,"Anderson et al. (2012), PA",30,"No"
0.874023163647212,NA,NA,0.0181856500353136,"Anderson et al. (2012), PA",30,"No"
0.833081792073034,0.881283437064509,0.647864259465823,0.0253691811505999,"Anderson et al. (2012), PA",30,"No"
