"QMP_ratio","QMP_ratio_1","QMP_type","QMP_ratio_REV","RepOrg","QMP_ratio_1_REV"
0.993506493506494,0.993506493506494,"Definition",0.993506493506494,"Original",0.993506493506494
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.993506493506494,0.993506493506494,"Definition",0.993506493506494,"Original",0.993506493506494
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.993506493506494,0.993506493506494,"Definition",0.993506493506494,"Original",0.993506493506494
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.993506493506494,0.993506493506494,"Definition",0.993506493506494,"Original",0.993506493506494
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.993506493506494,0.993506493506494,"Definition",0.993506493506494,"Original",0.993506493506494
0.993506493506494,0.993506493506494,"Definition",0.993506493506494,"Original",0.993506493506494
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.993506493506494,0.993506493506494,"Definition",0.993506493506494,"Original",0.993506493506494
0.993506493506494,0.993506493506494,"Definition",0.993506493506494,"Original",0.993506493506494
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.993506493506494,0.993506493506494,"Definition",0.993506493506494,"Original",0.993506493506494
0.00649350649350649,0.00649350649350649,"Definition",0.00649350649350649,"Original",0.00649350649350649
0.993506493506494,0.993506493506494,"Definition",0.993506493506494,"Original",0.993506493506494
