"RMSEA","RMSEA_se","N_factors","unidimensional","Tau_chisq_diff","Tau_Df_diff","Tau_p_diff","mean_spec","err_chisq_diff","err_Df_diff","err_p_diff"
0,0.118292894503397,1,"Yes",13.0068725474348,4,0.0112422622353934,0.01277091988223,11.8550241622217,5,0.0368291995029558
0.242755613767459,0.0525340936154554,1,"Yes",0.154836105690222,4,0.997153493219407,0.195204093434659,17.5975951287909,5,0.00349540246093597
0.184867012731343,0.0577200767161859,1,"Yes",4.21597436976102,4,0.377565250715467,0.141178950603246,19.3624774420538,5,0.00164503146282801
0.288067601421609,0.0476817942919098,2,"No",14.9813391514675,4,0.00474007788431274,0.309327694662863,23.0509924455635,5,0.000330072398419229
0.347709707208123,0.0523208068728867,2,"No",2.3419993727866,4,0.673133273512127,0.179538349332156,23.3018784124459,5,0.000295530298491226
0.126372010404386,0.0480364523814986,1,"Yes",7.41329788135094,4,0.115593822421634,-0.120019583034882,15.0259665014311,5,0.0102519613872104
0.403949745321918,0.0479645733765231,2,"No",4.39018173349589,4,0.355768393812775,0.372523212369546,39.0480971113851,5,2.32248244681144e-07
0.22864721189774,0.0521916437459296,2,"No",9.7164055717891,4,0.0454855802347436,0.0741703629158871,20.8977052440634,5,0.000846909075764202
0.205242996315426,0.0545798923197875,2,"No",3.98196444620751,4,0.408452199206175,0.216583572666859,16.0571558375164,5,0.00668277188954976
0.202964530029771,0.0525586577066209,1,"Yes",12.2964255498503,4,0.015277862236591,0.0821115093974803,28.1903278966287,5,3.34093893198487e-05
0,0.104575440090233,1,"Yes",9.61259840689069,4,0.047484316297227,-0.280744664359133,9.29826423770428,5,0.0977426582508375
0.053355647620293,0.183262074911777,1,"Yes",5.79428341766954,4,0.21504707537939,0.358295900819071,11.4170576595474,5,0.0437100599834543
0.219348001518704,0.0502491880596246,1,"Yes",12.6098463691031,4,0.0133481877172747,0.13683936105985,30.1824965805772,5,1.35774825400922e-05
0.148376658281428,0.0579502266846733,3,"No",1.79789154998172,4,0.772868085139813,0.112632009354692,11.1496195531154,5,0.0484928552666493
0.199570939498605,0.0336782736217684,2,"No",15.1215943459169,4,0.0044555540520151,0.112468313272579,35.6862774840365,5,1.09740756892276e-06
0.256003523480853,0.0522643439021349,2,"No",5.05679958803076,4,0.281518998910144,0.293074828399926,30.99675128691,5,9.38109382999189e-06
0.175047189152837,0.0549761102202617,2,"No",18.3933625866779,4,0.00103369141102324,0.0930669589974741,24.990139941848,5,0.000139945915566058
0.245141727225935,0.0491346248839765,2,"No",1.67007427727692,4,0.796146218601407,0.204838397180717,22.4099857722398,5,0.000437491006071513
0.33549233560885,0.0484871363313419,2,"No",8.86782460218723,4,0.0644894954849262,0.356943831980878,45.2965849439277,5,1.26276437209803e-08
0.263377953855436,0.0482853335281686,2,"No",9.3267001183024,4,0.0534325879033027,0.269119753802487,37.7879183621314,5,4.16206025354847e-07
0.170881902198137,0.0385423060483197,2,"No",3.49918587729206,4,0.47800214443528,0.082100602249111,11.4431127454959,5,0.0432687481358853
0.247628232666414,0.0278144596339983,2,"No",23.4708408822497,4,0.000101949463980998,0.188166174745594,71.7652304357901,5,4.3963599850478e-14
