"RMSEA","RMSEA_se","CFI","SRMR","fit_chisq","fit_df","fit_pvalue","N_factors","unidimensional_check_count","Tau_chisq_diff","Tau_Df_diff","Tau_p_diff","mean_spec","err_chisq_diff","err_Df_diff","err_p_diff"
0.132443435835974,0.0578273629892009,0.954774253255387,0.0492370560471568,12.3673307523359,5,0.0300868288353537,1,4,6.85951310620202,4,0.143501193792256,-0.0617275474287718,14.875483931113,5,0.0109078383451691
0,0.133482683621982,1,0.0410700453949376,4.62036735415293,5,0.463941963780529,1,4,11.3196577003886,4,0.0231969363214177,-0.00845879235219369,11.3994110122694,5,0.0440113694360484
0.0368072717589992,0.0791608852961735,0.996164636008692,0.034382895355551,5.51481459664951,5,0.356324141159074,1,4,13.1066137168723,4,0.0107664399322025,-0.337465362240513,12.207122525376,4,0.0158757098840288
0.121213471806214,0.0427112445963289,0.971050004927122,0.0346647511970274,15.652211666804,5,0.00791046358545444,1,4,3.21758674242004,4,0.522095077617851,0.0198501686273367,13.8412216678007,5,0.0166500833947559
0.0718358743333716,0.0584333397576611,0.985527087154268,0.038122752387474,7.60599838482618,5,0.179328404859456,1,4,10.8205233130257,4,0.0286568845469774,-0.0905273773595078,14.7724315640055,5,0.0113802719301195
0.0670284505899291,0.0789406993417322,0.987605499764941,0.0399656105101275,6.41523615437327,5,0.267884317174255,1,4,6.1183858388564,4,0.190479871027898,0.174375646177765,10.6982152838043,5,0.0577029066461995
0.0973291946100291,0.072241194953798,0.976763014335186,0.0405877538820833,8.03135107949981,5,0.154516251014925,1,3,4.96368615916289,4,0.291043858862999,-0.0429006627561128,5.95539926481153,5,0.310582988346268
0.189111000138551,0.0466133397042193,0.891320308552756,0.0660201346639234,25.0272634091058,5,0.000137655004332382,2,2,6.81623241661475,4,0.14592408273791,-0.261150676432155,20.0557104866939,5,0.00122000063483743
0.121343523291695,0.0542896991610245,0.968929446826534,0.0395312094876775,12.0676403095243,5,0.0338726150174566,1,4,0.70246893615056,4,0.951024102240491,-0.0178033556641387,10.5331666566928,5,0.0614631156380395
NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.448735753611757,14.0414106263825,5,0.015348499035437
0.12227382935599,0.0555914836319886,0.967094161847937,0.0423876120625448,11.8774090988737,5,0.0365067230139362,1,4,20.9302758436793,4,0.00032690956799564,0.131792404058966,25.9900905275319,5,8.96317354191134e-05
0.150783085242105,0.055828095111301,0.936139029602467,0.0601729133864478,14.776281681905,5,0.0113622701700171,1,4,17.0434942953457,4,0.00189569682228612,0.150923519502165,30.1466720563141,5,1.37998461272016e-05
0,0.133164921251603,1,0.0783588890862226,3.20794017258166,5,0.667962738609407,0,3,3.10018400125309,4,0.541202066985052,0.28507970555506,6.25190612983995,5,0.282473322958597
0.0780685310430801,0.0517372515101542,0.988000907955858,0.0304287916205432,8.65681732353462,5,0.123560698270805,1,4,11.9479002643825,4,0.0177429267667266,-0.175210574791662,17.9572211272755,5,0.00300049898038302
0.0800123300911696,0.0578140980538005,0.986903245934181,0.0279795632265903,8.16897661847605,5,0.14716558905673,1,3,5.98119851153618,4,0.200556786734456,-0.110290980590918,10.8119447852112,5,0.0552387185930978
0,0.101046062611754,1,0.0703567312709979,1.79224938161293,5,0.877079062437904,1,4,6.03079559194672,4,0.196860213938013,-0.182635037768485,4.99727657990299,5,0.416212647837593
0.124855536103733,0.0518389747189911,0.964805598131953,0.0432058823222033,13.0282860213115,5,0.0231151344766789,1,4,4.21519979786375,4,0.377664438161041,0.0569919850607313,14.6113724180032,5,0.0121585885578363
0.251410828299634,0.100735059102167,0.911770098231036,0.0737444423080627,13.5329996191516,5,0.0188644528530235,1,4,6.41478259728276,4,0.170239589006218,0.412808554981048,12.2136171793131,5,0.031975117092902
0.0993563385311716,0.0450458449975753,0.962825585420545,0.0455046557293018,11.9101774044245,5,0.0360395029395971,1,4,7.73117384574232,4,0.101937074513432,0.0843940641624926,15.8098886922478,5,0.00740834002968127
0,0.0943620227484678,1,0.0272721369512629,4.8057894032131,5,0.440038890683153,1,4,5.82258465471872,4,0.212795325271498,-0.155896964389118,8.43487461299486,5,0.133841593710417
0.0857179638737355,0.0851765338980783,0.984305684443449,0.0335379776066761,6.87363017931805,5,0.23020952395684,1,3,5.69942998653802,4,0.222747624873824,-0.0517121868690612,6.20940426473017,5,0.286373000753776
NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.412871666313493,16.6786704778777,5,0.00515130118738985
0,0.0721521507595489,1,0.022707217828448,3.20300130740192,5,0.668721656020287,1,4,27.4691765897345,4,1.59765167066437e-05,0.052755268006331,21.6583839147539,5,0.000607955269667296
0.180730340589477,0.0475755862506162,0.930699938393823,0.0468634727619614,22.8015835252257,5,0.000368357567771094,1,4,15.3223586231658,4,0.00407726679142933,-0.37265408022055,19.4984668677551,5,0.00155153308997516
0.0764496645120829,0.0556889041236392,0.982640526909441,0.0427102555106593,8.12683489414536,5,0.149382648487045,1,4,5.99275422414683,4,0.199690046243752,0.0714825614247779,11.4087878980521,5,0.043851018907141
0.089597787353524,0.0539026386625651,0.972860401974783,0.0445798014001966,9.29485347177631,5,0.0978657990524709,1,3,5.84930070707715,4,0.210688805806116,0.0244712339353133,9.65282736712831,5,0.085691531835075
0,0.0898872428909929,1,0.0308570954889465,4.09044556054133,5,0.536468935876227,1,4,5.53215023674271,4,0.236917869079753,-0.0201936826012461,5.09409459542947,5,0.404505110898082
