"alpha","omega","g","replication"
0.956713843367751,0.957397662727531,"4",TRUE
0.911284672650215,0.915176407029164,"4",TRUE
0.94838802772956,0.950153977901162,"4",TRUE
0.959219426573013,0.959725601141729,"4",TRUE
0.931935171082868,0.934181762195821,"4",TRUE
0.957441261655043,0.95835009274494,"4",TRUE
0.94812611824216,0.949265825227739,"4",TRUE
0.948519707842213,0.949069752698372,"4",TRUE
0.961969779917209,0.962571343191068,"4",TRUE
0.923996031795775,0.925416626206504,"4",TRUE
0.591952261326639,0.647635567815785,"5",FALSE
0.717994330479553,0.738393095840232,"5",FALSE
0.638831847264762,0.697296809395706,"5",FALSE
0.656139856276548,0.68625289997063,"5",FALSE
0.670958102656842,0.705115318117778,"5",FALSE
0.647182025485952,0.679407748796874,"5",FALSE
0.542942332002379,0.624607450898013,"5",FALSE
0.721317643575813,0.757571535822052,"5",FALSE
0.564866175931107,0.617225707234405,"5",FALSE
0.585768750796604,0.662809121608818,"5",FALSE
0.76287126743736,0.790989193994277,"5",FALSE
0.465046307609037,0.52482134493922,"5",FALSE
0.678777817988471,0.70687758597052,"5",FALSE
0.723731660780581,0.770026204539815,"5",FALSE
0.609780038917443,0.662800047214043,"5",FALSE
0.688301367964589,0.73139558072327,"5",FALSE
0.572333622225297,0.626292923510819,"5",FALSE
0.642721396269165,0.699698479353103,"5",FALSE
0.713664351373343,0.735597425170471,"5",FALSE
0.535258769892418,0.585911808951071,"5",FALSE
0.698478519552103,0.7438911467167,"5",FALSE
0.627888665509079,0.655055066495618,"5",FALSE
0.605961602372215,0.646213741934016,"5",FALSE
0.519903492546999,0.572549126533182,"5",FALSE
0.701513148721982,0.771234844135574,"5",FALSE
0.677860604042671,0.706773815363308,"5",FALSE
0.607155219870335,0.684783362079757,"5",FALSE
0.578544291473312,0.639676572361912,"5",FALSE
0.617504734366544,0.683508327855365,"5",FALSE
0.666695186904688,0.687450911832931,"5",FALSE
0.60142183406385,0.680805856993537,"5",FALSE
0.68256548145059,0.744473283741758,"5",FALSE
0.603119013094961,0.664655062726576,"5",FALSE
0.665507516452698,0.713555182595192,"5",FALSE
0.649326875448061,0.68922312887137,"5",FALSE
0.605650624488216,0.649169087009636,"5",FALSE
0.663256939231062,0.690693344074217,"5",FALSE
0.588135358285105,0.619819124045306,"5",FALSE
0.572619296168152,0.600559718136251,"5",FALSE
0.653343763306213,0.686733222926259,"5",FALSE
0.662543106162617,0.715979421125502,"5",FALSE
0.668721726426744,0.687780651832034,"5",FALSE
0.389665061519174,0.472154662841483,"5",FALSE
0.538351222744454,0.619311196609901,"5",FALSE
0.573481799831487,0.612527237283314,"5",FALSE
0.534125157291296,0.568286512411868,"5",FALSE
0.552981331378742,0.601513098474157,"5",FALSE
0.575539520710617,0.622243451481562,"5",FALSE
0.59338987142739,0.634880289855954,"5",FALSE
0.628534918106267,0.685707260184966,"5",FALSE
0.65877541955015,0.678155392581225,"5",FALSE
0.607482723736363,0.662705182821168,"5",FALSE
0.535675564184957,0.607272805663857,"5",FALSE
0.553687471456633,0.636892157613401,"5",FALSE
0.568469800958038,0.632038860413685,"5",FALSE
0.458063632053857,0.523029451938397,"5",FALSE
0.566127592761685,0.612366419380919,"5",FALSE
0.613361749252128,0.698545762162349,"5",FALSE
0.675164304198757,0.715949223024652,"5",FALSE
0.71290304312422,0.719163734056093,"5",FALSE
0.529432344137383,0.592085627179738,"5",FALSE
0.593260733350814,0.64620545180397,"5",FALSE
0.614987791656819,0.671962859948437,"5",FALSE
0.57497726200866,0.599364285926048,"5",FALSE
0.526082438696838,0.599334580776862,"5",FALSE
0.640900987157219,0.664810379540767,"5",FALSE
0.616184620608392,0.659790941851267,"5",FALSE
0.840636199894356,0.844208922533886,"6",FALSE
0.840271575518767,0.850728630194317,"6",FALSE
0.825049517318441,0.832106600058985,"6",FALSE
0.87690838197286,0.879444948055199,"6",FALSE
0.826229261615329,0.832391133329978,"6",FALSE
0.838216745998782,0.841394794372753,"6",FALSE
0.857695269094318,0.858970598709184,"6",FALSE
0.806810787968411,0.810773635518388,"6",FALSE
0.867808121446408,0.870596174778605,"6",FALSE
0.365083296797509,0.51069314010086,"6",FALSE
0.860769064396093,0.864449232246229,"6",FALSE
0.791324130321782,0.806536148519554,"6",FALSE
0.580457260406659,0.608455198005933,"6",FALSE
0.881780023471563,0.883397843470021,"6",FALSE
0.880089174919025,0.881078883714951,"6",FALSE
0.69262904564295,0.723454691866248,"6",FALSE
0.860471681047155,0.862925351591766,"6",FALSE
0.899820861550735,0.904769366247668,"6",FALSE
0.77244713735957,0.781634612906063,"6",FALSE
0.875988259783475,0.877128487769783,"6",FALSE
0.873336022566402,0.875488677737187,"6",FALSE
0.697084334364869,0.714976122865045,"6",FALSE
0.894129040186206,0.897014192948986,"6",FALSE
0.86671971053511,0.868276143214936,"6",FALSE
0.812466378399281,0.821020515800419,"6",FALSE
0.80428995912977,0.80794287465164,"6",FALSE
0.823009541988151,0.823988437305348,"6",FALSE
0.578121781365746,0.638040795462198,"6",FALSE
0.825490045544574,0.838506157632033,"6",FALSE
0.929517485794785,0.932130337873923,"6",FALSE
0.873406795860568,0.876242287717204,"6",FALSE
0.830503562735016,0.833565946753246,"6",FALSE
0.83934506887882,0.849451324818914,"6",FALSE
0.870549047313582,0.888259695750898,"6",FALSE
0.847081733290975,0.851321350499615,"6",FALSE
0.672088589928754,0.691372321369926,"6",FALSE
0.864932784674913,0.878166758397281,"6",FALSE
0.813694065834074,0.817194318228887,"6",FALSE
0.789540699187589,0.796117906700628,"6",FALSE
0.793087642948852,0.801481640115997,"6",FALSE
0.827706527361136,0.833805611610056,"6",FALSE
0.863058079335702,0.868340322326296,"6",FALSE
0.856122319294826,0.860109923957103,"6",FALSE
0.845309932054247,0.846824178548144,"6",FALSE
0.756984039933756,0.766566886919869,"6",FALSE
0.843124733452905,0.84710767033688,"6",FALSE
0.754772361252518,0.757724895044121,"6",FALSE
0.860201683266176,0.868420051203914,"6",FALSE
0.885926632152342,0.889673640133487,"6",FALSE
0.882067512703948,0.88553042406327,"6",FALSE
0.824955797688535,0.82851377439359,"6",FALSE
0.816478948773047,0.827010636997169,"6",FALSE
0.840193267907882,0.844387932328609,"6",FALSE
0.870382447861447,0.871544184595183,"6",FALSE
0.834441019802311,0.838339665646661,"6",FALSE
0.900457016051317,0.902058582019756,"6",FALSE
0.884457073669576,0.886531488630887,"6",FALSE
0.88717203966869,0.89037642741269,"6",FALSE
0.842472225844813,0.845076793501241,"6",FALSE
0.841336403913905,0.844410574417034,"6",FALSE
0.855479616580538,0.856344029187766,"6",FALSE
0.86010973196668,0.8645545888097,"6",FALSE
0.839456371187304,0.843870229506963,"6",FALSE
0.785650023490224,0.798432664741617,"6",FALSE
0.846416918919128,0.850883242489479,"6",FALSE
0.836097666561283,0.837616491420115,"6",FALSE
0.835148941211577,0.840919292670326,"6",FALSE
0.849912505174349,0.855036442069635,"6",FALSE
0.867485424571273,0.877182665145305,"6",FALSE
0.846381563042521,0.850675749900477,"6",FALSE
0.845990133853546,0.853346873077431,"6",FALSE
0.896853336199959,0.898511488712965,"6",FALSE
0.808904096384993,0.814014224706446,"6",FALSE
0.842187203331948,0.846790566163713,"6",FALSE
0.826127296043095,0.832559007451748,"7",FALSE
0.873528149822051,0.875217636909817,"7",FALSE
0.885307213007951,0.887864936539039,"7",FALSE
0.876576202533507,0.878697193344974,"7",FALSE
0.838651315521367,0.846098813167585,"7",FALSE
0.84826106802959,0.855326264382644,"7",FALSE
0.862436339876234,0.87124230383045,"7",FALSE
0.893766873024095,0.897645819497101,"7",FALSE
0.896730770094336,0.898660243931814,"7",FALSE
0.790978652175796,0.796131672653763,"7",FALSE
0.872729162038896,0.876112464682324,"7",FALSE
0.843504170614586,0.849341292034637,"7",FALSE
0.844352603227978,0.850228940257353,"7",FALSE
0.877816964473018,0.880248482904066,"7",FALSE
0.953349875667774,0.953748937838045,"7",FALSE
0.897696594044852,0.912720979232803,"7",FALSE
0.870256640111063,0.877548782851408,"7",FALSE
0.816448422955653,0.83134761006254,"7",FALSE
0.862987664699935,0.867057273462617,"7",FALSE
0.89453784047778,0.897158140546803,"7",FALSE
0.906126710083122,0.907992429576654,"7",FALSE
0.881068487496804,0.885909624666987,"7",FALSE
0.886005105458562,0.889433190485208,"7",FALSE
0.793748201900825,0.806396462839582,"7",FALSE
0.799871334767776,0.80949279389964,"7",FALSE
0.895168226701984,0.896490182833513,"7",FALSE
0.929692874947527,0.930641621888793,"7",FALSE
0.833688201230908,0.838797517160545,"7",FALSE
0.859919920556694,0.866951567770641,"7",FALSE
0.903481130372698,0.906534570862301,"7",FALSE
0.880134736402691,0.880963278680938,"7",FALSE
0.908772161812931,0.913117971817982,"7",FALSE
0.850654095163071,0.857917675587738,"7",FALSE
0.849772408180009,0.851545315419548,"7",FALSE
0.919252592502165,0.922509159038287,"7",FALSE
0.881094319666581,0.882418216585037,"7",FALSE
0.846415123140812,0.857277757173314,"7",FALSE
0.915954222919125,0.916765746181459,"7",FALSE
0.859079381975133,0.864787304303375,"7",FALSE
0.854636480312295,0.858022226328843,"7",FALSE
0.880020543160428,0.886604157640465,"7",FALSE
0.922773679583312,0.92359193056319,"7",FALSE
0.909812344470801,0.910891406758941,"7",FALSE
0.909694723723974,0.910654076699558,"7",FALSE
0.805633648748918,0.807907528984322,"7",FALSE
0.892632833516295,0.894989930982477,"7",FALSE
0.88638939538791,0.890348980186029,"7",FALSE
0.87595848981422,0.879050662511701,"7",FALSE
0.90381196522336,0.904934990458926,"7",FALSE
0.871339969865429,0.874360379784464,"7",FALSE
0.844494180405842,0.847313407083992,"7",FALSE
0.844990300421875,0.847726294893682,"7",FALSE
0.894203814220838,0.895624518516368,"7",FALSE
0.915038189474813,0.916337566021938,"7",FALSE
0.906458930888977,0.907451564245585,"7",FALSE
0.910312521991503,0.912294513291742,"7",FALSE
0.874023163647212,0.880123657235815,"7",FALSE
0.833081792073034,0.841668038592546,"7",FALSE
0.888622991827175,0.891075848868608,"7",FALSE
0.899360141690501,0.901665050143007,"7",FALSE
0.892187548167627,0.894964829095775,"7",FALSE
0.866031628305556,0.868150018480986,"7",FALSE
0.832271484088738,0.846184712673965,"7",FALSE
0.855494202130611,0.860497780590188,"7",FALSE
0.905651034710516,0.90688659642937,"7",FALSE
0.872824830563141,0.876573438882237,"7",FALSE
0.90532628984639,0.907162311647396,"7",FALSE
0.87728753689573,0.880230216704664,"7",FALSE
0.915517087629269,0.917022879059114,"7",FALSE
0.888831663190093,0.890151201061272,"7",FALSE
0.86847621476964,0.873147851921983,"7",FALSE
0.907907897702644,0.910306153046835,"7",FALSE
0.813703995889617,0.819521561831835,"7",FALSE
0.844276886348215,0.85162313834032,"7",FALSE
0.828056169005174,NA,"8",FALSE
0.920088750470432,NA,"8",FALSE
0.912907537739471,NA,"8",FALSE
0.880417373693757,NA,"8",FALSE
0.80548095990765,NA,"8",FALSE
0.901884746341902,NA,"8",FALSE
0.871659819647039,NA,"8",FALSE
0.9006253529653,NA,"8",FALSE
0.889999556292613,NA,"8",FALSE
0.798212673292077,NA,"8",FALSE
0.852369659656643,NA,"8",FALSE
0.829430718042735,NA,"8",FALSE
0.791883894153199,NA,"8",FALSE
0.833350913004,NA,"8",FALSE
0.928049591444771,NA,"8",FALSE
0.819664631275421,NA,"8",FALSE
0.928220513427724,NA,"8",FALSE
0.842910307895527,NA,"8",FALSE
0.879132875847354,NA,"8",FALSE
0.891519069148106,NA,"8",FALSE
0.788128584212699,NA,"8",FALSE
0.708546649027556,NA,"8",FALSE
0.905408270193733,NA,"8",FALSE
0.877977089974593,NA,"8",FALSE
0.912972715750567,NA,"8",FALSE
0.825763886719022,NA,"8",FALSE
0.902331912667955,NA,"8",FALSE
0.902954600086388,NA,"8",FALSE
0.846634807522063,NA,"8",FALSE
0.933911494746314,NA,"8",FALSE
0.92789398924354,NA,"8",FALSE
0.785274851974534,NA,"8",FALSE
0.873306011979999,NA,"8",FALSE
0.912641371677103,NA,"8",FALSE
0.862446690131693,NA,"8",FALSE
0.805654793058489,NA,"8",FALSE
0.910731394998471,NA,"8",FALSE
0.875516591918503,NA,"8",FALSE
0.886787477745061,NA,"8",FALSE
0.852645607025128,NA,"8",FALSE
0.879989479793396,NA,"8",FALSE
0.8916242381753,NA,"8",FALSE
0.821204489447368,NA,"8",FALSE
0.833028445802041,NA,"8",FALSE
0.823809434503778,NA,"8",FALSE
0.86162551478858,NA,"8",FALSE
0.884528031919911,NA,"8",FALSE
0.837796635691378,NA,"8",FALSE
0.887742016098798,NA,"8",FALSE
0.684916174792759,NA,"8",FALSE
0.820696802097638,NA,"8",FALSE
0.868082451165773,NA,"8",FALSE
0.874070746911682,NA,"8",FALSE
0.904118084763793,NA,"8",FALSE
0.880541553178097,NA,"8",FALSE
0.942833719843679,NA,"8",FALSE
0.864209221934486,NA,"8",FALSE
0.889003919752068,NA,"8",FALSE
0.831571297050804,NA,"8",FALSE
0.871359305185386,NA,"8",FALSE
0.88989916372284,NA,"8",FALSE
0.8941611325859,NA,"8",FALSE
0.846820787999485,NA,"8",FALSE
0.857754189685599,NA,"8",FALSE
0.869874841273733,NA,"8",FALSE
0.846621490131473,NA,"8",FALSE
0.927371798644319,NA,"8",FALSE
0.839069714794302,NA,"8",FALSE
0.932560495166645,NA,"8",FALSE
0.837509537071771,NA,"8",FALSE
0.889939412489664,NA,"8",FALSE
0.886179324111511,NA,"8",FALSE
0.860580337836402,NA,"8",FALSE
0.922243432801342,NA,"8",FALSE
0.8712964104352,0.87410442966595,"9",FALSE
0.727149702405919,0.748434031155259,"9",FALSE
0.880738042944789,0.881299875816246,"9",FALSE
0.866057213253927,0.869503220494648,"9",FALSE
0.899343905980179,0.900655002642784,"9",FALSE
0.828805132503574,0.833274471416544,"9",FALSE
0.878543107642181,0.882893566575544,"9",FALSE
0.899499744344953,0.900024242983223,"9",FALSE
0.869074643484103,0.871797150398882,"9",FALSE
0.883155975481519,0.883560234664815,"9",FALSE
0.880320276644541,0.882638554738942,"9",FALSE
0.912180730911203,0.912629323861646,"9",FALSE
0.842747262429877,0.847242353688049,"9",FALSE
0.91577322836512,0.916852849801082,"9",FALSE
0.826573797374888,0.834384438303296,"9",FALSE
0.721160591117887,0.735225604690035,"9",FALSE
0.8530723206263,0.854937689602866,"9",FALSE
0.970310895824446,0.970381034344994,"9",FALSE
0.830549556096246,0.832094288826642,"9",FALSE
0.899450926814487,0.901240866594759,"9",FALSE
0.732180712814056,0.749951203649629,"9",FALSE
0.624337855695303,0.634258681710288,"9",FALSE
0.889556995980072,0.890111622698937,"9",FALSE
0.859870193273854,0.86053344037068,"9",FALSE
0.875162487800956,0.87541164152912,"9",FALSE
0.860307936482384,0.863929928271815,"9",FALSE
0.850734044712394,0.852235537451123,"9",FALSE
0.88359958509036,0.884168741384793,"9",FALSE
0.821352268900526,0.82873669483114,"9",FALSE
0.852263680632819,0.856659228021873,"9",FALSE
0.837126971120962,0.843469127669029,"9",FALSE
0.817173426156323,0.81734655552583,"9",FALSE
0.83573747749888,0.845819796270846,"9",FALSE
0.899128585412066,0.899321123958129,"9",FALSE
0.798520555474474,0.799791915526131,"9",FALSE
0.8509035537097,0.851423591010628,"9",FALSE
0.888285300686998,0.889392353820376,"9",FALSE
0.799395897474429,0.807490779561741,"9",FALSE
0.890904700882416,0.892587436506694,"9",FALSE
0.726409924632864,0.770831931673522,"9",FALSE
0.886054813688903,0.886993330140124,"9",FALSE
0.845647787015401,0.851977192366821,"9",FALSE
0.87296171507914,0.873471282318471,"9",FALSE
0.852430540530713,0.852751008429896,"9",FALSE
0.846495170591025,0.849779877931159,"9",FALSE
0.835418619859604,0.836106306495393,"9",FALSE
0.853296032694672,0.856130329206622,"9",FALSE
0.814288972964085,0.819259376665601,"9",FALSE
0.8356886065684,0.840301214269308,"9",FALSE
0.851048405144894,0.865307847372444,"9",FALSE
0.706675497270288,0.760935019190026,"9",FALSE
0.827311387633865,0.837574846237778,"9",FALSE
0.694278116932493,0.698298817475455,"9",FALSE
0.848705230944242,0.854233075138913,"9",FALSE
0.893054858419352,0.893685021943086,"9",FALSE
0.778330002750122,0.792944529302689,"9",FALSE
0.842449299232734,0.843578641676044,"9",FALSE
0.853143784399295,0.857116998266205,"9",FALSE
0.840546481111027,0.84160858910976,"9",FALSE
0.83968758127978,0.840922393149691,"9",FALSE
0.8585578132835,0.859686752105828,"9",FALSE
0.239214395354972,NA,"10",TRUE
0.389635392576357,NA,"10",TRUE
-1.55747479050658,NA,"10",TRUE
-1.08538063840973,NA,"10",TRUE
-2.1534836019153,NA,"10",TRUE
-1.05443272459512,NA,"10",TRUE
-0.607227357106717,NA,"10",TRUE
-1.31300670418512,NA,"10",TRUE
-1.15845421653268,NA,"10",TRUE
-0.593392412292957,NA,"10",TRUE
-1.39634053374199,NA,"10",TRUE
-1.73753873007912,NA,"10",TRUE
-1.05950735274813,NA,"10",TRUE
-1.0919277694223,NA,"10",TRUE
-0.0136174786186659,NA,"10",TRUE
-0.480812217387127,NA,"10",TRUE
-0.468556193988962,NA,"10",TRUE
0.0626684557053958,NA,"10",TRUE
-1.35859369552878,NA,"10",TRUE
-1.11863254742418,NA,"10",TRUE
-0.43217902947951,NA,"10",TRUE
-2.0983186610151,NA,"10",TRUE
-1.19126116849641,NA,"10",TRUE
-1.09521882792062,NA,"10",TRUE
-0.576518565091827,NA,"10",TRUE
-0.279421334524277,NA,"10",TRUE
-1.20449841940933,NA,"10",TRUE
-0.942539883864818,NA,"10",TRUE
-0.0129189627481305,NA,"10",TRUE
-1.45221531077005,NA,"10",TRUE
-1.49200049785662,NA,"10",TRUE
-0.814347856020947,NA,"10",TRUE
-1.89984242218465,NA,"10",TRUE
-1.5235822000698,NA,"10",TRUE
-0.807127099606459,NA,"10",TRUE
-0.887147441609492,NA,"10",TRUE
-0.838807220608657,NA,"10",TRUE
-1.77695069658585,NA,"10",TRUE
-2.45701818257347,NA,"10",TRUE
-0.538847474706562,NA,"10",TRUE
-1.45465393762115,NA,"10",TRUE
-1.24240336959586,NA,"10",TRUE
-1.30502143441148,NA,"10",TRUE
-1.40953789215594,NA,"10",TRUE
-1.18931746852321,NA,"10",TRUE
-0.583089816955539,NA,"10",TRUE
-2.89533246814534,NA,"10",TRUE
-1.18886832848541,NA,"10",TRUE
0.382355879846995,NA,"10",TRUE
0.779344637201516,NA,"10",TRUE
-1.31681607033055,NA,"10",TRUE
-0.750965683321441,NA,"10",TRUE
-0.629815699277779,NA,"10",TRUE
-1.5277830392429,NA,"10",TRUE
-1.28378543858332,NA,"10",TRUE
-1.08653400147568,NA,"10",TRUE
-0.424929107885172,NA,"10",TRUE
-1.20171496152638,NA,"10",TRUE
-0.983465521008355,NA,"10",TRUE
-1.31848532396559,NA,"10",TRUE
0.688502638900176,0.704698988029606,"11",FALSE
0.591570940826073,0.61359419553044,"11",FALSE
0.806842725156501,0.808063056583823,"11",FALSE
0.692861559124945,0.694983960614829,"11",FALSE
0.793446401770012,0.798105325107405,"11",FALSE
0.790149141874196,0.798575604593288,"11",FALSE
0.739642758794219,0.759615671352888,"11",FALSE
0.730760443631619,0.736302926075513,"11",FALSE
0.776847046243154,0.786719324383952,"11",FALSE
0.812815737185965,0.813791379070578,"11",FALSE
0.69674097433943,0.70336485223026,"11",FALSE
0.634269349317347,0.646321001918934,"11",FALSE
0.764562152225772,0.777715088359,"11",FALSE
0.710329741721255,0.712272418409041,"11",FALSE
0.698096375907966,0.70191890187317,"11",FALSE
0.699907372725607,0.711009846137191,"11",FALSE
0.704228660683225,0.718890151981623,"11",FALSE
0.722607994192943,0.730752531565791,"11",FALSE
0.734370533540682,0.741617046239196,"11",FALSE
0.658499744023626,0.672902085737919,"11",FALSE
0.723676644216377,0.732115578811044,"11",FALSE
0.613630372685919,0.633653374561871,"11",FALSE
0.621182131841256,0.654080273221437,"11",FALSE
0.694542321459162,0.707465042431353,"11",FALSE
0.827849511009366,0.832008793359891,"11",FALSE
0.743752057604548,0.752991284649898,"11",FALSE
0.697712583187873,0.701403151221868,"11",FALSE
0.71558428365354,0.721565611389246,"11",FALSE
0.653638051413397,0.656132693400333,"11",FALSE
0.672321394360068,0.687229281948993,"11",FALSE
0.507677191773257,0.532948994333438,"11",FALSE
0.709445937825213,0.719216275029708,"11",FALSE
0.651979982031499,0.67874390577351,"11",FALSE
0.815491038198499,0.817538474781013,"11",FALSE
0.75757376429938,0.759909742314201,"11",FALSE
0.747566049056473,0.756159941833809,"11",FALSE
0.801256151835019,0.808401350590629,"11",FALSE
0.671455242328852,0.703708505040904,"11",FALSE
0.775823649520307,0.790841674074055,"11",FALSE
0.663541810617938,0.668970756588423,"11",FALSE
0.712275654512453,0.722322754760718,"11",FALSE
0.754671855857209,0.765540499972744,"11",FALSE
0.764429146495993,0.785728686412547,"11",FALSE
0.643053580023317,0.651754833813465,"11",FALSE
0.716241893913339,0.721646670743544,"11",FALSE
0.656755659740208,0.6627353609589,"11",FALSE
0.641418632554285,0.675072269739014,"11",FALSE
0.700272623718582,0.742045209777353,"11",FALSE
0.717488938740602,0.747476793580381,"11",FALSE
0.795289681926246,0.805390550528872,"11",FALSE
0.715294312693889,0.719821444117403,"11",FALSE
0.686448803557631,0.716416902401156,"11",FALSE
0.777242441924588,0.786257474923862,"11",FALSE
