"alpha","omega","g","replication"
0.800100099203262,0.806709330633926,"11",FALSE
0.747459359337203,0.754250408170266,"11",FALSE
0.703881225217501,0.715443502470315,"11",FALSE
0.699662659505249,0.706193388096267,"11",FALSE
0.704956073912438,0.71805472508486,"11",FALSE
0.7501046521939,NA,"12",FALSE
0.40887889631872,NA,"12",FALSE
0.783765009571586,NA,"12",FALSE
0.725820924288147,NA,"12",FALSE
0.650357699851609,NA,"12",FALSE
0.522340325516282,NA,"12",FALSE
0.457973294942239,NA,"12",FALSE
0.733408129232156,NA,"12",FALSE
0.469447197170553,NA,"12",FALSE
0.537179610410825,NA,"12",FALSE
0.644431583198718,NA,"12",FALSE
0.560122325711347,NA,"12",FALSE
0.704336426493798,NA,"12",FALSE
0.622399253105137,NA,"12",FALSE
0.651525097858277,NA,"12",FALSE
0.439922707424922,NA,"12",FALSE
0.514146594328711,NA,"12",FALSE
0.340282422007405,NA,"12",FALSE
0.461735098874071,NA,"12",FALSE
0.42913768455832,NA,"12",FALSE
0.690311916152131,NA,"12",FALSE
0.769137545941697,0.769659277916222,"13",FALSE
0.693330091900791,0.701811460478857,"13",FALSE
0.558319869792928,0.600460762266902,"13",FALSE
0.774023900456684,0.784845802450417,"13",FALSE
0.697383870281235,0.705405203141681,"13",FALSE
0.628137226052638,0.637507849993169,"13",FALSE
0.622289466830512,0.624899482279906,"13",FALSE
0.729482421224072,0.73758579219732,"13",FALSE
0.302859238548202,0.335864174123264,"13",FALSE
0.751650648450427,0.75594158394028,"13",FALSE
0.593779118955909,0.600979304497576,"13",FALSE
0.577956577282827,0.611485305648955,"13",FALSE
0.651566052829325,0.668147515390578,"13",FALSE
0.570524633750701,0.575327158399627,"13",FALSE
0.746487855245449,0.762403591874622,"13",FALSE
0.558896685543958,0.583671694780438,"13",FALSE
0.7664462855635,0.767731386362878,"13",FALSE
0.672783670159228,0.692490743082988,"13",FALSE
0.521445209505121,0.580081157623632,"13",FALSE
0.65750912975154,0.670753416200246,"13",FALSE
0.603736348344466,0.619806789521051,"13",FALSE
0.506104650798193,0.518995216204807,"14",FALSE
0.563622890321771,0.576362610500607,"14",FALSE
0.662808795061187,0.675135841227298,"14",FALSE
0.63608528936086,0.650926037797119,"14",FALSE
0.473690356550241,0.52306781084197,"14",FALSE
0.632591670377947,0.634058033766805,"14",FALSE
0.566976206842927,0.575484607185358,"14",FALSE
0.818450000352899,0.821696613685644,"14",FALSE
0.643478058030492,0.645837650507569,"14",FALSE
0.669436080783394,0.680905337844299,"14",FALSE
0.686425531809852,0.695135347947708,"14",FALSE
0.399993913677894,0.411197214096571,"14",FALSE
0.45693665516555,0.467359554477535,"14",FALSE
0.678743815852394,0.685054181058622,"14",FALSE
0.53494278020876,0.549238880378618,"14",FALSE
0.54257090902494,0.5545298936455,"14",FALSE
0.581257615684533,0.586822574892766,"14",FALSE
0.603284733667786,0.60898290436548,"14",FALSE
0.516587972417309,0.52898554582885,"14",FALSE
0.59650151359136,0.609875613778854,"14",FALSE
0.566179877037853,0.601812036907575,"14",FALSE
0.0792935961454748,0.0792935961454748,"15",FALSE
0.00445209299338127,0.0033416084411928,"15",FALSE
0.476523846631319,0.476523846631319,"15",FALSE
0.322739317361805,0.322739317361805,"15",FALSE
0.355361231818507,0.355361231818507,"15",FALSE
0.00351797680912747,0.0026400762501576,"15",FALSE
0.274618582155443,0.274618582155443,"15",FALSE
0.407595855646839,0.407595855646839,"15",FALSE
0.0254687021595659,0.0254687021595659,"15",FALSE
0.390968939159973,0.390968939159973,"15",FALSE
0.246018026199286,0.246018026199286,"15",FALSE
0.0940967582279175,0.0940967582279175,"15",FALSE
0.0388051371781594,0.0388051371781595,"15",FALSE
0.0949557860318227,0.0949557860318227,"15",FALSE
0.216107838305725,0.216107838305725,"15",FALSE
0.176888121111395,0.176888121111395,"15",FALSE
0.198616163631876,0.198616163631875,"15",FALSE
0.201716458355749,0.201716458355749,"15",FALSE
0.158470759153515,0.158470759153515,"15",FALSE
0.119261083758303,0.119261083758303,"15",FALSE
0.30316811322497,0.30316811322497,"15",FALSE
0.689474066818741,0.697901685702165,"16",FALSE
0.570139117135156,0.582427930760552,"16",FALSE
0.575689173120723,0.588107812509818,"16",FALSE
0.656313965061637,0.661859011298555,"16",FALSE
0.871628356875361,0.876790859090983,"17",TRUE
0.883863710664665,0.887071141125614,"17",TRUE
0.869515994109937,0.874397881157135,"17",TRUE
0.866512178432144,0.869294974499471,"17",TRUE
0.886907470319753,0.889156726765001,"17",TRUE
0.866216277512842,0.872193270264355,"17",TRUE
0.885497863751649,0.889610640544721,"17",TRUE
0.879827263533073,0.885272638091311,"17",TRUE
0.541257759875399,0.576471184791576,"18",TRUE
0.751660802505622,0.759875497896941,"18",TRUE
0.586336738589409,0.630257749684243,"18",TRUE
0.639022581724093,0.660751656603191,"18",TRUE
0.672983071166273,0.680736011582557,"18",TRUE
