"RMSEA","RMSEA_se","N_factors","unidimensional","Tau_chisq_diff","Tau_Df_diff","Tau_p_diff","mean_spec","err_chisq_diff","err_Df_diff","err_p_diff"
0.18147814518378,0.0886222905207838,1,"Yes",2.89467475213843,3,0.408150944304589,0.067156818052678,10.1917241791051,5,0.0699815546566732
0.171179645838667,0.0730549069605716,1,"Yes",2.53360568261255,3,0.46924838611232,0.0463434681359318,10.7847643088933,5,0.0558184821633764
0,0.103703653067869,1,"Yes",7.45545627011378,3,0.0587140847819909,0.152092785726947,7.62107297009567,5,0.178392663620931
0,0.0629625648635097,1,"Yes",4.18104645081454,3,0.242566358730998,-0.124985481742747,3.66726669390946,5,0.598242620990006
0.199691233673115,0.0812742937668164,1,"Yes",2.95323751309033,3,0.398891367967428,0.0130102773472019,13.7568284817144,5,0.0172301358840403
0.307267849363317,0.0754632391202953,2,"No",9.93295762870269,3,0.0191447015564649,0.189221765590085,29.4858899811583,5,1.86147470162523e-05
0.181033411324675,0.0858063842445902,1,"Yes",2.61320176412317,3,0.455179806421831,-0.0507771717341617,10.8841759180454,5,0.0537254146942447
0.0510871200944814,0.071633205324478,1,"Yes",2.88243624698019,3,0.410108603412988,-0.0649847445531979,5.4526063121613,5,0.363170762543689
0.175839074126751,0.0753122711237003,2,"No",3.52214959547396,3,0.317900734623549,0.0215951811390019,11.1974869976171,5,0.0476019843263532
0.233119971344339,0.0734422552426712,2,"No",4.23247343545348,3,0.237430722233417,0.187127588977785,21.0609301165007,5,0.000788866308307074
0.157209791051224,0.0465388463162886,1,"Yes",2.40973817136662,3,0.491824439596662,-0.161583371989496,18.9769090498998,5,0.00194126511335165
0.134989026143659,0.0679195410857786,1,"Yes",1.32567498048216,3,0.723045515034754,0.010336167337009,6.68457226925008,5,0.24517559652825
0.0353085413802764,0.105498777008536,1,"Yes",10.3056716425893,3,0.0161387772377264,0.0567962753875935,10.4695486676125,5,0.0629728635141525
0.103435319526832,0.0963979876735516,1,"Yes",0.296824415519547,3,0.960624611530465,0.0937655724991999,4.35431425240861,5,0.499608978376823
0.132433832780614,0.0236253837851726,2,"No",47.0625771959524,3,3.37069562382119e-10,0.081839857648951,76.2264841768191,5,5.15922383278606e-15
0,0.11302830502098,1,"Yes",7.18058164461885,3,0.0663594075150593,0.131960824922456,8.64999573348909,5,0.123865762866305
0.138561685967918,0.0746998932024572,1,"Yes",0.72532710018134,3,0.867231204695063,0.0442059016597992,7.54939481594614,5,0.18288035049659
0.102245237195849,0.0207049871951725,3,"No",42.9691626196146,3,2.49838414320237e-09,0.0773297755542197,63.5279961221632,5,2.26297769725883e-12
0.179413554828882,0.0828064215590186,1,"Yes",5.08116072098595,3,0.165949715827425,-0.0708749048270368,11.7510348326238,5,0.0383631016063373
0.222496151217611,0.0789601870630011,1,"Yes",3.00830353130083,3,0.390346706011382,-0.0834593735616105,13.717714306154,5,0.0175055379133726
0.159343974497554,0.0895791020864729,1,"Yes",0.0252396022093076,3,0.998941583718609,0.146671269767585,5.6145084481274,5,0.345552912229432
0.113090997537104,0.0653031052052296,1,"Yes",11.557760365198,3,0.00906233672893509,0.119455861879399,16.7847290699751,5,0.00492668786871641
0.269756585241312,0.0876861063533707,2,"No",5.37637170933295,3,0.146222808588277,0.086273274255473,14.0479182429573,5,0.0153078811042897
0.150875057982005,0.0622724760032179,2,"No",7.24126685686043,3,0.0645926871272536,0.0981074667610767,14.9748844761008,5,0.0104701934302694
0.10971759196159,0.0602182731437761,1,"Yes",1.47178116783504,3,0.688798367209818,0.0848711376954611,8.61005585941949,5,0.125665586051318
0.120922621838817,0.0920984692234029,1,"Yes",7.16889408986856,3,0.0667049986907477,0.123910828465991,8.70365951602674,5,0.121484173370701
0.201957295539406,0.0509045191994536,2,"No",25.3229019263328,3,1.32169721047209e-05,0.13000615819297,39.963617459781,5,1.51880930741407e-07
0.249027210583455,0.0877820911867024,2,"No",2.43089721883997,3,0.487909031243386,0.145704059042025,13.5282196015381,5,0.0189009332762114
0.0295825710220385,0.0925629379822766,1,"Yes",7.78852947871636,3,0.0505904430193887,-0.0420865410157728,9.70217683331381,5,0.0841273838451443
0.110037719742153,0.0701640276428628,1,"Yes",2.50281317283325,3,0.474782894544812,0.00916620676756344,7.43342291467303,5,0.190349367321925
0.115221504424121,0.0967378698490584,1,"Yes",1.73962258602393,3,0.628161011477656,0.0450351878564892,5.85797752434035,5,0.320284573743524
0.117282172634495,0.0821108360961061,1,"Yes",2.58519260216875,3,0.460091390583316,-0.0858522046994833,7.86716188985365,5,0.1637101496964
0,0.100269629752458,1,"Yes",5.32124562929094,3,0.14972971996053,-0.0704745011204469,6.14092568461484,5,0.292746803789947
0,0.0875695282836526,1,"Yes",14.886640913748,3,0.00191612976008284,0.00166249844044705,14.8372762710191,5,0.0110807366890226
0.20617703268925,0.0839426801423016,3,"No",1.87798299762933,3,0.598113720278735,-0.0446712691835173,12.4932261825913,5,0.0286200728329572
0.122291154795191,0.0919356667767722,1,"Yes",17.9397136336189,3,0.000452623191170277,0.200020275923135,22.2384178866475,5,0.000471676987864472
