"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"QMP_type","factor",1925,0,6,NA,NA,385,"Def. Ratio",NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QMP_ratio","numeric",1580,0.179220779220779,13,0.275257779878349,0.203896103896104,0.203896103896104,NA,0.30880831525172,NA,0.00649350649350649,0.993506493506494,0.987012987012987,0.82971904116448,6.73853858200239,-0.452115988943023,-1.83707976185418,NA,NA
"QMP_Rep_type","factor",1925,0,6,NA,NA,385,"Rep. Def. Ratio",NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QMP_Rep_ratio","numeric",1750,0.0909090909090909,14,0.216147419294991,0.00649350649350649,0.00649350649350649,NA,0.324532060534302,NA,0.00649350649350649,0.993506493506494,0.987012987012987,1.39965310681101,11.9620498459499,0.650200221930306,2.78002913979399,NA,NA
