"RMSEA","RMSEA_se","CFI","SRMR","fit_chisq","fit_df","fit_pvalue","N_factors","unidimensional_check_count","Tau_chisq_diff","Tau_Df_diff","Tau_p_diff","mean_spec","err_chisq_diff","err_Df_diff","err_p_diff"
0.0497123285854362,0.0192596756787689,0.789037295659947,0.0903100099680262,108.015890821587,90,0.0948682579114475,1,2,33.6361830919373,14,0.00233032685358124,0.174464504961018,38.6834097127226,5,2.75002459623239e-07
0.0363508096944124,0.0127657268364468,0.748362683158608,0.0676259746083141,110.692832182781,90,0.0685511716616679,2,2,46.53859781737,14,2.28857960282106e-05,0.13479841823522,38.5066273306863,5,2.98463246073124e-07
0.0551520785669131,0.013902808369982,0.548468945455255,0.0823879734645166,123.124676778033,90,0.0117133859307172,1,3,40.0989399261848,14,0.000246214112287866,-0.026936269313997,39.5134714980104,5,1.87168727267582e-07
0,0.0228980051913527,1,0.0711057496848369,78.5855751843888,90,0.79937942005131,1,4,20.3599420502031,14,0.11919555642785,-0.126388876731579,18.9198948326029,5,0.00198929901123192
