"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"many_labs_version","factor",74,0,5,NA,NA,35,"2",NA,0.683345507669832,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rep_org","factor",74,0,2,NA,NA,74,"Replication",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"title","character",74,0,61,NA,NA,3,"THE LOCAL-LADDER EFFECT AND SUBJECTIVE WELL-BEING (Anderson, Kraus, Galinsky & Keltner, 2012, Study 3).",NA,0.981008035062089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"measure_name","character",74,0,74,NA,NA,2,"moral foundation questionnaire",NA,0.986121256391527,NA,NA,NA,NA,NA,NA,NA,NA,NA
"variable_name","character",74,0,74,NA,NA,2,"framing effect",NA,0.986121256391527,NA,NA,NA,NA,NA,NA,NA,NA,NA
"multi","factor",74,0,3,NA,NA,55,"False",NA,0.381665449233017,NA,NA,NA,NA,NA,NA,NA,NA,NA
"appearance","factor",74,0,4,NA,NA,56,"1",NA,0.379839298758218,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N","numeric",74,0,57,4913.14864864865,6087,6087,NA,2533.17477282079,NA,119,8002,7883,-0.620427427997133,-1.11109276761843,-1.12068287085227,-1.01569362891087,NA,NA
"N_items","factor",74,0,4,NA,NA,35,"1 item measure",NA,0.549671292914536,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypothesis_support","logical",74,0,3,NA,NA,40,"FALSE",NA,0.496712929145362,NA,NA,NA,NA,NA,NA,NA,NA,NA
"reliability_type","factor",74,0,5,NA,NA,37,"",NA,0.549306062819576,NA,NA,NA,NA,NA,NA,NA,NA,NA
"reliability_coeff","numeric",3,0.959459459459459,4,0.776666666666667,0.82,0.82,NA,0.0929157324317756,NA,0.67,0.84,0.17,NA,NA,NA,NA,NA,NA
"def1","logical",67,0.0945945945945946,3,NA,NA,34,"TRUE",NA,0.499888616618401,NA,NA,NA,NA,NA,NA,NA,NA,NA
"op_version","character",74,0,14,NA,NA,62,"",NA,0.295836376917458,NA,NA,NA,NA,NA,NA,NA,NA,NA
"op_1","logical",73,0.0135135135135135,3,NA,NA,61,"TRUE",NA,0.274723212610246,NA,NA,NA,NA,NA,NA,NA,NA,NA
"op_2","logical",74,0,3,NA,NA,61,"TRUE",NA,0.289627465303141,NA,NA,NA,NA,NA,NA,NA,NA,NA
"op_3","logical",74,0,3,NA,NA,73,"TRUE",NA,0.0266617969320671,NA,NA,NA,NA,NA,NA,NA,NA,NA
"op_4","logical",74,0,3,NA,NA,67,"TRUE",NA,0.171292914536158,NA,NA,NA,NA,NA,NA,NA,NA,NA
"op_5","logical",73,0.0135135135135135,3,NA,NA,51,"TRUE",NA,0.421092137361606,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_existing","factor",74,0,4,NA,NA,70,"True, namely:",NA,0.10336011687363,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_existing_text","character",74,0,71,NA,NA,4,"",NA,0.983929875821768,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_1","logical",74,0,3,NA,NA,63,"TRUE",NA,0.253104455807159,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_2","logical",74,0,3,NA,NA,67,"TRUE",NA,0.171292914536158,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_3","logical",36,0.513513513513513,2,NA,NA,38,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_4","logical",37,0.5,3,NA,NA,37,NA,NA,0.149013878743608,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_psychometric_evidence","factor",74,0,3,NA,NA,37,"None",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quant_1","logical",74,0,3,NA,NA,64,"TRUE",NA,0.233747260774288,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quant_2","logical",62,0.162162162162162,3,NA,NA,53,"TRUE",NA,0.248178980228928,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quant_3","logical",17,0.77027027027027,3,NA,NA,57,NA,NA,0.41522491349481,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quant_4","logical",44,0.405405405405405,3,NA,NA,30,NA,NA,0.490702479338843,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_check","factor",74,0,4,NA,NA,51,"True",NA,0.474433893352812,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_1","logical",34,0.540540540540541,3,NA,NA,40,NA,NA,0.41522491349481,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_2","logical",25,0.662162162162162,3,NA,NA,49,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_3","logical",44,0.405405405405405,3,NA,NA,30,NA,NA,0.49896694214876,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_4","logical",29,0.608108108108108,3,NA,NA,45,NA,NA,0.185493460166468,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_5","logical",25,0.662162162162162,3,NA,NA,49,NA,NA,0.2112,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_6","logical",21,0.716216216216216,3,NA,NA,53,NA,NA,0.489795918367347,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_time","factor",74,0,3,NA,NA,51,"Before",NA,0.428414901387874,NA,NA,NA,NA,NA,NA,NA,NA,NA
"op_1_REV","logical",74,0,3,NA,NA,72,"TRUE",NA,0.0525931336742147,NA,NA,NA,NA,NA,NA,NA,NA,NA
"op_2_REV","logical",74,0,2,NA,NA,74,"TRUE",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"op_5_REV","logical",74,0,3,NA,NA,62,"TRUE",NA,0.27173119065011,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_1_REV","logical",74,0,3,NA,NA,71,"TRUE",NA,0.0777940102264427,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_3_REV","logical",33,0.554054054054054,3,NA,NA,41,NA,NA,0.213039485766759,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_psychometric_evidence_REV","factor",74,0,4,NA,NA,41,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,0.516800584368152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_psychometric_evidence_text_REV","character",74,0,4,NA,NA,72,"",NA,0.0529583637691745,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quant_1_REV","logical",74,0,3,NA,NA,68,"TRUE",NA,0.149013878743608,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quant_2_REV","logical",71,0.0405405405405405,3,NA,NA,64,"TRUE",NA,0.177742511406467,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quant_3_REV","logical",18,0.756756756756757,3,NA,NA,56,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_check_REV","factor",74,0,3,NA,NA,41,"True",NA,0.494156318480643,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_1_REV","logical",19,0.743243243243243,2,NA,NA,55,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_2_REV","logical",7,0.905405405405405,3,NA,NA,67,NA,NA,0.244897959183674,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_3_REV","logical",27,0.635135135135135,3,NA,NA,47,NA,NA,0.0713305898491086,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_4_REV","logical",13,0.824324324324324,3,NA,NA,61,NA,NA,0.260355029585799,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_5_REV","logical",13,0.824324324324324,3,NA,NA,61,NA,NA,0.260355029585799,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_6_REV","logical",11,0.851351351351351,3,NA,NA,63,NA,NA,0.495867768595041,NA,NA,NA,NA,NA,NA,NA,NA,NA
"inseperable_material","factor",74,0,3,NA,NA,42,"True",NA,0.490869247626004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"def_count","numeric",74,0,2,0.459459459459459,0,0,NA,0.501755526051275,NA,0,1,1,0.159411080981354,0.285481413560968,-2.00108441112018,-1.81361626928584,NA,NA
"def_total","numeric",74,0,2,0.905405405405405,1,1,NA,0.294651822340771,NA,0,1,1,-2.71457309039469,-4.86139456736442,5.44300658348662,4.93308789913331,NA,NA
"def_ratio","numeric",74,0,2,0.445945945945946,0,0,NA,0.500462577580664,NA,0,1,1,0.213097227456692,0.381625275644265,-1.98081192296749,-1.79524297422227,NA,NA
"op_count","numeric",74,0,4,4.22972972972973,4,4,NA,0.803200742531197,NA,2,5,3,-0.739459675469075,-1.32426172713137,-0.209710295984398,-0.19006394858733,NA,NA
"op_total","numeric",74,0,2,4.97297297297297,5,5,NA,0.163269083969016,NA,4,5,1,-5.71549046480498,-10.2355889379962,31.0874776803831,28.1751009497106,NA,NA
"op_ratio","numeric",74,0,5,0.15,0.2,0.2,NA,0.156152366757074,NA,0,0.6,0.6,0.782584353770008,1.40149157868825,0.0399594219266608,0.0362158924005015,NA,NA
"sel_count","numeric",74,0,4,1.7972972972973,2,2,NA,0.522893156265511,NA,0,3,3,-0.779437743030109,-1.39585646928167,1.20612863256184,1.0931345518009,NA,NA
"sel_total","numeric",74,0,3,2.98648648648649,2.5,2.5,NA,0.999907437404347,NA,2,4,2,0.0264815992788139,0.0474245852228754,-2.01279772881615,-1.82423224501514,NA,NA
"sel_ratio","numeric",74,0,6,0.311936486486486,0.41665,0.41665,NA,0.306282736947203,NA,0,1,1,0.231312214462256,0.414245594171254,-1.45125912385216,-1.31530041578527,NA,NA
"quant_count","numeric",74,0,5,1.98648648648649,2,2,NA,0.802278318175733,NA,0,4,4,0.18070048731852,0.323607557475134,0.5007076695332,0.453799735071283,NA,NA
"quant_total","numeric",74,0,4,2.66216216216216,2,2,NA,0.848480140419133,NA,1,4,3,0.422937991784365,0.757418712676321,-1.07364677650621,-0.973064029941628,NA,NA
"quant_ratio","numeric",74,0,7,0.204954054054054,0,0,NA,0.293314898429783,NA,0,1,1,1.06121450103284,1.90047651632002,-0.197432598936915,-0.178936466412696,NA,NA
"mod_count","numeric",74,0,5,1.13513513513514,1,1,NA,1.16247638743819,NA,0,4,4,0.772701196558241,1.38379232168622,-0.213066764061359,-0.193105971741319,NA,NA
"mod_total","numeric",74,0,7,2.40540540540541,3,3,NA,1.92971655892222,NA,0,6,6,-0.0104261996611079,-0.0186717648421825,-1.36383951149194,-1.23607055903855,NA,NA
"mod_ratio","numeric",51,0.310810810810811,10,0.551962745098039,0.5,0.5,NA,0.261360720813809,NA,0,1,1,-0.349870374135845,-0.524599714731364,0.0862360422569552,0.0657366638657436,NA,NA
"MP_total","numeric",74,0,11,13.9324324324324,14,14,NA,2.71641928432427,NA,9,19,10,-0.0834563830512033,-0.149457905043188,-0.864890160714695,-0.783864417663095,NA,NA
"MP_count","numeric",74,0,10,9.60810810810811,10,10,NA,2.02597899600715,NA,5,15,10,-0.0719444231836453,-0.128841705995946,-0.103016806637162,-0.093365854777932,NA,NA
"QMP_ratio","numeric",74,0,33,0.292036363636364,0.288483116883117,0.288483116883117,NA,0.173981796256056,NA,0.00649350649350649,0.685064935064935,0.678571428571429,0.188565620285622,0.337692834756179,-0.694942812831811,-0.629838293962575,NA,NA
"op_REV_count","numeric",74,0,3,4.7027027027027,5,5,NA,0.590558818935703,NA,3,5,2,-1.79436667237896,-3.21344244655962,2.0437298497296,1.85226654352869,NA,NA
"op_REV_total","numeric",74,0,1,5,5,5,NA,0,NA,5,5,0,NA,NA,NA,NA,NA,NA
"op_REV_ratio","numeric",74,0,3,0.0594594594594595,0,0,NA,0.118111763787141,NA,0,0.4,0.4,1.79436667237896,3.21344244655962,2.0437298497296,1.85226654352869,NA,NA
"sel_REV_count","numeric",74,0,4,1.95945945945946,2,2,NA,0.480843698843514,NA,1,4,3,0.614766372258326,1.10095466313652,4.49598873885178,4.07478978797452,NA,NA
"sel_REV_total","numeric",74,0,3,2.94594594594595,3,3,NA,0.963610389804668,NA,2,4,2,0.105776315584465,0.189429567307534,-1.92911149899569,-1.74838601530381,NA,NA
"sel_REV_ratio","numeric",74,0,6,0.260133783783784,0.25,0.25,NA,0.273079724560995,NA,0,0.75,0.75,0.312943543690944,0.560435100669816,-1.50007537153913,-1.35954339749988,NA,NA
"quant_REV_count","numeric",74,0,4,2.24324324324324,2,2,NA,0.658158718643401,NA,1,4,3,0.562149667912098,1.00672601202137,0.527186753361388,0.477798171598857,NA,NA
"quant_REV_total","numeric",74,0,3,2.7972972972973,3,3,NA,0.810542347261958,NA,2,4,2,0.375094686097494,0.67173850492141,-1.40212483902062,-1.27076919168747,NA,NA
"quant_REV_ratio","numeric",74,0,6,0.159906756756757,0,0,NA,0.226545986943702,NA,0,0.75,0.75,1.03269026558076,1.8493938750916,-0.263279638721047,-0.238614739839434,NA,NA
"mod_REV_count","numeric",74,0,5,1.06756756756757,1,1,NA,1.185888269831,NA,0,4,4,0.69819915870327,1.25037031018567,-0.588750183389104,-0.533594137861371,NA,NA
"mod_REV_total","numeric",74,0,5,1.21621621621622,1,1,NA,1.30615267175212,NA,0,4,4,0.657797030847556,1.178016139446,-0.719882650834362,-0.652441686254987,NA,NA
"mod_REV_ratio","numeric",41,0.445945945945946,6,0.115851219512195,0,0,NA,0.248519866531784,NA,0,1,1,2.36062852018485,3.19435656446678,5.17782202973942,3.57346011113196,NA,NA
"MP_REV_count","numeric",74,0,8,10.4324324324324,10,10,NA,1.76791093404463,NA,7,14,7,0.11744285458207,0.210322594466606,-0.432046266791388,-0.391570757426691,NA,NA
"MP_REV_total","numeric",74,0,9,12.8648648648649,13,13,NA,2.10234262241821,NA,9,17,8,0.0101600048210575,0.0181950496806493,-1.02959649812798,-0.933140525920818,NA,NA
"QMP_REV_ratio","numeric",74,0,29,0.181090768690769,0.171028571428571,0.171028571428571,NA,0.138381668271165,NA,0.00649350649350649,0.5,0.493506493506494,0.563448051794561,1.00905122344224,-0.485416002412391,-0.439940641411521,NA,NA
