"ResponseId","Location","HAPPY","ANGRY","GENERAL ACTION","SPECIFIC ACTION","ACTION","SUM of ACTIONs","INACTION","NEUTRAL","Not FOUND","Blank","SAT1","SAT2","SAT3","SAT4","SAT5","SAT6","SAT7","SAT8","SAT9","SAT10","SAT11","SAT12","SAT13","SAT14","SAT15","SAT16","SAT17","SAT18","SAT19","SAT20","SAT21","SATTotal","Condition"
"R_2aKAPJUVDpVsBvn","Toronto",6,4,2,2,6,10,7,23,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,14,"action"
"R_2AL9cWueIhESuXj","Illinois",6,1,1,4,6,11,6,16,7,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,7,"action"
"R_2aOBAqNlNxk6cDi","Oregon",3,4,2,2,6,10,6,16,5,3,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,14,"action"
"R_2arDpOvSFJE6nvH","Toronto",7,2,1,1,4,6,3,21,10,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,10,"inaction"
"R_2ARPgAK1DKJahOR","Toronto",6,4,0,3,5,8,3,19,9,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,11,"inaction"
"R_2axG2w4vqJdSwTq","Illinois",8,1,1,2,2,5,10,22,3,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,11,"inaction"
"R_2BeApbHdoJakKII","Oregon",7,3,4,0,5,9,7,21,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,8,"inaction"
"R_2BeAu3mzLdA9s8O","Oregon",8,1,3,4,7,14,8,18,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,12,"action"
"R_2Bg78G5ZdkQCGac","Illinois",6,1,2,0,7,9,7,18,5,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,15,"inaction"
"R_2bTMYcMoOXJW61E","Oregon",6,2,2,1,4,7,8,21,4,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,15,"action"
"R_2CInxkYNUU6doza","Toronto",7,5,4,2,5,11,5,19,5,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,12,"action"
"R_2cpwAtCS3UaYZg4","Toronto",6,5,1,1,4,6,7,14,0,13,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,7,"inaction"
"R_2CvwO6f3tJchRvK","Illinois",5,3,0,2,3,5,6,16,5,8,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,10,"action"
"R_2cwNqQUuabF3fHl","Oregon",7,2,2,1,3,6,4,16,9,5,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,9,"action"
"R_2D2GkRvpZJdcqWu","Toronto",6,1,2,1,3,6,4,21,4,5,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,13,"action"
"R_2dAWrY1w8jVR4Rf","Oregon",4,1,2,3,5,10,9,16,5,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,12,"inaction"
"R_2dp975neaI9RedT","Oregon",5,1,2,3,7,12,6,15,6,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,13,"action"
"R_2DTQJkfAsDK7X2z","Toronto",5,5,2,2,4,8,7,15,4,6,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,8,"inaction"
"R_2duXg4nLg63yhuW","Toronto",8,2,1,3,6,10,6,13,3,8,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,8,"action"
"R_2dXeb2FmmESzxyK","Oregon",5,2,0,3,5,8,9,17,6,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,13,"inaction"
"R_2Eb275nEn9gXeEb","Wesleyan",5,5,2,2,4,8,8,22,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,17,"action"
"R_2EgvbTe7vTglJWC","Oregon",7,1,1,3,5,9,8,15,1,7,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,"inaction"
"R_2EmBqvxuUXwsWoS","Toronto",6,1,2,4,4,10,3,23,3,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,10,"inaction"
"R_2eX8JEzCEUkOAQ0","Oregon",3,3,1,8,1,10,6,13,11,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,10,"inaction"
"R_2EyNVq2EnbTCZL7","Wesleyan",4,2,1,2,6,9,6,18,7,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,12,"action"
"R_2f2uSdERwpFA9GD","Illinois",5,5,1,1,5,7,8,17,8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,7,"action"
"R_2f6YS7XcFkNg7SC","Toronto",2,3,0,2,4,6,8,13,3,10,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,12,"action"
"R_2fKeU1fJkY1hjR8","Illinois",1,5,3,1,2,6,4,6,19,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,9,"inaction"
"R_2fy9K1w0jHWt6hC","Toronto",4,6,1,2,5,8,7,20,1,4,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,14,"action"
"R_2OH1IL97aeQjWm6","Oregon",6,1,1,2,5,8,6,15,11,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,9,"action"
"R_2PbBwgCyxEScpEo","Toronto",5,2,0,2,5,7,8,15,3,7,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,7,"inaction"
"R_2Pqekie0gXRctjt","Wesleyan",2,7,2,2,5,9,6,18,5,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,8,"action"
"R_2pVQufPmXR8TB8W","Illinois",5,2,2,3,7,12,10,16,2,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,12,"action"
"R_2PzEMKzgwvt5dM2","Toronto",6,5,5,0,6,11,8,14,1,6,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,11,"action"
"R_2qfQe6xOjdhree9","Wesleyan",5,2,2,5,5,12,12,16,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,15,"action"
"R_2qkh2W4vE2ezU94","Oregon",6,3,2,1,7,10,5,11,3,11,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,9,"action"
"R_2qknZlCpsmYl8aJ","Wesleyan",3,6,2,3,6,11,5,15,9,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,16,"action"
"R_2QmLjjhyGPNbr92","Toronto",1,8,1,3,7,11,9,12,1,7,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,10,"action"
"R_2QS2Hyk7Ly33JVF","Illinois",8,1,0,0,5,5,7,18,3,7,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,12,"inaction"
"R_2QSAaIgz0heylhS","Oregon",5,1,2,6,7,15,5,20,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,15,"action"
"R_2rC9QuIMgKkjxTl","Wesleyan",4,5,1,1,5,7,7,23,3,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,9,"action"
"R_2rhX8Rh00hm3mKa","Oregon",8,3,2,1,3,6,9,21,4,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,14,"inaction"
"R_2rJhegYpcnhepTb","Oregon",5,3,2,2,6,10,4,20,6,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,10,"inaction"
"R_2rl7RZ2T8NQRA9O","Oregon",6,4,1,2,4,7,6,19,0,8,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,14,"action"
"R_2RUJi3qbjoRA8sZ","Oregon",4,4,3,2,5,10,6,22,2,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,12,"action"
"R_2S1r5EGxlrxTIgI","Oregon",7,1,6,1,6,13,3,13,5,6,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,14,"action"
"R_2s4uLcURuEjyHZc","Oregon",4,5,2,2,4,8,6,16,10,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,11,"inaction"
"R_2S9yqwnebj9RJPD","Toronto",7,4,1,3,3,7,2,16,15,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,"inaction"
"R_2SCdX31KqbByHaS","Oregon",4,4,4,0,5,9,5,21,4,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,7,"inaction"
"R_2sX671KtMQf6m0P","Oregon",4,1,2,2,3,7,8,23,2,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,13,"inaction"
"R_2Sxg4qbB9sYZBEt","Illinois",7,1,2,3,7,12,9,16,3,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,11,"action"
"R_2tatPBkfuE3rTTE","Toronto",5,5,2,1,8,11,7,14,3,5,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,11,"action"
"R_2TEI5H9bik2gTCI","Oregon",6,2,1,0,5,6,5,10,9,10,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,9,"action"
"R_2tLMYHhjTrQe6RF","Oregon",6,5,1,3,7,11,8,18,3,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,14,"inaction"
"R_2tmyDlnRoauUste","Wesleyan",6,2,3,2,5,10,9,20,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,17,"inaction"
"R_2TMZWaEFjJOhpWM","Oregon",5,5,2,2,3,7,4,22,5,2,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,11,"action"
"R_2tneGsGFat4am1e","Wesleyan",9,1,5,4,5,14,7,16,2,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,8,"action"
"R_2TRYCkYbCeRsbW0","Oregon",8,2,1,3,3,7,6,14,13,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,10,"action"
"R_2TTA8Nzpo7j8T00","Oregon",3,2,0,2,1,3,11,16,8,2,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,9,"inaction"
"R_2Ttm3bzdfFnLkS9","Toronto",8,1,4,1,5,10,8,19,3,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,13,"inaction"
"R_2TXGP4C8jtEwMgQ","Oregon",7,1,2,3,5,10,4,13,13,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,8,"action"
"R_2U4qPu5wWVUfh7m","Toronto",9,2,0,2,7,9,10,15,5,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,7,"inaction"
"R_2U6oX8eZwmzPX63","Toronto",4,4,2,0,4,6,6,13,10,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,"action"
"R_2uqbG1TOtocbDAh","Illinois",6,4,1,3,2,6,7,25,2,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,13,"inaction"
"R_2uqWlNyH0DRm35M","Wesleyan",7,1,3,2,6,11,5,21,2,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,16,"action"
"R_2us63L5FDFPKInS","Illinois",4,1,2,4,4,10,12,12,6,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,8,"inaction"
"R_2uwE1sqUKrm41AH","Wesleyan",6,2,2,4,4,10,6,20,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,5,"inaction"
"R_2uxFwmdFmICuBBj","Toronto",3,4,3,0,2,5,5,8,6,16,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,8,"action"
"R_2V4nBt71W1Rjm5l","Oregon",4,4,3,2,3,8,9,15,8,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,14,"inaction"
"R_2v6oJfoOooxAAgR","Oregon",4,2,2,2,3,7,7,15,11,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,6,"inaction"
"R_2VqKYQxBKlLa3OH","Toronto",6,4,2,0,5,7,7,19,0,7,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,8,"inaction"
"R_2Vs9ePN2mTOPKCP","Wesleyan",2,7,0,6,5,11,9,13,5,2,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,15,"inaction"
"R_2wAj6nyZxkxcwh7","Oregon",5,5,1,2,3,6,8,17,7,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,11,"action"
"R_2WIFzZ903urgb9A","Toronto",5,4,2,2,5,9,6,19,4,2,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,10,"action"
"R_2wMKBYHQDz5PUtw","Wesleyan",8,3,2,0,4,6,7,18,9,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,12,"action"
"R_2wnwIjcrTM6SYSd","Oregon",6,1,2,7,4,13,5,20,2,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,14,"action"
"R_2wouJ0yWv4GpFyt","Illinois",7,1,5,2,4,11,7,18,4,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9,"action"
"R_2WZI8VDgvxj1Q7u","Wesleyan",2,3,1,1,2,4,12,19,5,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,10,"action"
"R_2XalmzFBqV48F9C","Oregon",4,1,3,4,6,13,6,13,7,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,6,"inaction"
"R_2xEPYpYi8RDdHBw","Oregon",3,2,1,4,5,10,5,20,5,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,14,"inaction"
"R_2xPie7dUIyfogVI","Oregon",5,2,2,2,4,8,6,22,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,7,"inaction"
"R_2xVP2RTx9q9mX1Z","Toronto",4,5,3,2,4,9,4,14,5,8,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,8,"action"
"R_2xXjksvCkRfcG91","Oregon",5,5,2,3,0,5,8,21,1,5,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,13,"inaction"
"R_2xxtUOqrJpB7v82","Wesleyan",5,6,1,2,3,6,7,22,3,2,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,14,"action"
"R_2y17tSImcTk2gIf","Wesleyan",6,3,1,3,3,7,7,19,7,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,11,"inaction"
"R_2y3l40BrJ5hjLgA","Toronto",9,9,0,1,9,10,7,13,6,4,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,8,"action"
"R_2Y3sHjsBd02Zplr","Oregon",5,3,0,0,9,9,7,19,5,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,15,"inaction"
"R_2YD0RQVz3sADOg9","Toronto",4,6,1,3,7,11,9,14,3,3,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,10,"action"
"R_2YDmVPoyxEQsdG9","Oregon",5,3,2,2,7,11,8,13,8,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,12,"inaction"
"R_2YEyzg64Zg1DaYg","Oregon",1,5,0,3,7,10,7,20,3,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,7,"action"
"R_2yjD5pxNydU9vZL","Oregon",8,1,1,5,3,9,5,20,6,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,13,"inaction"
"R_2ykZDUXgoyoUDNw","Illinois",5,3,1,0,2,3,7,12,18,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,9,"inaction"
"R_2YlkwfMpxrBExC6","Wesleyan",3,4,2,5,6,13,10,15,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,13,"action"
"R_2ylWgK4hTqkZFl3","Illinois",6,2,0,3,6,9,8,14,9,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,14,"action"
"R_2YVYSsgs0PIoTtZ","Oregon",5,2,3,2,3,8,6,23,1,2,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,11,"action"
"R_2YVZBRwjPTBdI2W","Toronto",7,3,2,2,7,11,8,17,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,8,"action"
"R_2zAbREzvIe1LKhp","Illinois",9,2,1,4,5,10,9,18,3,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,8,"inaction"
"R_2zbYp8j4cSJy12O","Illinois",5,5,3,4,5,12,7,19,2,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,17,"action"
"R_2zc4zzA7aMUdHbD","Toronto",5,5,2,4,3,9,7,17,7,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,7,"action"
"R_2zey9nf8csH2TOe","Wesleyan",5,5,1,3,6,10,9,19,2,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16,"inaction"
"R_2zH2eju593PHZpO","Oregon",8,2,3,1,3,7,7,15,7,4,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,8,"inaction"
"R_2zOcbThyVhby5yi","Oregon",8,2,2,1,5,8,7,19,6,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,8,"inaction"
"R_2ZP641nWzfNAuZJ","Illinois",3,2,1,5,4,10,7,20,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,"action"
"R_2ZPK0BP42uffYfL","Toronto",5,5,0,4,9,13,6,20,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,12,"action"
"R_2ZTvQVYyMrzpvoB","Wesleyan",4,2,3,2,5,10,8,19,3,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,15,"inaction"
"R_2ZWXnlp0NCm9pxw","Oregon",5,2,1,0,4,5,9,23,2,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,14,"inaction"
"R_3017CezDYpHqyna","Toronto",5,5,2,1,4,7,5,11,9,8,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,6,"action"
"R_302ewNgEEdwf8ig","Oregon",8,1,2,5,2,9,10,20,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,8,"inaction"
"R_302wZDgFk91DBHd","Oregon",4,4,2,1,4,7,7,16,10,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,"inaction"
"R_30krLJV3FgRuG2f","Oregon",7,9,2,2,6,10,4,15,11,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,11,"action"
"R_31ct4FAQK1JpWaw","Wesleyan",3,6,4,4,4,12,6,17,5,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,13,"inaction"
"R_31mi3qeE9SGDUv1","Toronto",2,1,2,3,5,10,8,17,4,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,8,"inaction"
"R_322NS9eae2dwzHR","Oregon",7,1,3,0,5,8,7,20,5,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,11,"action"
"R_32PmZM6tn14xNXL","Oregon",3,5,1,1,4,6,8,21,2,3,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,10,"inaction"
"R_32RDCbOYqs8wKVM","Illinois",5,5,1,5,5,11,9,17,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,"inaction"
"R_3312ssIF5LywKmu","Oregon",1,8,1,5,3,9,10,16,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,"inaction"
"R_33C6vnxz1qKeWjb","Toronto",9,1,2,4,6,12,6,20,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,10,"action"
"R_33dMAcnkuuXG9Vc","Toronto",5,1,4,1,7,12,8,13,5,2,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,7,"action"
"R_33swfWl1GvoEejG","Toronto",6,1,0,4,3,7,3,17,4,9,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,13,"action"
"R_33w0fhIdmHrA8df","Toronto",7,2,1,2,8,11,14,13,2,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,12,"action"
"R_38dgF8FiSVWajT3","Oregon",2,1,3,4,5,12,8,17,3,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,13,"action"
"R_3916TERXIdD0Slj","Wesleyan",4,2,2,3,7,12,8,17,3,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,11,"inaction"
"R_3CCR9hZtPVwPJE8","Wesleyan",5,5,4,6,6,16,3,20,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,16,"action"
"R_3dEQ1gTDJZAyGLm","Toronto",2,5,0,0,4,4,7,10,12,7,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,"inaction"
"R_3DijqJM1hch9A5H","Oregon",5,6,4,0,5,9,10,19,2,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,13,"inaction"
"R_3DopbHmNyLlczoh","Oregon",4,4,1,1,3,5,4,20,11,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,8,"inaction"
"R_3Dp70Qs4DxBZWe4","Illinois",1,5,0,4,4,8,7,19,6,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,9,"inaction"
"R_3dZljAxFlH3kzAE","Oregon",8,1,1,1,6,8,10,19,3,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,10,"inaction"
"R_3EtkSfNOD275q8z","Oregon",8,5,0,1,12,13,4,13,9,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,12,"action"
"R_3eylh7xYNHVSiOr","Wesleyan",5,2,2,1,4,7,7,25,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,13,"inaction"
"R_3f8ZdZ3ztdp20YF","Wesleyan",1,8,2,0,5,7,9,17,7,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,13,"inaction"
"R_3fB5jOwwjgBJzy0","Illinois",5,6,3,1,3,7,6,25,2,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,15,"inaction"
"R_3Fc4pDmY9N5W0zT","Illinois",4,4,4,4,5,13,5,19,1,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,7,"action"
"R_3fdhXoP0Ln2BjCo","Wesleyan",5,1,0,3,5,8,6,23,3,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,15,"inaction"
"R_3femJYBfVbe93MY","Oregon",5,5,2,3,6,11,8,13,2,6,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,9,"inaction"
"R_3FKAz4Ui76UwN8U","Oregon",6,4,0,6,5,11,10,17,2,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,13,"inaction"
"R_3fQ0mAxkCnh4Ups","Wesleyan",4,5,2,2,2,6,9,16,4,5,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,11,"inaction"
"R_3fT4tE5YshZ6tuj","Toronto",3,6,2,0,6,8,6,16,2,8,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,11,"inaction"
"R_3FX2BTTHWeA8b4F","Toronto",7,4,2,1,4,7,6,11,14,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,9,"action"
"R_3GqXG5ZtA55ovXS","Oregon",8,1,0,3,4,7,11,21,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,14,"inaction"
"R_3h44HijHtIbV6tb","Oregon",5,1,1,3,6,10,7,18,5,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,11,"inaction"
"R_3haRsWsGohMlpNI","Oregon",5,3,1,2,6,9,7,22,2,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,10,"action"
"R_3hbbhaJbf4Bb2IW","Illinois",2,7,1,2,4,7,7,14,12,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,7,"inaction"
"R_3hgBrTrwNFghRmM","Oregon",2,4,1,0,8,9,4,16,10,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,6,"inaction"
"R_3HGojWiUZ4aekw5","Wesleyan",6,2,0,0,6,6,7,19,8,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,17,"action"
"R_3HuzlKQBqEZxhTY","Wesleyan",4,2,2,1,5,8,9,20,1,2,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,9,"inaction"
"R_3I5buNs8aSuE0a3","Oregon",7,1,0,0,3,3,4,21,12,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,14,"inaction"
"R_3I74kLW8xsz5jy1","Wesleyan",5,2,2,2,5,9,9,15,0,7,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,13,"inaction"
