"ResponseId","Location","HAPPY","ANGRY","GENERAL ACTION","SPECIFIC ACTION","ACTION","SUM of ACTIONs","INACTION","NEUTRAL","Not FOUND","Blank","SAT1","SAT2","SAT3","SAT4","SAT5","SAT6","SAT7","SAT8","SAT9","SAT10","SAT11","SAT12","SAT13","SAT14","SAT15","SAT16","SAT17","SAT18","SAT19","SAT20","SAT21","SATTotal","Condition"
"R_3iI6kTzSTbC2Ez1","Wesleyan",6,1,1,2,4,7,7,20,5,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,9,"inaction"
"R_3iW2v6aEVJbtkfv","Wesleyan",5,1,1,2,6,9,6,25,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,17,"inaction"
"R_3iwombyRuSiYUza","Wesleyan",9,1,0,3,5,8,6,24,2,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,17,"action"
"R_3J5h6oDSBs3egu1","Wesleyan",2,2,1,2,4,7,8,16,6,3,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,12,"inaction"
"R_3jcHGe50oQ9o7qM","Toronto",1,8,2,1,8,11,8,13,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,6,"inaction"
"R_3JemJzA05wUtNr0","Toronto",7,1,0,0,4,4,4,9,0,23,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,8,"inaction"
"R_3JfTRDEuY2S7hm1","Wesleyan",4,6,1,2,2,5,7,22,6,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,12,"inaction"
"R_3JKnOWAEx7x9FaA","Oregon",3,4,1,1,1,3,4,17,12,4,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,9,"inaction"
"R_3JKqd8nOHhY5ZiK","Toronto",8,1,1,2,1,4,6,11,8,11,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,10,"inaction"
"R_3jSu23tDt1IjORL","Toronto",3,3,0,1,2,3,4,9,3,21,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,"inaction"
"R_3jVb4FIrpz9EeKm","Oregon",4,3,2,1,10,13,6,20,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,13,"action"
"R_3kaK86D7E3Iff7e","Oregon",9,1,3,2,2,7,4,24,3,2,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,14,"action"
"R_3kGJdF74ESsqtIo","Illinois",5,5,1,1,4,6,4,24,6,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,9,"inaction"
"R_3KHlP21vjMmIyqy","Wesleyan",7,2,1,3,5,9,7,24,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,17,"inaction"
"R_3koL0n2NpUlbZJV","Illinois",5,1,1,3,4,8,7,13,7,5,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,16,"inaction"
"R_3KVdrgzkm3UCw6F","Toronto",4,3,2,3,4,9,5,17,8,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,11,"inaction"
"R_3kyXVJ9FquzWl9N","Illinois",4,3,1,2,7,10,6,14,10,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,8,"inaction"
"R_3lRgLkC6WoaPaj9","Toronto",6,3,1,0,2,3,6,14,8,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,6,"inaction"
"R_3M4KlfGTinT0hmj","Illinois",3,4,1,3,9,13,6,16,5,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,11,"action"
"R_3mftyksXPB8qlfu","Toronto",5,1,0,1,4,5,6,19,10,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,"inaction"
"R_3MnTjDpdqi3aYCM","Wesleyan",6,2,1,4,3,8,6,21,5,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,18,"inaction"
"R_3MQYljcIDDRZ2xT","Oregon",4,5,2,2,4,8,7,19,6,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,16,"inaction"
"R_3n6HLVZyqODn5rc","Wesleyan",3,4,2,4,9,15,10,13,2,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,13,"action"
"R_3nizq9yfmi1h7mn","Oregon",3,2,2,3,4,9,8,18,3,2,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,13,"inaction"
"R_3NKgKLRbR83nhgV","Toronto",6,1,2,2,5,9,6,21,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,6,"action"
"R_3nNwgECcCK0pzSm","Oregon",6,2,1,2,5,8,6,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,"action"
"R_3nPqrm9HFiZw75g","Wesleyan",1,7,3,0,5,8,9,19,4,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,15,"inaction"
"R_3NysYhtLZCblABN","Oregon",2,2,2,3,4,9,6,21,2,2,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,15,"action"
"R_3OcQXmTSJLWUwuu","Illinois",7,2,5,2,4,11,9,18,2,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,15,"inaction"
"R_3OfeGww2JFTRjVf","Oregon",8,1,3,0,4,7,4,22,7,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,9,"inaction"
"R_3Ol7vOmNtlwBZPm","Oregon",7,1,0,2,4,6,7,20,7,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,"inaction"
"R_3oRxyzGQ4ERpmLO","Toronto",5,1,2,1,7,10,5,14,10,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,11,"inaction"
"R_3oXbpnl3tR3qXOd","Oregon",4,3,1,1,0,2,7,16,15,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,6,"inaction"
"R_3oYHqngziB3nSq1","Wesleyan",6,1,1,2,1,4,6,20,2,8,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,11,"inaction"
"R_3P7FWokM4zra9zJ","Illinois",7,4,2,6,5,13,4,15,8,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,15,"inaction"
"R_3Pc74SeZu4fYBhm","Wesleyan",7,1,2,2,3,7,8,17,4,4,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6,"inaction"
"R_3PGMBQW66FMs4KY","Oregon",6,1,2,4,6,12,8,14,6,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,11,"inaction"
"R_3ph7l5jXXoyOVg1","Toronto",7,3,4,2,5,11,6,18,2,3,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,12,"inaction"
"R_3PI6ExxNmXwlUKl","Oregon",6,1,3,4,4,11,8,15,6,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,9,"inaction"
"R_3pmU3gSqjyevvac","Toronto",5,3,1,0,4,5,9,16,7,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,"inaction"
"R_3PmYwFkaXqznnJ9","Oregon",7,3,3,2,3,8,5,20,7,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,13,"action"
"R_3Pq0inWfNgOIyBb","Toronto",6,6,1,1,1,3,6,12,13,6,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,16,"inaction"
"R_3q9lulw5sJzSEpJ","Toronto",5,1,1,2,5,8,10,15,3,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5,"inaction"
"R_3q9yX9sV2cptBFK","Toronto",4,2,1,3,7,11,6,11,1,11,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,8,"action"
"R_3qaImMAjd9J9jXX","Oregon",3,6,1,1,5,7,6,23,4,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,12,"action"
"R_3qBUAWNWuf2Ixur","Toronto",4,2,1,0,2,3,5,17,5,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,"inaction"
"R_3QGBdCPYKLKLVdo","Oregon",4,1,1,0,8,9,6,17,8,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,9,"action"
"R_3QGi9LxjbXZN86f","Wesleyan",2,6,4,5,2,11,8,21,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,12,"action"
"R_3qgRaBIN3GHb2YF","Oregon",4,5,2,3,5,10,8,17,5,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,12,"inaction"
"R_3qmQigJQV7dC0Ov","Oregon",6,1,2,4,5,11,5,19,5,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,15,"action"
"R_3qPvTqztnKWYvyh","Oregon",4,4,1,2,4,7,6,15,11,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,8,"inaction"
"R_3qrHKgf218tbj9S","Wesleyan",5,3,3,1,6,10,7,22,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,13,"action"
"R_3qUyGGo7H69Bn37","Illinois",7,2,2,2,4,8,8,22,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,6,"inaction"
"R_3qxoEdjIC2xC8tm","Toronto",5,5,2,2,7,11,7,11,1,10,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,11,"action"
"R_3Ra9F1bJhnoRtC4","Toronto",7,3,1,2,3,6,8,5,2,19,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,11,"inaction"
"R_3RdXqd9gQ4PW35g","Toronto",1,1,0,1,3,4,4,14,6,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,4,"action"
"R_3rIZ0t1DNQbqUts","Toronto",6,6,1,3,4,8,5,24,3,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,9,"action"
"R_3rIZzjEOoZEQYcP","Oregon",6,4,1,1,5,7,6,14,13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,6,"action"
"R_3rOjPyhrYBzY3e2","Wesleyan",5,1,3,3,4,10,7,21,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,5,"inaction"
"R_3s6L3JatLt7h35T","Oregon",5,5,2,1,3,6,3,14,2,15,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,10,"inaction"
"R_3sc8OZffFwHPAQC","Wesleyan",2,5,3,1,6,10,9,18,3,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,18,"inaction"
"R_4OpuyJbYFzFNkl3","Oregon",8,7,1,0,5,6,7,25,2,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,14,"action"
"R_4SIaix3DAjFKljz","Wesleyan",4,3,1,2,2,5,6,17,12,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,14,"action"
"R_4VH4gY6HyNo1zH3","Illinois",5,1,3,3,5,11,7,19,3,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,12,"action"
"R_54JeXGK5cz2R7nb","Toronto",5,2,1,4,3,8,12,19,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,18,"inaction"
"R_55Rna5vGlYpsRgJ","Oregon",3,6,3,3,6,12,6,15,7,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,14,"action"
"R_57lx149VYJcfeRr","Toronto",5,2,0,3,1,4,7,19,6,4,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,12,"action"
"R_5gvBTx0gLe23yw1","Toronto",7,2,3,0,8,11,7,17,3,2,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,14,"action"
"R_5hcwaVk1nGZ9FK1","Wesleyan",1,5,2,2,5,9,5,18,7,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,11,"action"
"R_5yWHRcliajd0I2R","Oregon",6,2,1,2,2,5,8,12,13,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,12,"action"
"R_5z5jr7kT2Z1Q1TH","Illinois",5,3,2,1,7,10,10,19,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,13,"inaction"
"R_6gHgpVp3CrsuK4N","Oregon",5,5,1,1,2,4,5,13,18,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,6,"inaction"
"R_6iejLocxW5GZM1X","Illinois",6,2,2,2,3,7,9,21,3,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,10,"action"
"R_6MvSKhOtxj8QjrX","Oregon",3,3,2,1,5,8,5,22,5,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,9,"action"
"R_6rsvUqgDWkqEOrv","Oregon",7,1,2,4,6,12,4,21,3,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,13,"action"
"R_6WE0zzxMgFBPyxP","Toronto",5,5,0,1,5,6,8,14,2,10,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,9,"inaction"
"R_72mNntCnhwWBDLr","Wesleyan",6,3,2,2,4,8,9,18,3,2,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,14,"inaction"
"R_7NyKnSGr8T8PdLP","Oregon",4,2,2,5,6,13,4,23,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,9,"inaction"
"R_7OFy8VrCE8RtrmF","Wesleyan",3,1,2,2,5,9,6,23,2,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,15,"action"
"R_7QiA41zs7zoBYDT","Oregon",2,6,1,1,7,9,8,16,7,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6,"action"
"R_7UNnHzwueuJlYmB","Oregon",7,3,0,0,6,6,4,21,7,2,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,8,"inaction"
"R_8BuF8B8PHUlgRqx","Illinois",6,1,1,2,7,10,9,17,4,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,16,"action"
"R_8DfLhqR1IRDWVsB","Oregon",7,1,1,3,8,12,8,17,3,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,13,"action"
"R_8wByfKrQZdm9S7f","Wesleyan",4,2,2,3,6,11,6,17,3,3,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,"action"
"R_9NTDUWpWfDTMitP","Toronto",5,5,1,3,5,9,4,22,3,2,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,11,"action"
"R_9SwT9ThA2NeaGE9","Oregon",7,2,2,7,4,13,0,18,9,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,10,"inaction"
"R_9Tt6W4XvRFEfCBr","Oregon",2,5,1,2,3,6,7,16,3,8,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,11,"inaction"
"R_9zcc6jEHLvNumel","Oregon",4,1,0,1,2,3,7,19,11,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,9,"action"
"R_abjvkfi2zcckHpT","Oregon",6,2,0,1,7,8,9,17,6,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,16,"inaction"
"R_AjtOXbty3GqXEL7","Oregon",5,5,1,1,5,7,5,17,3,8,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,"action"
"R_AKSqV4NB0It4uWt","Illinois",5,5,0,2,4,6,9,11,14,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,6,"inaction"
"R_aWfIhmCiX9JDuaR","Illinois",3,3,0,1,6,7,8,21,4,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,13,"inaction"
"R_b48YjuXAmzcfr69","Oregon",2,6,2,1,3,6,8,21,5,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,14,"inaction"
"R_BJHKucg9Kh6QTQZ","Toronto",6,4,2,5,6,13,3,21,3,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,12,"inaction"
"R_BKveqIHEpATo5jP","Toronto",7,2,0,2,4,6,3,9,9,13,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,13,"inaction"
"R_bQ7bwMbD7QI9Sy5","Illinois",7,4,3,4,6,13,7,19,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,15,"action"
"R_byp0gOzDajkuwwx","Oregon",8,1,1,2,8,11,4,24,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,11,"action"
"R_C7EEPT5KteifoIx","Toronto",5,5,0,1,2,3,6,16,4,11,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,"inaction"
"R_cHHQ3ThsQRNPbu9","Toronto",6,2,2,1,3,6,5,22,4,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,7,"action"
"R_CjYU68PtTGcYdtT","Toronto",5,4,1,1,1,3,5,11,3,18,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,"inaction"
"R_CmlS3yg0UGMUAMx","Oregon",9,1,1,1,4,6,4,17,13,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,6,"action"
"R_cSFaPfx8WVo6N7H","Wesleyan",4,1,2,2,6,10,4,17,4,5,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,10,"inaction"
"R_cvyV38HDcodBCU1","Toronto",8,1,1,1,6,8,9,17,0,6,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,6,"inaction"
"R_d5X1whmnAM4hL9L","Toronto",1,1,0,1,5,6,7,12,3,12,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,7,"inaction"
"R_ddl43kI1EQ3LOo1","Toronto",5,5,2,1,4,7,8,13,4,8,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,7,"inaction"
"R_DdS1Tl7euZQwyQh","Illinois",1,1,1,3,5,9,6,21,2,2,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,12,"action"
"R_DeGMbZzusuzvUFb","Oregon",4,1,1,1,6,8,8,14,10,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,9,"inaction"
"R_DiTxLPVNMSQhAOJ","Oregon",6,7,4,7,4,15,9,16,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,12,"inaction"
"R_DjBrTDmlKcQmyMp","Toronto",5,6,0,1,5,6,7,12,15,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,8,"inaction"
"R_DTQGwRNBOcz8OFH","Illinois",7,2,4,3,5,12,10,17,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,11,"inaction"
"R_DtSmdG6uMSpuyop","Wesleyan",7,4,3,0,8,11,8,20,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,15,"action"
"R_eEXakbNKrt2Bw77","Wesleyan",6,2,1,3,5,9,7,20,4,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,11,"action"
"R_eeY4SML5ZDH74g9","Oregon",7,2,4,2,6,12,5,19,3,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,10,"action"
"R_eIELKlbd6KAcJep","Toronto",1,5,6,3,3,12,9,13,3,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7,"inaction"
"R_eQCf8m4FU30v4Wd","Toronto",9,1,2,2,4,8,7,16,4,5,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,11,"action"
"R_O83LLy9gMN9JYOZ","Oregon",4,1,1,1,7,9,7,18,6,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,9,"inaction"
"R_ODmCSNNK5Togf73","Oregon",6,3,1,3,5,9,7,21,3,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,14,"inaction"
"R_OeOz4CZECRMqJHz","Toronto",7,5,3,3,4,10,3,16,6,5,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,15,"action"
"R_OJe2j8PBk2knuBr","Toronto",5,1,0,2,4,6,4,12,5,13,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,"action"
"R_Om7XzBHiKkb20rD","Oregon",4,5,2,1,5,8,8,19,5,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,8,"action"
"R_OpxnPVPjbYdfKPD","Illinois",4,3,1,4,7,12,8,14,6,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,8,"inaction"
"R_oXcZqg6OCdw8Zfr","Toronto",1,8,3,3,5,11,7,11,5,6,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,11,"action"
"R_p5jnoYuF33zjUB3","Toronto",5,1,1,1,5,7,3,16,3,11,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,13,"action"
"R_pFC8WDfDmwqzOJr","Oregon",7,2,3,0,5,8,7,13,6,6,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,8,"action"
"R_pG9PdKxjrAXwURH","Toronto",5,5,2,0,7,9,7,18,6,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,8,"action"
"R_pGDqf54SFAKDGOB","Oregon",2,2,0,3,3,6,9,18,3,4,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,11,"inaction"
"R_pGjR47STtVBw2KR","Illinois",4,3,2,2,6,10,9,18,3,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,14,"action"
"R_picMJe07VEVSBl7","Toronto",5,NA,3,3,5,11,9,18,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,11,"action"
"R_pKlvMlJR38MlNAZ","Illinois",5,2,1,4,5,10,6,17,1,6,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,17,"action"
"R_poYpbSKN1scNNW9","Oregon",5,5,1,7,5,13,5,19,3,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,9,"action"
"R_pSfHR26wmphTgCB","Oregon",4,5,1,4,5,10,9,17,4,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,12,"inaction"
"R_Qc70mPih9ZWM9sB","Oregon",2,6,0,1,4,5,9,14,9,3,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6,"action"
"R_qC7ML40JeTp0wFP","Oregon",6,4,1,4,6,11,12,16,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,16,"action"
"R_qQ4cSgL3UZ743FD","Illinois",6,2,2,3,5,10,8,19,3,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,13,"inaction"
"R_qXdOooGGC6NpDnr","Toronto",5,5,0,2,6,8,6,10,12,4,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,9,"action"
"R_r0kRizHmfTfquZj","Oregon",5,3,2,2,6,10,7,17,6,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,15,"action"
"R_r3D9NYuh1LKJXRT","Illinois",3,5,2,2,7,11,6,16,7,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,10,"inaction"
"R_RgZlLBt2Eo9I2gV","Oregon",2,3,0,4,4,8,9,19,4,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,9,"action"
"R_rkVHwSqks3gNuw1","Wesleyan",3,1,1,1,5,7,8,21,4,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,16,"inaction"
"R_RRkyPb9DaEJgwqR","Oregon",4,2,1,3,5,9,10,17,2,2,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,12,"action"
"R_sLlpC3U4mJtI87L","Oregon",4,4,2,1,3,6,8,18,7,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,7,"inaction"
"R_smMQcMyi4zN0LRf","Wesleyan",8,2,2,3,8,13,7,19,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,13,"inaction"
"R_sOs4467w73LXiHD","Wesleyan",4,4,1,1,6,8,6,18,6,2,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,10,"inaction"
"R_tQh5vNFfdDK0jSN","Toronto",4,7,2,2,2,6,8,13,3,10,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,10,"inaction"
"R_tS8xrK5Jp2WpxD3","Wesleyan",7,3,2,1,7,10,6,23,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,13,"action"
"R_TufV0xd3yPsL1Xr","Toronto",3,3,0,2,6,8,8,13,3,8,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,8,"action"
"R_TurNl90o8rB1FQJ","Toronto",6,5,1,1,0,2,7,9,22,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,9,"inaction"
"R_u1xyjLXV8GERfwZ","Toronto",3,6,2,1,6,9,8,12,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"action"
