"Site","ID","ID2","gender","child_parent","age","age_.year","age_.month","age_.days","age_days","age_months","snake_experience","fear_snake","zoo","protocol","target_stimulus","order","stimulus_1","stimulus_2","stimulus_3","stimulus_4","stimulus_5","stimulus_6","stimulus_7","stimulus_8","stimulus_9","stimulus_10","stimulus_11","stimulus_12","stimulus_13","stimulus_14","stimulus_15","stimulus_16","stimulus_17","stimulus_18","stimulus_19","stimulus_20","stimulus_21","stimulus_22","stimulus_23","stimulus_24","RT.correct","number_errors"
"NI","RP317RFS  ","2RP317RFS   ","female","parent","37y-9m-27d   ",37,9,27,13815.1875,453.887063655031,"no","no",NA,"RP","other",3,1.389,14.991,2.98,5.289,1.747,4.446,2.559,2.121,2.106,1.263,8.517,3.791,3.135,3.027,1.716,1.763,2.543,1.638,3.479,0.374,2.715,1.981,2.199,4.072,3.327,1
"NI","RP319DFS  ","2RP319DFS   ","female","child","2y-7m-7d     ",2,7,7,950.5625,31.2299794661191,"no","no",2,"RP","other",3,3.76,4.041,3.307,4.633,9.968,2.652,5.538,3.884,9.423,6.318,3.853,2.886,5.351,3.744,2.808,3.385,4.509,9.766,3.869,2.871,4.384,3.323,4.68,2.48,4.643,17
"NI","RP319RFS  ","2RP319RFS   ","female","parent","28y-10m-16d  ",28,10,16,10547.375,346.525667351129,"no","no",NA,"RP","other",3,1.856,1.997,2.481,2.059,2.247,1.997,1.186,2.543,1.638,2.138,1.28,2.512,1.17,1.326,1.295,1.749,1.341,1.934,2.106,1.248,1.794,0.951,0.967,1.856,1.736,0
"NI","RP331DSF  ","2RP331DSF   ","female","child","3y-10m-5d    ",3,10,5,1405.125,46.1642710472279,"no","no",1,"RP","snake",4,4.134,6.443,5.117,6.318,2.808,5.803,3.884,1.935,4.134,1.966,3.214,1.404,7.035,3.447,7.02,1.669,2.527,7.02,2.933,4.946,3.12,8.486,3.385,2.652,4.225,0
"NI","RP331RSF  ","2RP331RSF   ","male","parent","38y-2m-23d   ",38,2,23,13963.375,458.755646817248,"yes","no",NA,"RP","snake",4,1.357,1.388,2.121,1.311,1.95,1.311,1.107,1.607,3.463,1.045,0.795,1.03,2.2,2.231,1.388,1.217,1.186,1.045,1.326,1.966,3.588,2.933,1.607,1.185,1.682,0
"NI","RP333DFS  ","2RP333DFS   ","female","child","3y-1m-5d     ",3,1,5,1131.1875,37.1642710472279,"no","unknown",2,"RP","other",3,1.981,5.007,1.669,3.463,2.434,1.778,2.09,2.34,2.23,3.869,1.872,5.631,1.591,2.839,3.276,4.15,5.819,1.762,2.262,6.52,2.792,3.432,7.379,2.06,3.26,0
"NI","RP333RFS  ","2RP333RFS   ","female","parent","36y-10m-27d  ",36,10,27,13480.375,442.887063655031,"yes","no",NA,"RP","other",3,1.653,2.387,3.058,5.632,0.952,1.186,4.322,1.592,1.7,2.075,1.825,0.998,0.905,2.465,1.389,1.217,1.498,1.092,5.709,1.217,0.982,1.03,1.248,1.076,1.967,0
"NI","RP334DSF  ","2RP334DSF   ","female","child","3y-5m-10d    ",3,5,10,1257.9375,41.3285420944559,"no","yes",2,"RP","snake",4,3.261,2.917,4.805,3.104,3.51,2.855,5.007,1.358,3.338,1.669,2.668,2.496,2.418,1.825,1.404,3.323,1.81,1.248,5.163,2.792,2.106,1.451,4.088,2.246,2.786,2
"NI","RP334RSF  ","2RP334RSF   ","female","parent","40y-2m-30d   ",40,2,30,14700.875,482.985626283368,"no","yes",NA,"RP","snake",4,2.745,2.387,1.966,2.714,1.919,2.714,0.375,2.309,1.482,4.462,0.421,1.935,2.684,1.95,1.716,2.34,2.138,2.106,0.999,2.293,1.201,2.121,3.588,1.388,2.081,2
"NI","RP335DSF  ","2RP335DSF   ","female","child","3y-0m-23d    ",3,0,23,1118.75,36.7556468172485,"no","unknown",1,"RP","snake",4,4.165,3.136,2.2,1.965,1.732,2.902,2.886,3.479,3.682,3.666,3.011,2.465,3.759,5.055,2.511,2.434,3.26,2.59,2.262,3.681,2.73,3.432,2.34,2.262,2.984,0
"NI","RP335RSF  ","2RP335RSF   ","female","parent","39y-6m-9d    ",39,6,9,14436.375,474.29568788501,"no","no",NA,"RP","snake",4,0.873,0.952,2.465,0.983,0.92,0.889,1.03,0.936,1.638,0.951,1.248,1.076,0.998,1.606,0.967,1.311,0.999,0.873,0.874,1.326,1.139,1.248,1.248,0.92,1.145,0
"NI","RP550DSF  ","2RP550DSF   ","female","child","3y-8m-29d    ",3,8,29,1368.25,44.952772073922,"no","yes",2,"RP","snake",4,2.277,4.306,1.716,4.025,2.246,2.012,1.56,2.153,1.654,1.592,2.371,2.777,4.945,3.323,3.931,1.888,2.559,2.122,2.995,1.529,2.496,1.497,2.465,4.088,2.605,1
"NI","RP550RSF  ","2RP550RSF   ","female","parent","44y-10m-25d  ",44,10,25,16400.375,538.82135523614,"no","yes",NA,"RP","snake",4,2.278,2.886,2.855,3.369,2.403,1.03,0.983,3.9,1.466,3.245,3.214,1.592,1.326,1.342,1.513,1.887,1.295,1.295,2.294,0.983,2.09,1.108,1.357,1.092,1.95,0
"NI","RP551DSF  ","2RP551DSF   ","male","child","3y-8m-11d    ",3,8,11,1350.25,44.3613963039014,"no","unknown",2,"RP","snake",4,4.992,19.219,20.701,8.096,5.678,11.06,7.691,22.089,9.641,5.491,4.93,8.705,9.672,34.383,9.297,6.724,6.927,12.854,6.287,7.426,6.661,38.703,10.374,8.362,11.915,0
"NI","RP551RSF  ","2RP551RSF   ","female","parent","35y-10m-23d  ",35,10,23,13111.125,430.755646817248,"no","yes",NA,"RP","snake",4,1.95,2.793,1.545,1.95,1.451,2.293,1.279,2.933,1.919,1.123,1.076,1.077,1.623,1.513,2.371,1.248,2.402,1.201,3.073,1.17,0.936,1.139,2.043,1.482,1.733,0
"NI","RP552DFS  ","2RP552DFS   ","female","child","3y-10m-16d   ",3,10,16,1416.125,46.5256673511294,"yes","yes",2,"RP","other",3,5.211,2.48,4.914,2.356,7.972,2.06,2.605,3.526,1.248,1.436,2.2,3.261,4.992,3.76,4.633,6.599,1.638,3.604,4.602,4.571,4.415,3.666,9.407,7.082,4.093,0
"NI","RP552RFS  ","2RP552RFS   ","female","parent","38y-1m-29d   ",38,1,29,13938.9375,457.952772073922,"yes","yes",NA,"RP","other",3,1.981,1.061,0.967,1.95,1.186,1.061,1.435,1.951,1.28,1.311,1.201,1.029,1.217,1.045,1.077,1.077,1.451,2.87,1.404,0.764,1.092,0.967,1.841,1.029,1.344,0
"NI","RP554DFS  ","2RP554DFS   ","male","child","3y-7m-21d    ",3,7,21,1329.8125,43.6899383983573,"no","unknown",1,"RP","other",3,0.063,3.916,8.361,3.198,6.802,7.051,5.382,1.732,5.647,4.087,13.837,4.322,3.791,4.009,3.213,2.043,2.543,2.48,5.241,1.841,4.851,1.732,3.542,6.099,4.408,1
"NI","RP554RFS  ","2RP554RFS   ","female","parent","38y-5m-3d    ",38,5,3,14034.6875,461.098562628337,"no","yes",NA,"RP","other",3,2.777,1.17,2.449,1.607,1.139,2.106,2.044,1.31,2.371,1.56,1.373,2.215,1.014,1.279,1.28,1.95,1.139,1.045,2.293,0.983,0.858,1.685,1.716,1.404,1.615,0
"NI","RP555DFS  ","2RP555DFS   ","female","child","3y-10m-19d   ",3,10,19,1419.125,46.6242299794661,"no","unknown",1,"RP","other",3,2.964,2.355,6.131,6.989,2.34,3.556,3.869,4.555,5.07,2.792,10.468,2.512,16.505,4.743,2.511,2.558,4.961,1.919,3.307,2.605,3.915,4.368,5.694,7.628,4.763,0
"NI","RP555RFS  ","2RP555RFS   ","female","parent","33y-11m-21d  ",33,11,21,12409.0625,407.689938398357,"yes","no",NA,"RP","other",3,2.73,1.514,1.061,2.074,2.122,2.169,3.745,2.293,4.415,1.56,2.527,1.685,2.481,1.123,1.591,2.418,2.325,1.544,1.248,2.761,2.465,4.43,1.294,2.98,2.273,0
"NI","RP556DSF  ","2RP556DSF   ","female","child","3y-3m-1d     ",3,3,1,1188.0625,39.0328542094456,"no","unknown",2,"RP","snake",4,2.792,5.307,5.694,8.674,3.51,8.05,7.519,3.557,3.619,6.146,6.599,2.277,3.276,2.418,5.148,8.299,6.942,6.505,7.41,4.181,8.424,2.496,1.404,8.595,5.368,2
"NI","RP556RSF  ","2RP556RSF   ","male","parent","33y-5m-27d   ",33,5,27,12232.4375,401.887063655031,"no","no",NA,"RP","snake",4,1.981,2.512,1.248,1.357,1.638,3.51,1.935,1.107,1.201,1.872,2.231,1.279,1.248,1.56,1.263,1.436,1.202,1.045,1.404,1.56,3.915,1.216,2.371,1.155,1.719,0
"NI","RP557DSF  ","2RP557DSF   ","male","child","3y-6m-15d    ",3,6,15,1293.375,42.4928131416838,"yes","no",1,"RP","snake",4,4.633,2.122,3.416,8.783,3.339,4.727,2.309,2.948,4.696,4.383,6.458,2.247,2.418,3.495,4.165,1.996,2.324,1.981,10.936,3.385,3.011,5.21,6.13,1.388,4.021,0
"NI","RP557RSF  ","2RP557RSF   ","male","parent","36y-8m-9d    ",36,8,9,13401.5,440.29568788501,"yes","no",NA,"RP","snake",4,2.808,0.827,0.827,1.107,1.294,1.233,1.326,1.077,1.451,1.654,1.981,1.466,1.139,0.858,0.78,0.999,0.765,1.544,0.796,1.076,2.356,1.263,0.983,1.154,1.282,0
"NI","RP558DFS  ","2RP558DFS   ","female","child","3y-9m-12d    ",3,9,12,1381.6875,45.394250513347,"no","yes",1,"RP","other",3,6.193,4.93,2.667,4.087,2.715,2.839,3.931,2.839,4.633,1.264,5.865,1.622,2.839,6.24,3.994,4.571,5.632,3.37,3.479,2.169,3.869,1.872,4.821,3.166,3.734,0
"NI","RP558RFS  ","2RP558RFS   ","female","parent","39y-3m-23d   ",39,3,23,14359.0625,471.755646817248,"yes","no",NA,"RP","other",3,1.592,1.95,1.56,0.203,1.934,2.278,1.045,1.404,1.529,3.495,1.326,4.571,3.885,1.544,4.415,4.072,1.747,1.466,1.123,1.451,3.494,0.967,2.293,1.841,2.133,1
"NI","RP559DSF  ","2RP559DSF   ","female","child","3y-7m-26d    ",3,7,26,1334.8125,43.8542094455852,"no","unknown",1,"RP","snake",4,2.964,4.867,2.074,4.711,2.808,1.653,3.556,2.979,2.995,2.044,1.388,1.606,4.649,2.839,4.337,2.886,2.231,1.857,5.132,3.822,3.338,6.021,3.525,2.013,3.179,1
"NI","RP559RSF  ","2RP559RSF   ","male","parent","30y-7m-1d    ",30,7,1,11171.5625,367.032854209446,"no","yes",NA,"RP","snake",4,2.138,1.748,3.9,2.012,1.076,2.106,1.95,1.701,2.122,4.352,1.451,1.513,2.761,1.623,1.701,1.107,2.855,1.841,2.184,1.217,1.716,1.17,2.074,1.139,1.977,0
"NI","RP561DSF  ","2RP561DSF   ","female","child","3y-11m-29d   ",3,11,29,1459.5625,47.952772073922,"no","unknown",1,"RP","snake",4,3.276,4.96,6.927,4.415,2.824,1.857,1.389,2.512,1.763,2.62,2.824,2.449,2.558,5.163,2.137,2.2,4.976,3.088,2.137,2.964,1.81,1.981,3.775,3.354,3.082,0
"NI","RP561RSF  ","2RP561RSF   ","female","parent","40y-6m-7d    ",40,6,7,14799.625,486.229979466119,"no","yes",NA,"RP","snake",4,2.496,1.014,1.919,2.574,1.981,3.276,2.464,1.295,1.123,3.089,1.389,1.934,1.747,7.114,0.405,2.933,2.808,4.805,0.218,2.028,1.326,1.107,1.622,1.872,2.189,2
"NI","RP562DFS  ","2RP562DFS   ","female","child","3y-11m-16d   ",3,11,16,1446.5625,47.5256673511294,"no","no",1,"RP","other",3,6.49,5.148,22.401,8.533,12.636,4.212,4.056,2.122,6.754,2.512,3.213,2.121,1.935,5.944,3.526,1.607,2.059,4.384,3.588,4.414,2.855,6.13,3.073,2.356,5.086,0
"NI","RP562RFS  ","2RP562RFS   ","male","parent","33y-0m-8d    ",33,0,8,12061.25,396.262833675565,"yes","no",NA,"RP","other",3,4.867,2.824,1.372,1.529,2.497,2.558,1.03,2.48,2.059,2.34,2.155,1.997,2.324,2.995,3.885,1.684,2.73,2.152,1.654,2.824,3.057,2.886,2.216,2.699,2.451,0
"NI","RP563DSF  ","2RP563DSF   ","male","child","3y-11m-24d   ",3,11,24,1454.5625,47.788501026694,"no","unknown",1,"RP","snake",4,6.957,3.494,3.4,2.106,4.102,7.8,4.617,2.09,1.467,3.152,1.934,2.34,3.401,4.914,3.9,3.011,2.855,2.153,2.714,3.058,4.259,3.042,2.98,4.15,3.496,0
"NI","RP563RSF  ","2RP563RSF   ","male","parent","35y-0m-16d   ",35,0,16,12799.75,420.525667351129,"yes","no",NA,"RP","snake",4,1.981,0.624,4.165,0.218,3.978,0.359,2.715,3.307,4.82,0.562,1.341,1.154,3.463,1.591,2.013,0.484,1.185,2.48,2.013,3.666,3.932,2.824,3.666,2.246,2.283,5
"NI","RP565DSF  ","2RP565DSF   ","male","child","3y-2m-2d     ",3,2,2,1158.625,38.0657084188912,"no","unknown",2,"RP","other",3,4.773,4.789,2.496,4.181,2.808,6.021,1.56,2.293,3.26,4.29,3.354,3.759,3.807,3.229,3.12,4.087,3.385,4.181,2.386,3.744,2.075,4.587,3.916,2.871,3.54,4
"NI","RP565RSF  ","2RP565RSF   ","female","parent","35y-9m-18d   ",35,9,18,13075.6875,429.59137577002,"no","no",NA,"RP","other",3,1.763,1.077,1.107,1.061,2.34,1.451,1.872,0.842,1.264,1.794,1.185,1.685,1.17,1.014,1.623,0.826,1.7,1.357,1.388,1.311,1.592,1.826,2.231,1.123,1.442,0
"NI","RP600DSF  ","2RP600DSF   ","male","child","3y-8m-18d    ",3,8,18,1357.25,44.5913757700205,"yes","no",1,"RP","snake",4,6.349,5.07,4.789,5.897,5.273,3.432,4.54,3.182,4.056,4.15,2.699,5.336,3.026,2.855,4.384,2.465,3.681,2.013,3.058,2.839,3.104,2.481,8.658,3.759,4.046,0
"NI","RP600RSF  ","2RP600RSF   ","male","parent","36y-2m-11d   ",36,2,11,13220.875,434.361396303901,"yes","no",NA,"RP","snake",4,1.342,0.796,1.42,4.649,1.264,2.028,1.045,0.843,1.763,0.826,1.81,0.967,1.778,1.638,1.498,1.888,0.983,0.998,0.999,1.108,1.092,1.232,1.014,1.794,1.449,0
"NI","RP601DSF  ","2RP601DSF   ","female","child","3y-6m-21d    ",3,6,21,1299.375,42.6899383983573,"no","unknown",2,"RP","snake",4,2.995,2.886,4.493,2.356,2.527,5.211,5.366,2.933,2.87,0.032,3.121,7.504,1.794,2.667,2.371,3.698,2.528,6.256,2.231,2.325,6.474,3.105,3.151,5.366,3.511,0
"NI","RP601RSF  ","2RP601RSF   ","male","parent","39y-0m-27d   ",39,0,27,14271.75,468.887063655031,"no","yes",NA,"RP","snake",4,1.56,1.155,1.95,1.545,2.886,1.529,2.902,1.076,1.342,1.701,1.248,1.341,1.295,1.623,2.403,1.372,2.574,3.448,1.748,1.202,2.294,0.983,1.482,1.669,1.764,0
"NI","RP602DSF  ","2RP602DSF   ","female","child","3y-6m-27d    ",3,6,27,1305.375,42.8870636550308,"no","unknown",2,"RP","snake",4,3.666,1.326,2.2,2.184,3.026,2.652,3.978,3.057,1.139,2.387,1.716,1.903,9.219,0.998,0.873,1.482,1.217,3.213,2.917,3.963,2.871,3.057,2.402,1.28,2.614,0
"NI","RP602RSF  ","2RP602RSF   ","female","parent","38y-1m-9d    ",38,1,9,13918.9375,457.29568788501,"yes","yes",NA,"RP","snake",4,1.638,2.262,0.967,0.936,0.702,0.686,1.061,0.655,1.996,2.137,0.733,0.936,0.889,1.31,1.762,0.843,2.886,0.936,1.014,3.666,1.404,1.154,0.983,1.061,1.359,1
"NI","RP603DSF  ","2RP603DSF   ","female","child","3y-10m-9d    ",3,10,9,1409.125,46.2956878850103,"no","no",1,"RP","snake",4,3.962,4.649,6.537,4.056,6.489,2.215,2.311,5.977,2.792,2.855,3.385,3.432,2.356,3.697,2.699,3.666,1.966,2.48,1.716,1.981,5.023,5.288,1.981,3.635,3.548,1
"NI","RP603RSF  ","2RP603RSF   ","female","parent","32y-1m-8d    ",32,1,8,11726.4375,385.262833675565,"no","yes",NA,"RP","snake",4,1.654,1.544,1.544,1.279,2.091,1.373,1.763,1.513,5.335,0.156,4.462,1.778,1.248,1.934,1.498,1.638,1.217,1.154,2.106,2.98,3.37,1.56,1.419,2.137,1.948,1
"NI","RP604DFS  ","2RP604DFS   ","female","child","3y-8m-27d    ",3,8,27,1366.25,44.8870636550308,"no","unknown",2,"RP","other",3,4.649,4.212,9.329,4.509,3.136,3.931,5.663,10.046,5.07,5.882,4.071,4.056,3.12,2.402,5.336,4.617,5.148,3.323,2.418,6.068,6.88,4.43,1.482,3.993,4.74,0
"NI","RP604RFS  ","2RP604RFS   ","male","parent","35y-4m-17d   ",35,4,17,12922.5,424.558521560575,"no","yes",NA,"RP","other",3,2.355,1.747,1.794,3.806,0.89,1.186,1.794,1.404,3.229,3.136,1.591,1.451,1.622,2.059,1.138,1.669,1.357,2.106,2.138,1.42,1.498,2.075,2.621,2.059,1.923,0
"NI","RP605DFS  ","2RP605DFS   ","male","child","3y-6m-3d     ",3,6,3,1281.375,42.0985626283368,"no","yes",1,"RP","other",3,5.491,9.157,2.449,4.415,6.318,9.298,3.182,8.907,4.509,2.434,4.088,2.949,4.384,7.722,6.022,5.008,5.803,7.675,3.869,4.883,5.913,7.534,4.149,10.031,5.675,2
"NI","RP605RFS  ","2RP605RFS   ","male","parent","31y-5m-2d    ",31,5,2,11476.9375,377.065708418891,"no","no",NA,"RP","other",3,2.231,3.105,1.825,1.763,1.372,2.652,2.855,1.497,1.279,2.699,1.685,1.763,3.447,1.388,1.31,1.092,3.152,2.777,1.248,1.622,2.152,2.153,2.714,2.605,2.099,0
"NI","RP606DFS  ","2RP606DFS   ","male","child","3y-4m-24d    ",3,4,24,1241.5,40.788501026694,"no","unknown",1,"RP","other",3,9.75,4.586,4.321,8.33,8.377,2.044,3.728,5.663,5.46,5.554,1.903,8.783,7.176,2.074,3.229,4.321,3.339,2.746,3.104,4.259,7.27,6.833,4.227,6.693,5.157,0
"NI","RP606RFS  ","2RP606RFS   ","female","parent","34y-0m-8d    ",34,0,8,12426.5,408.262833675565,"no","no",NA,"RP","other",3,1.685,1.466,1.576,3.011,2.558,2.465,2.403,2.465,2.512,1.747,2.278,1.701,3.042,1.779,1.653,1.217,3.713,2.137,2.465,1.903,1.56,1.451,1.903,2.324,2.126,0
"NI","RP607DFS  ","2RP607DFS   ","female","child","3y-6m-28d    ",3,6,28,1306.375,42.9199178644764,"no","no",1,"RP","other",3,4.368,1.576,2.543,5.554,7.8,6.24,6.006,3.401,0.265,5.148,4.571,6.521,4.82,8.268,8.346,2.543,8.284,3.666,9.859,4.259,2.356,1.934,5.803,7.753,5.078,0
"NI","RP607RFS  ","2RP607RFS   ","female","parent","56y-8m-1d    ",56,8,1,20698.5,680.032854209446,"no","yes",NA,"RP","other",3,3.354,2.231,2.543,1.919,1.56,2.964,1.654,4.274,1.747,9.048,1.373,2.543,1.451,2.075,1.092,1.872,1.654,4.493,1.529,2.028,2.091,1.638,1.342,1.357,2.41,0
"LY","NP00101   ","3NP00101    ","female","parent","38y-1m-25d   ",38,1,25,13934.9375,457.82135523614,"no","no",NA,"NP","snake",2,1.787,2.118,2.057,2.245,2.425,2.134,3.236,2.319,2.823,2.058,2.163,2.693,2.113,1.892,4.587,1.998,1.813,1.962,2.21,1.676,1.619,1.743,1.836,1.607,2.213,0
"LY","NP00102   ","3NP00102    ","male","child","3y-6m-30d    ",3,6,30,1308.375,42.9856262833676,"no","no",1,"NP","snake",2,7.207,3.439,2.491,1.992,2.044,28.68,3.2,1.925,1.425,4.612,16.309,1.984,1.592,20.682,6.632,3.154,8.107,2.909,2.226,4.073,4.117,8.391,13.943,2.774,5.909,14
"LY","NP00201   ","3NP00201    ","female","parent","32y-7m-25d   ",32,7,25,11926.0625,391.82135523614,"yes","no",NA,"NP","snake",2,2.464,2.118,2.187,2.22,2.383,2.779,2.314,2.615,2.368,2.976,2.803,2.736,2.46,2.218,2.882,4.042,2.125,2.519,2.46,2.568,2.718,2.618,2.67,2.617,2.577,0
"LY","NP00202   ","3NP00202    ","male","child","3y-7m-2d     ",3,7,2,1310.8125,43.0657084188912,"no","unknown",1,"NP","snake",2,1.908,8.651,6.244,21.413,4.858,4.486,9.938,4.696,2.414,4.727,7.254,4.226,4.438,5.467,3.098,6.726,3.319,3.627,3.348,10.252,3.314,5.357,4.382,3.527,5.903,1
"LY","NP00301   ","3NP00301    ","female","parent","35y-0m-18d   ",35,0,18,12801.75,420.59137577002,"yes","yes",NA,"NP","snake",2,3.129,1.362,2.03,1.266,2.461,1.343,1.582,2.087,1.736,1.314,1.815,1.422,1.574,1.993,1.597,1.915,2.032,1.392,2.157,1.704,1.881,1.747,2.349,2.297,1.841,0
"LY","NP00302   ","3NP00302    ","female","child","3y-2m-21d    ",3,2,21,1177.625,38.6899383983573,"yes","no",1,"NP","snake",2,2.075,4.246,3.07,1.522,4.732,6.159,4.904,4.585,5.529,9.261,10.519,2.079,3.718,2.101,2.605,1.821,6.237,3.62,7.57,4.799,3.578,3.019,2.778,2.828,4.438,6
"LY","NP00401   ","3NP00401    ","female","parent","37y-9m-4d    ",37,9,4,13792.1875,453.131416837782,"yes","yes",NA,"NP","snake",2,2.87,1.852,1.983,1.735,1.802,1.85,3.082,1.63,1.602,1.836,1.695,1.685,1.911,1.906,1.733,1.61,2.071,1.522,2.127,1.757,1.795,2.613,2.169,1.985,1.951,0
"LY","NP00402   ","3NP00402    ","male","child","4y-0m-20d    ",4,0,20,1481,48.6570841889117,"no","no",1,"NP","snake",2,10.367,8.713,3.257,3.732,3.169,4.872,2.11,3.337,1.902,4.571,5.146,2.516,2.45,5.704,4.213,5.375,4.111,2.455,2.678,4.058,4.915,2.74,1.669,5.349,4.142,0
"LY","NP00501   ","3NP00501    ","female","parent","36y-4m-20d   ",36,4,20,13290.75,436.657084188912,"yes","yes",NA,"NP","other",1,2.798,1.879,2.309,2.063,1.839,2.089,1.627,1.524,2.162,2.161,3.221,2.267,1.938,2.136,2.068,1.778,1.729,1.834,3.399,1.597,1.881,2.969,1.47,1.974,2.113,0
"LY","NP00502   ","3NP00502    ","male","child","3y-3m-27d    ",3,3,27,1214.0625,39.8870636550308,"no","unknown",1,"NP","other",1,6.566,5.598,4.16,2.309,2.011,1.973,3.674,4.544,4.634,6.767,5.593,5.096,2.031,5.004,3.162,3.155,5.011,1.889,2.367,2.828,3.109,4.229,12.352,6.911,3.677,4
"LY","NP00601   ","3NP00601    ","female","parent","50y-7m-21d   ",50,7,21,18496.5625,607.689938398357,"yes","no",NA,"NP","other",1,2.197,2.81,3.084,1.98,2.156,2.5,1.453,1.729,2.142,2.094,1.878,1.234,1.708,1.174,1.679,1.575,1.349,1.218,2.849,1.481,2.173,1.422,1.107,1.914,1.871,0
"LY","NP00602   ","3NP00602    ","female","child","3y-11m-4d    ",3,11,4,1434.5625,47.1314168377823,"no","unknown",1,"NP","other",1,2.297,5.505,0.457,2.633,3.498,8.617,4.146,1.896,5.783,1.854,1.714,1.515,1.488,8.672,3.159,2.154,1.916,1.531,1.395,1.514,1.596,3.977,2.983,1.615,3.112,6
"LY","NP00701   ","3NP00701    ","female","parent","41y-10m-6d   ",41,10,6,15285.625,502.197125256673,NA,"yes",NA,"NP","other",1,2.185,2.132,2.478,1.949,2.733,1.77,1.795,1.606,1.429,1.391,2.345,1.198,1.666,1.357,2.641,1.484,1.811,1.028,1.761,1.819,1.603,1.197,2.163,1.443,1.791,0
"LY","NP00702   ","3NP00702    ","female","child","4y-1m-26d    ",4,1,26,1517.4375,49.8542094455852,"no","yes",1,"NP","other",1,3.493,2.651,3.292,1.623,3.659,2.763,2.544,3.039,3.191,1.496,3.065,1.58,1.844,1.775,1.504,3.45,3.307,3.125,3.737,1.754,2.001,1.823,3.373,3.396,2.645,0
"LY","NP00801   ","3NP00801    ","male","parent","48y-4m-0d    ",48,4,0,17653.75,580,"yes","no",NA,"NP","snake",2,1.373,1.418,2.25,2.48,1.253,2.032,1.871,0.988,1.362,1.679,1.168,1.592,1.71,1.026,1.176,1.349,1.155,1.282,1.107,1.073,1.123,1.055,1.436,1.775,1.477,0
"LY","NP00802   ","3NP00802    ","male","child","3y-6m-18d    ",3,6,18,1296.375,42.5913757700205,"no","unknown",2,"NP","snake",2,7.059,5.983,6.827,8.385,4.659,4.21,5.724,5.472,2.57,0.221,4.784,6.418,5.108,4.471,4.349,4.173,4.334,4.541,9.337,9.045,4.018,3.444,5.041,4.11,5.258,2
"LY","NP00901   ","3NP00901    ","female","parent","45y-4m-24d   ",45,4,24,16582,544.788501026694,"yes","no",NA,"NP","other",1,3.072,1.863,2.116,1.572,1.579,1.46,1.522,1.542,1.81,1.28,1.262,1.308,1.358,1.279,1.89,1.25,3.27,1.76,1.384,1.105,1.575,1.091,1.18,1.165,1.612,0
"LY","NP00902   ","3NP00902    ","male","child","4y-1m-3d     ",4,1,3,1494.4375,49.0985626283368,"yes","no",1,"NP","other",1,3.088,3.881,2.895,1.851,2.773,2.051,3.683,6.715,4.422,2.614,1.991,2.598,2.004,3.808,2.778,1.917,3.771,1.836,1.883,3.144,2.522,1.809,2.342,2.099,2.853,0
"LY","NP01001   ","3NP01001    ",NA,NA,"             ",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY","NP01002   ","3NP01002    ",NA,NA,"             ",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY","NP01101   ","3NP01101    ","female","parent","39y-5m-18d   ",39,5,18,14414.9375,473.591375770021,"yes","yes",NA,"NP","snake",2,1.982,2.17,2.759,2.299,2.008,3.845,2.152,2.267,1.954,1.922,1.842,2.35,2.245,3.544,2.279,2.641,1.959,4.479,3.158,1.679,3.304,1.906,2.227,3.606,2.524,0
"LY","NP01102   ","3NP01102    ","male","child","4y-4m-10d    ",4,4,10,1592.75,52.3285420944559,"no","no",1,"NP","snake",2,3.157,2.275,0.225,4.764,2.473,1.697,1.974,2.547,4.054,2.098,2.003,4.902,1.76,4.681,1.907,4.923,2.981,1.77,3.389,5.818,1.986,1.394,1.725,1.697,2.529,4
"LY","NP01201   ","3NP01201    ","female","parent","34y-5m-8d    ",34,5,8,12578.6875,413.262833675565,"yes","no",NA,"NP","snake",2,2.176,2.573,1.49,1.481,1.278,1.128,2.718,1.451,1.498,1.134,1.577,1.175,1.402,1.723,1.867,2.651,1.732,2,2.04,1.72,2.242,1.499,1.542,1.374,1.728,0
"LY","NP01202   ","3NP01202    ","female","child","4y-5m-8d     ",4,5,8,1621.1875,53.2628336755647,"yes","no",1,"NP","snake",2,1.831,3.815,4.624,2.302,5.04,4.781,4.313,2.692,2.48,2.189,2.014,3.646,3.294,4.403,6.557,2.91,3.274,2.093,2.095,4.002,4.53,2.401,1.704,1.481,3.27,0
"LY","NP01301   ","3NP01301    ","male","parent","38y-6m-16d   ",38,6,16,14078.125,462.525667351129,"yes","no",NA,"NP","other",1,2.439,3.524,1.632,2.556,1.812,3.372,2.178,1.583,2.011,2.238,3.576,2.847,2.986,3.051,2.803,2.152,2.266,1.981,1.556,2.021,1.777,1.626,1.374,2.37,2.322,0
