"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"g","factor",6344,0,37,NA,NA,1329,"pi      ",NA,0.917836942970411,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iatexplicitmath1","integer",6332,0.00189155107187894,8,-0.695514845230575,-1,-1,NA,1.91943861827357,NA,-3,3,6,0.459265699272503,7.46159527640405,-1.052508563227,-8.5512936606436,NA,NA
"iatexplicitmath2","integer",6309,0.00551702395964691,8,-0.350293231890949,0,0,NA,1.73094535977936,NA,-3,3,6,0.241158263646195,3.91092971915486,-0.872870447525209,-7.078910274865,NA,NA
"iatexplicitmath3","integer",6309,0.00551702395964691,8,-0.421144396893327,0,0,NA,1.81141746967338,NA,-3,3,6,0.259390797476841,4.20661172206719,-0.840735120507697,-6.81829531504435,NA,NA
"iatexplicitmath4","integer",6316,0.00441361916771753,8,-0.333913869537682,0,0,NA,1.6888988597706,NA,-3,3,6,0.23980015692238,3.89106072784874,-0.682049982981928,-5.53443672620241,NA,NA
"iatexplicitmath5","integer",6315,0.00457124842370744,8,-0.20965954077593,-1,-1,NA,2.01099333621261,NA,-3,3,6,0.211084329007481,3.42483908668134,-1.26234572771571,-10.2423870345255,NA,NA
"iatexplicitmath6","integer",6303,0.00646279949558638,8,-0.241789623988577,0,0,NA,1.89896799266585,NA,-3,3,6,0.0542487138637869,0.879348035605039,-1.16212781357032,-9.42028553118093,NA,NA
