"g","van.p1.2_1","van.p1.2_2","van.p1.2_3","van.p1.2_4","van.p1.2_5","van.p1.2_6"
"vuw",1,9,9,7,3,6
"vuw",1,9,9,4,5,9
"vuw",1,9,9,5,5,9
"vuw",1,4,9,9,1,1
"vuw",3,3,6,4,3,4
"vuw",1,9,9,4,5,9
"vuw",1,9,9,4,5,9
"vuw",1,7,9,4,5,9
"vuw",1,9,9,3,5,9
"vuw",1,9,9,5,4,6
"vuw",1,9,9,4,5,9
"vuw",1,9,9,4,5,9
"vuw",1,9,9,4,5,9
"vuw",1,9,9,5,1,1
"vuw",1,9,9,4,5,9
"vuw",3,6,3,6,2,7
"vuw",1,9,9,4,5,9
"vuw",1,9,9,5,5,8
"vuw",1,9,9,9,1,1
"wroclaw",1,9,9,9,1,1
"wroclaw",1,9,9,1,5,9
"wroclaw",1,8,9,5,5,9
"wroclaw",1,9,1,1,9,1
"wroclaw",1,9,9,5,5,9
"wroclaw",1,9,9,4,5,9
"wroclaw",1,9,9,9,1,1
"wroclaw",1,9,9,4,4,5
"wroclaw",5,5,9,5,5,6
"wroclaw",1,9,9,6,1,8
"wroclaw",5,6,9,7,2,3
"wroclaw",1,9,9,3,5,9
"wroclaw",3,9,9,6,4,8
"wroclaw",2,9,4,3,5,8
"wroclaw",9,5,7,3,1,3
"wroclaw",1,8,9,5,5,9
"wroclaw",1,9,9,8,1,6
"wroclaw",1,9,9,9,1,1
"wroclaw",3,8,9,5,4,5
"wroclaw",1,9,9,5,5,9
"wroclaw",1,9,1,1,1,9
"wroclaw",1,9,9,5,5,9
"wroclaw",1,9,9,9,1,1
"wroclaw",1,9,9,5,5,9
"wroclaw",1,9,9,9,1,1
"wroclaw",1,9,9,5,5,9
"wroclaw",1,8,9,4,5,9
"wroclaw",2,9,9,7,2,5
"wroclaw",1,9,9,4,5,9
"wroclaw",9,9,9,9,1,1
"wroclaw",1,8,8,5,5,9
"wroclaw",1,9,9,5,5,9
"wroclaw",1,4,2,4,5,3
"wroclaw",1,9,9,5,5,9
"wroclaw",1,9,9,5,5,1
"wroclaw",1,9,1,4,9,1
"wroclaw",1,9,9,4,5,9
"wroclaw",1,9,1,1,9,9
"wroclaw",1,9,9,4,5,1
"wroclaw",1,9,9,1,4,9
"wroclaw",1,9,9,4,5,9
"wroclaw",9,9,9,9,1,1
"wroclaw",1,9,9,6,5,9
"wroclaw",1,9,9,4,5,9
"wroclaw",1,9,9,5,5,9
"wroclaw",5,4,6,2,3,2
"wroclaw",4,9,7,6,1,1
"wroclaw",1,9,1,1,1,9
"wroclaw",1,9,9,5,5,9
"wroclaw",1,9,9,5,5,9
"wroclaw",1,3,4,4,3,3
"wroclaw",3,8,9,4,5,9
"wroclaw",1,9,9,5,5,9
"wroclaw",1,9,9,5,5,9
"wroclaw",1,9,9,1,1,9
"wroclaw",1,7,9,4,4,8
"wroclaw",1,9,9,4,5,9
"wroclaw",9,9,9,1,1,9
"wroclaw",1,9,9,5,5,9
"wroclaw",1,9,1,1,9,9
"wroclaw",1,9,9,5,5,9
"wroclaw",1,9,9,1,5,9
"wroclaw",1,9,9,4,5,9
"wroclaw",1,8,2,3,5,9
"wroclaw",1,9,9,4,5,9
"wroclaw",1,9,1,1,1,1
"wroclaw",9,9,9,9,1,1
"wroclaw",5,8,9,7,3,3
"wroclaw",3,8,9,5,5,9
"wroclaw",1,9,9,5,5,9
"wroclaw",1,9,9,5,5,9
"wroclaw",1,9,9,5,5,9
"wroclaw",3,9,9,6,4,9
"wroclaw",1,6,9,4,5,9
"wroclaw",1,9,9,8,1,9
"wroclaw",1,9,9,1,5,9
"wroclaw",1,9,9,1,5,9
"wroclaw",1,8,9,5,1,9
"wroclaw",1,9,9,9,1,1
"wroclaw",1,9,9,4,5,9
"wroclaw",5,7,9,5,2,4
"wroclaw",1,9,9,5,5,9
"wroclaw",1,9,9,5,5,9
"wroclaw",1,9,9,4,5,9
"wroclaw",5,8,8,5,5,9
"wroclaw",1,8,5,1,9,9
"wroclaw",1,8,9,4,5,9
"wroclaw",9,5,8,9,1,1
"wroclaw",1,9,9,1,9,1
"wroclaw",1,9,9,4,5,9
"wroclaw",1,8,1,1,1,9
"wroclaw",1,9,1,1,1,9
"wroclaw",1,9,9,1,9,9
"swps",2,9,9,5,4,8
"swps",5,5,4,4,4,4
"swps",1,9,9,1,5,9
"swps",1,9,9,4,5,9
"swps",1,9,9,9,1,1
"swps",1,8,9,4,5,9
"swps",1,9,1,4,5,8
"swps",1,9,9,4,5,9
"swps",1,9,1,1,1,9
"swps",1,9,9,4,3,5
"swps",1,9,9,5,1,1
"swps",2,8,8,5,5,7
"swps",1,9,9,9,1,1
"swps",4,9,9,4,3,8
"swps",1,9,9,5,5,9
"swps",1,9,1,1,1,9
"swps",1,9,9,5,2,1
"swps",1,9,9,4,5,9
"swps",1,9,9,5,5,9
"swps",6,8,9,8,1,2
"swps",1,3,3,3,2,7
"swps",1,9,1,1,5,1
"swps",1,9,9,5,5,9
"swps",1,9,9,5,5,9
"swps",1,9,9,5,4,8
"swps",1,9,8,1,1,1
"swps",1,9,9,5,5,9
"swps",1,9,9,4,5,9
"swps",1,9,9,4,5,9
"swps",1,9,9,4,5,9
"swps",1,9,9,5,2,2
"swps",1,9,9,9,1,1
"swps",1,9,1,1,1,9
"swps",1,8,9,4,5,9
"swps",1,4,9,5,4,4
"swps",6,9,9,9,1,1
"swps",1,9,1,1,1,9
"swps",1,9,5,1,5,9
"swps",1,8,9,5,5,9
"swps",1,9,9,4,5,9
"swps",1,9,9,9,1,1
"swps",1,9,5,4,5,9
"swps",5,9,9,6,1,1
"swps",2,9,9,9,1,1
"swps",5,9,9,5,4,9
"swps",1,9,9,3,5,8
"swps",1,9,9,5,5,9
"swps",1,9,9,6,1,9
"swps",1,9,9,4,5,9
"swps",1,9,9,4,5,9
"swps",1,9,9,9,1,1
"swps",1,9,9,1,5,9
"swps",1,8,9,4,5,9
"swps",5,4,5,3,7,4
"swps",1,9,9,6,3,6
"swps",1,9,9,4,5,9
"swps",1,9,9,5,5,9
"swps",1,6,9,2,5,9
"badaniaon",1,9,8,9,1,1
"badaniaon",1,9,9,4,5,9
"badaniaon",1,9,9,4,5,9
"badaniaon",1,9,1,4,5,8
"badaniaon",1,8,7,5,1,9
"badaniaon",8,9,9,7,1,9
"badaniaon",1,9,9,8,2,2
"swps",1,5,4,5,4,7
"swps",1,9,9,4,5,9
"badaniaon",1,8,9,4,5,9
"badaniaon",1,9,1,1,9,9
"badaniaon",2,8,9,2,3,4
"badaniaon",1,9,9,4,5,9
"badaniaon",1,9,9,4,5,9
"badaniaon",1,8,9,5,5,9
"badaniaon",1,9,9,5,5,9
"badaniaon",1,9,9,4,5,9
"badaniaon",1,9,9,1,5,9
"badaniaon",1,9,9,3,5,9
"badaniaon",4,4,9,9,1,1
"swps",3,9,9,6,3,7
"badaniaon",1,9,9,4,5,9
"swps",1,9,9,1,5,9
"swps",2,5,1,1,2,2
"swps",9,9,9,7,1,9
"swps",1,9,9,1,9,1
"badaniaon",1,9,9,4,5,8
"swps",1,8,9,4,5,9
"swps",1,9,9,7,1,9
"badaniaon",1,9,9,1,3,9
"swps",1,8,9,7,4,7
"swps",4,3,3,2,3,2
"badaniaon",2,9,9,8,2,1
"badaniaon",1,9,9,1,9,1
"badaniaon",1,9,1,1,1,9
"swps",5,6,6,8,2,1
"swps",1,9,9,9,1,1
"swps",1,9,9,1,5,9
"swps",1,7,9,4,3,9
"swps",1,9,9,1,9,1
"swps",1,9,9,5,2,3
"swps",4,3,5,3,5,4
"swps",1,9,9,4,5,9
"badaniaon",1,9,9,9,5,9
"badaniaon",1,9,9,9,1,1
"swps",1,9,9,5,4,7
"swps",1,8,9,4,5,9
"swps",1,9,9,5,5,9
"swps",9,1,9,9,1,1
"swps",1,9,9,4,5,9
"swps",1,8,9,8,2,5
"swps",1,9,9,1,5,9
"swps",1,9,5,4,5,8
"swps",5,9,7,6,5,9
"badaniaon",1,9,9,5,5,8
"badaniaon",1,9,1,4,5,9
"badaniaon",1,9,9,5,1,1
"badaniaon",9,9,9,9,1,1
"badaniaon",1,9,9,1,5,9
"badaniaon",1,9,9,5,5,9
"badaniaon",1,9,9,4,5,9
"badaniaon",1,9,9,9,1,1
"badaniaon",1,9,9,4,5,9
"badaniaon",1,9,9,3,5,6
"uniporto",1,9,9,5,5,9
"uniporto",1,9,9,4,5,9
"uniporto",1,9,9,9,1,1
"uniporto",1,8,9,4,5,9
"uniporto",1,9,9,8,2,2
"uniporto",1,9,9,4,5,9
"uniporto",1,9,9,4,5,9
"uniporto",1,9,9,5,5,9
"uniporto",1,9,9,1,5,9
"uniporto",1,9,9,4,5,9
"uniporto",1,9,9,5,5,9
"uniporto",1,9,9,6,1,9
"uniporto",1,9,9,4,5,9
"uniporto",1,9,9,4,5,9
"uniporto",1,9,9,9,1,1
"uniporto",1,9,9,5,5,9
"uniporto",1,9,1,1,9,1
"uniporto",1,9,9,5,5,9
"uniporto",1,9,9,4,5,9
"uniporto",1,9,7,5,5,5
"uniporto",2,9,7,5,5,8
"uniporto",1,9,9,4,5,9
"uniporto",1,9,9,4,5,9
"uniporto",3,9,9,5,5,9
"uniporto",1,7,9,2,8,9
"uniporto",1,9,9,4,5,9
"uniporto",9,9,9,9,1,1
"uniporto",1,9,9,5,5,9
"uniporto",1,9,9,4,5,9
"uniporto",1,9,9,4,5,9
"uniporto",1,9,9,9,1,1
"uniporto",6,6,1,5,3,4
"uniporto",1,9,9,4,4,9
"unibelgrade",1,9,9,9,1,1
"unibelgrade",2,9,9,5,5,7
"unibelgrade",1,9,5,5,5,5
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,8,4,5,9
"unibelgrade",1,9,9,5,5,9
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,4,5,9
"unibelgrade",2,9,9,4,5,9
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,5,5,8
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,6,4,8
"unibelgrade",1,9,9,6,2,5
"unibelgrade",2,7,7,5,4,6
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,5,5,9
"unibelgrade",1,9,9,9,2,9
"unibelgrade",1,7,3,4,5,8
"unibelgrade",1,9,8,5,4,6
"unibelgrade",2,9,9,5,4,8
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,5,4,9
"unibelgrade",3,9,9,4,6,7
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,6,9,5,5,9
"unibelgrade",1,9,9,5,5,9
"unibelgrade",1,9,4,4,4,9
"unibelgrade",4,9,9,6,3,9
"unibelgrade",1,9,9,5,4,7
"unibelgrade",1,9,9,5,5,9
"unibelgrade",1,8,9,5,5,9
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,5,2,2
"unibelgrade",1,9,8,5,3,9
"unibelgrade",1,6,9,7,2,3
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,4,5,8
"unibelgrade",1,9,1,4,5,9
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,5,5,9
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,1,5,6,9
"unibelgrade",1,9,1,1,1,9
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,5,1,9
"unibelgrade",1,9,9,4,4,9
"unibelgrade",2,9,9,4,5,9
"unibelgrade",9,9,9,9,1,1
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,5,5,9
"unibelgrade",2,9,9,4,5,1
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,7,9,4,5,9
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,7,5,4,9
"unibelgrade",1,7,6,6,4,6
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,3,4,2,9
"unibelgrade",4,9,9,5,5,8
"unibelgrade",1,9,9,4,5,9
"unibelgrade",3,9,5,5,5,9
"unibelgrade",1,9,9,5,5,9
"unibelgrade",1,9,9,4,5,9
"unibelgrade",1,9,9,5,5,9
"unibelgrade",3,9,9,5,4,7
"unibelgrade",4,6,9,3,4,9
"unibelgrade",1,9,9,6,5,9
"unibelgrade",1,9,1,1,1,9
"unibelgrade",1,9,9,5,6,9
"unibelgrade",1,9,9,1,5,9
"unibelgrade",1,9,9,5,5,9
"unibelgrade",1,9,9,4,5,9
"fmkbelgrade",1,9,9,5,5,7
"fmkbelgrade",1,9,8,6,5,6
"fmkbelgrade",1,9,1,1,5,9
"fmkbelgrade",1,6,1,4,5,9
"fmkbelgrade",1,9,9,5,4,8
"fmkbelgrade",1,9,9,7,3,4
"fmkbelgrade",1,9,9,8,1,4
"fmkbelgrade",1,9,9,1,5,9
"fmkbelgrade",1,6,9,4,5,9
"fmkbelgrade",1,9,9,4,5,9
"fmkbelgrade",1,9,9,4,5,9
"fmkbelgrade",5,9,9,7,1,4
"fmkbelgrade",1,4,2,4,4,8
"fmkbelgrade",1,9,9,5,5,9
"fmkbelgrade",1,9,9,9,1,1
"fmkbelgrade",2,9,9,6,2,4
"fmkbelgrade",1,9,1,4,5,9
"fmkbelgrade",2,4,6,2,4,3
"fmkbelgrade",3,9,9,5,4,8
"fmkbelgrade",1,9,9,5,5,9
"fmkbelgrade",1,9,9,4,5,9
"fmkbelgrade",1,7,9,5,5,9
"johannesburg",1,9,9,6,4,9
"johannesburg",1,9,9,5,5,9
"johannesburg",1,9,9,1,5,9
"johannesburg",5,4,9,5,2,6
"johannesburg",2,9,8,5,1,8
"johannesburg",7,3,9,8,1,1
"johannesburg",1,9,9,4,5,9
"johannesburg",1,9,9,1,5,9
"johannesburg",3,8,6,5,5,8
"johannesburg",1,6,9,4,5,9
"johannesburg",1,9,9,1,5,9
"johannesburg",2,9,9,5,4,4
"johannesburg",1,9,9,5,5,9
"johannesburg",1,3,6,6,7,6
"johannesburg",1,9,7,4,5,8
"johannesburg",3,9,9,9,9,9
"johannesburg",1,9,1,4,5,9
"johannesburg",9,1,9,9,5,9
"johannesburg",1,9,9,1,5,9
"johannesburg",2,9,9,5,3,6
"johannesburg",5,4,7,2,4,6
"johannesburg",5,8,7,6,5,6
"johannesburg",1,9,1,1,1,9
"johannesburg",3,9,7,5,4,7
"johannesburgother",1,9,9,4,5,9
"johannesburgother",1,9,9,9,1,1
"johannesburgother",1,9,9,5,5,9
"johannesburg",1,7,9,5,5,9
"johannesburgother",1,9,9,1,1,9
"johannesburgother",1,9,9,6,4,9
"johannesburgother",1,9,9,4,5,9
"johannesburgother",2,9,8,4,4,8
"johannesburgother",5,7,1,4,4,9
"johannesburgother",1,2,9,4,5,9
"johannesburgother",9,6,8,2,7,5
"johannesburgother",2,8,9,5,3,2
"johannesburgother",3,9,9,5,3,9
"johannesburgother",1,9,9,4,5,5
"johannesburgother",1,3,4,2,6,4
"johannesburgother",1,9,8,4,5,9
"johannesburgother",1,9,1,1,1,9
"johannesburgother",6,9,9,7,1,1
"johannesburgother",1,9,9,4,5,9
"johannesburg",3,3,7,5,4,7
"johannesburg",3,9,8,4,3,8
"johannesburg",1,9,1,1,9,9
"johannesburg",4,7,4,1,1,9
"johannesburg",3,9,9,6,1,9
"johannesburg",9,9,9,9,1,1
"johannesburg",9,2,5,3,3,5
"johannesburg",2,9,9,4,1,5
"johannesburg",1,8,9,5,5,9
"johannesburg",1,8,8,5,5,9
"johannesburg",1,8,9,4,5,9
"johannesburg",1,9,1,1,9,9
"johannesburg",1,9,1,1,1,9
"johannesburg",1,9,1,5,5,9
"johannesburg",1,8,9,4,5,9
"johannesburg",5,9,9,6,3,4
"johannesburg",1,9,9,4,5,9
"johannesburg",3,6,9,5,5,8
"johannesburg",2,9,9,7,4,8
"johannesburg",1,7,9,6,4,7
"johannesburg",1,9,9,4,5,9
"johannesburg",1,9,1,1,1,9
"johannesburg",1,9,9,5,5,8
"johannesburg",1,9,1,2,5,9
"johannesburg",2,9,5,8,1,3
"johannesburg",2,8,9,5,4,8
"udd",1,9,9,4,5,9
"udd",1,9,9,4,5,9
"udd",1,9,9,9,1,1
"udd",1,9,9,4,5,9
"udd",1,9,4,5,4,5
"udd",2,9,3,4,4,9
"udd",1,9,9,5,4,7
"udd",1,9,9,5,3,4
"udd",1,9,9,9,1,1
"udd",1,8,9,5,5,9
"udd",1,9,9,4,5,9
"udd",1,9,9,4,5,9
"udd",1,9,9,4,6,9
"udd",1,9,9,4,5,9
"udd",1,9,9,4,5,9
"udd",1,9,9,5,5,9
"udd",1,9,1,1,5,9
"udd",1,9,9,1,5,9
"udd",1,9,9,5,5,9
"udd",1,9,9,4,5,9
"udd",1,9,9,1,5,9
"udd",1,9,9,1,5,9
"udd",2,9,9,5,4,8
"udd",1,9,9,1,5,9
"udd",2,9,9,9,1,1
"udd",3,8,9,5,2,5
"udd",1,9,9,5,5,9
"udd",1,9,9,6,1,1
"udd",1,9,9,4,2,9
"udd",2,9,1,4,4,8
"udd",1,9,9,9,1,1
"udd",2,9,9,3,1,6
"udd",1,8,9,4,5,9
"udd",1,9,1,1,9,9
"udd",1,9,9,4,4,9
"udd",2,9,9,5,5,8
"udd",1,9,6,1,5,9
"udd",1,9,1,2,5,9
"udd",1,9,9,4,5,9
"udd",1,9,9,4,5,9
"udd",1,9,8,4,5,8
"udd",1,9,9,4,5,9
"udd",1,5,8,5,3,8
"udd",1,9,8,5,5,9
"udd",1,9,9,5,5,9
"udd",1,9,9,4,5,9
"udd",1,9,9,1,1,1
"udd",1,9,9,4,2,9
"udd",1,9,9,5,5,1
"udd",1,9,9,4,3,9
"udd",4,9,1,1,1,1
"udd",1,9,9,4,5,9
"santiagoon",2,8,9,4,1,4
"santiagoon",1,9,9,4,5,9
"santiagoon",2,9,8,3,5,3
"udd",2,9,7,7,1,1
"santiagoon",1,9,9,1,2,9
"santiagoon",9,9,9,9,1,1
"udd",1,9,9,3,5,9
"udd",1,9,9,1,5,9
"santiagoon",3,5,5,4,5,3
"udd",1,9,9,4,9,9
"santiagoon",1,9,9,6,4,5
"udd",1,9,9,4,5,9
"udd",3,8,6,5,5,7
"udd",1,9,9,4,5,9
"santiagoon",1,9,9,4,5,9
"udd",1,9,9,5,5,9
"santiagoon",1,9,9,4,5,9
"santiagoon",1,9,9,6,1,1
"santiagoon",1,9,9,4,5,9
"santiagoon",1,9,9,4,5,9
"udd",1,9,8,5,5,9
"santiagoon",1,9,9,4,5,9
"santiagoon",1,9,9,5,5,9
"santiagoon",1,9,9,8,2,6
"santiagoon",2,8,9,5,4,6
"santiagoon",1,9,9,4,5,9
"santiagoon",1,9,9,5,5,9
"udd",1,9,9,4,5,9
"udd",1,9,9,1,5,9
"santiagoon",1,5,2,3,4,5
"santiagoon",1,7,9,4,5,9
"santiagoon",3,7,8,5,2,7
"santiagoon",5,9,9,5,4,6
"santiagoon",1,9,9,4,5,9
"santiagoon",1,9,1,1,5,9
"santiagoon",1,9,1,1,1,9
"santiagoon",1,7,1,5,5,9
"santiagoon",4,3,4,8,9,7
"santiagoon",2,9,8,4,2,7
"santiagoon",1,8,2,7,5,9
"santiagoon",1,9,9,4,5,9
"santiagoon",1,9,9,9,1,1
"udd",1,9,1,4,5,9
"udd",1,9,9,1,2,9
"santiagoon",1,8,9,5,5,9
"udd",1,9,9,5,5,9
"santiagoon",1,9,8,4,5,9
"udd",2,9,1,2,5,9
"udd",1,9,9,5,5,9
"udd",1,9,6,4,5,9
"udd",1,9,1,1,1,9
"udd",1,8,9,4,5,9
"udd",1,9,9,5,5,9
"udd",1,9,9,4,5,9
"udd",2,3,7,4,4,8
"udd",1,8,9,4,5,9
"santiagoon",1,9,9,5,5,7
"udd",1,9,1,1,1,9
"udd",1,9,9,1,5,9
"santiagoon",1,9,9,4,5,9
"udd",1,9,9,1,5,9
"udd",2,9,8,4,5,9
"udd",1,9,9,4,5,9
"udd",9,8,9,9,1,1
"santiagoon",1,9,9,4,5,9
"santiagoon",1,9,9,5,3,4
"santiagoon",9,9,9,9,1,1
"santiagoon",1,9,9,4,5,9
"santiagoon",2,7,3,5,5,9
"santiagoon",1,9,9,6,4,9
"santiagoon",1,9,9,4,5,9
"santiagoon",1,9,9,5,5,9
"udd",2,8,8,4,3,8
"udd",1,9,9,5,5,9
"udd",3,9,8,5,1,1
"udd",1,9,9,4,9,9
"santiagoon",1,9,9,1,6,9
"santiagoon",1,9,9,5,5,9
"udd",1,9,9,5,5,9
"udd",1,9,9,4,5,9
"santiagoon",1,9,1,1,1,9
"santiagoon",1,9,9,4,5,9
"santiagoon",1,9,9,1,1,9
"santiagoon",1,9,9,5,5,9
"santiagoon",1,9,9,4,5,9
"santiagoon",1,9,1,1,1,9
"santiagoon",2,9,9,5,4,7
"santiagoon",1,9,9,1,5,9
"santiagoon",1,9,9,6,2,6
"santiagoon",3,9,8,5,3,7
"santiagoon",1,8,9,4,5,9
"udd",1,9,9,1,5,9
"udd",2,9,9,4,5,9
"ucron",1,8,9,4,5,9
"ucron",1,9,9,5,5,8
"ucron",2,8,9,5,4,8
"ucron",1,9,9,9,1,1
"ucron",1,9,9,4,5,9
"ucron",9,9,9,9,1,1
"ucron",1,9,9,5,5,9
"ucron",1,9,9,1,5,8
"ucron",1,8,9,5,5,9
"ucron",1,9,1,4,5,7
"ucron",1,9,9,4,1,9
"ucron",1,9,9,4,5,9
"ucron",1,8,9,4,5,9
"ucron",2,9,1,1,1,1
"ucron",5,8,9,5,5,9
"ucron",1,9,1,1,1,1
"ucron",1,9,9,3,5,9
"ucron",1,9,9,9,1,9
"ucron",1,9,1,1,1,9
"ucron",1,8,9,3,5,9
"ucron",1,9,9,4,5,9
"ucron",1,9,9,5,1,9
"ucron",1,9,9,1,5,9
"ucron",1,9,9,1,1,1
"ucron",1,9,9,6,5,9
"ucron",1,8,9,5,5,9
"ucron",2,9,9,5,5,6
"ucron",3,8,8,4,4,7
"ucron",1,3,9,5,5,9
"ucron",1,9,9,5,5,9
"ucron",1,8,9,4,5,9
"ucron",1,9,9,1,1,9
"ucron",1,9,9,4,5,9
"ucron",1,9,9,4,5,9
"ucron",1,9,1,1,1,9
"ucron",4,8,9,6,4,7
"ucron",5,9,1,3,9,1
"ucron",1,9,9,5,5,2
"ucron",1,9,9,8,1,1
"ucron",1,9,9,1,5,9
"ucron",1,9,9,5,2,9
"ucron",1,8,9,5,8,9
"ucron",1,9,9,4,5,9
"ucron",1,9,9,4,5,9
"ucron",2,8,8,6,3,9
"ucron",1,9,9,4,5,9
"ucron",1,8,9,4,5,9
"ucron",1,9,9,4,5,9
"ucron",2,9,1,4,5,9
"ucron",9,9,9,9,1,1
"ucron",1,9,9,4,5,9
"ucron",5,6,5,5,4,4
"ucron",1,9,9,6,5,9
"ucron",1,9,4,6,3,6
"ucron",1,9,9,4,5,9
"ucron",1,7,9,5,5,5
"ucron",1,9,9,5,5,9
"ucron",1,9,9,5,5,9
"ucron",1,9,9,5,5,9
"ucron",3,4,2,5,1,2
"ucron",6,7,2,9,1,1
"ucron",9,1,9,9,1,1
"ucron",1,9,9,5,5,9
"ucron",1,7,1,1,1,1
"ucron",1,9,9,9,1,1
"ucron",2,9,1,6,1,1
"ucron",1,9,9,1,1,9
"ucron",1,3,5,5,3,4
"ucron",1,9,9,4,5,9
"ucron",1,3,9,4,5,9
"ucron",1,9,1,1,1,9
"ucron",3,8,8,5,4,6
"ucron",1,9,9,4,5,9
"ucron",1,9,1,1,1,1
"ucron",1,9,9,5,5,9
"ucron",1,9,9,5,5,9
"ucron",1,9,9,4,5,9
"ucron",1,9,9,7,1,1
"ucron",1,9,9,6,1,1
"ucron",9,1,9,5,2,3
"ucron",9,8,8,8,8,8
"ucron",9,1,8,9,1,1
"ucron",3,2,3,5,4,5
"ucron",1,9,9,5,5,9
"ucron",2,9,8,5,5,8
"ucron",1,9,9,1,9,1
"ucron",1,9,9,4,5,9
"ucron",2,2,9,6,3,8
"ucron",1,9,9,5,5,9
"ucron",1,9,1,4,5,9
"ucron",1,7,3,5,7,7
"ucron",1,9,9,4,5,9
"ucron",1,9,9,4,5,9
"ucron",1,9,8,5,5,9
"ucron",1,9,9,4,5,9
"ucron",1,9,9,4,5,9
"unam",1,9,1,5,5,9
"unam",2,9,9,5,5,8
"unam",3,3,8,5,5,6
"unam",1,9,9,4,5,9
"unam",3,9,8,5,4,7
"unam",1,9,9,5,5,9
"unam",1,9,9,1,1,2
"unam",1,9,9,9,1,1
"unam",1,9,9,4,5,9
"unam",1,9,9,1,1,9
"unam",1,9,9,4,5,9
"unam",1,5,9,4,5,9
"unam",3,9,5,4,4,8
"unam",1,9,9,9,1,1
"unam",4,8,6,5,5,9
"unam",1,8,9,5,5,9
"unam",2,9,9,5,1,6
"unam",1,8,9,5,4,9
"unam",1,9,9,9,1,9
"unam",1,9,9,6,5,1
"unam",1,9,9,5,5,9
"unam",1,5,8,4,5,9
"unam",1,9,9,5,5,4
"unam",1,9,9,4,5,3
"unam",1,9,9,5,5,9
"unam",1,9,9,5,5,9
"unam",1,9,9,5,5,9
"unam",2,9,9,9,1,1
"unam",1,8,8,4,5,9
"unam",1,9,9,1,5,9
"unam",1,9,1,1,1,9
"unam",1,9,9,5,5,9
"unam",1,9,9,4,5,9
"unam",1,9,9,5,4,9
"unam",2,9,8,5,5,8
"unam",1,9,9,5,2,8
"unam",1,9,9,9,1,9
"unam",1,9,9,5,5,9
"unam",1,5,9,4,5,9
"unam",1,9,9,5,5,9
"unam",2,9,9,5,1,1
"unam",1,9,9,4,5,8
"unam",1,9,9,7,4,7
"unam",1,9,9,4,5,9
"unam",1,9,9,4,1,1
"unam",1,9,9,4,5,9
"unam",1,9,9,1,5,9
"unam",1,9,9,7,1,1
"unam",1,9,1,1,5,9
"unam",1,9,1,4,5,8
"unam",1,9,9,4,5,9
"unam",2,9,9,6,4,6
"unam",1,9,9,7,2,2
"unam",1,9,9,1,3,3
"unam",1,9,9,1,1,1
"unam",1,9,9,1,5,9
"unam",1,8,9,5,5,9
"unam",5,9,9,5,1,1
"unam",5,9,9,9,1,1
"unam",2,9,1,5,5,9
"unam",1,9,9,5,5,9
"unam",1,9,1,5,5,9
"unam",1,9,1,1,1,9
"unam",1,9,9,9,1,1
"unam",1,9,9,4,5,9
"unam",1,9,9,4,5,9
"unam",1,2,9,5,5,9
"unam",1,9,9,4,5,9
"unam",1,9,9,6,3,3
"unam",7,9,8,5,9,1
"unam",5,9,2,5,5,9
"unam",1,9,9,6,1,9
"unam",1,9,9,9,1,1
"unam",1,9,9,8,1,1
"unam",1,9,9,8,1,1
"unam",1,9,9,4,5,9
"unam",1,9,9,4,5,9
"unam",1,9,9,4,5,9
"unam",1,8,9,5,5,9
"unam",1,9,9,4,5,9
"unam",1,9,9,5,4,9
"unam",1,9,9,5,4,9
"unam",3,1,8,5,5,6
"unam",1,9,9,5,5,9
"unam",1,9,9,4,5,9
"unam",1,9,9,1,4,2
"unam",1,9,9,1,5,9
"unam",2,9,9,5,5,9
"unam",1,9,9,5,5,9
"unam",1,9,9,5,3,8
"unam",1,9,9,5,5,9
"unam",2,9,9,6,2,4
"unam",1,9,9,5,5,9
"unam",1,9,9,8,1,1
"unam",1,9,9,4,5,9
"unam",1,9,9,4,5,9
"unam",1,7,9,1,5,4
"unam",1,9,9,4,5,9
"unam",1,7,9,6,2,2
"unam",3,7,3,5,5,9
"unam",1,9,9,1,5,9
"unam",1,8,9,4,5,9
"unam",1,9,9,4,5,9
"unam",1,5,9,5,5,9
"unam",1,9,9,4,5,9
