"g","van.p1.2_1","van.p1.2_2","van.p1.2_3","van.p1.2_4","van.p1.2_5","van.p1.2_6"
"hkust",1,8,9,5,5,9
"hkust",2,8,9,5,5,8
"hkust",1,9,9,5,1,3
"hkust",1,9,9,5,5,9
"hkust",1,9,9,4,5,9
"hkust",4,8,8,6,4,5
"hkust",1,9,9,5,5,9
"hkust",1,9,9,9,1,1
"hkust",1,9,9,4,1,9
"hkust",1,9,9,4,5,9
"hkust",1,9,9,6,5,3
"hkust",5,9,1,1,9,1
"hkust",1,9,9,5,5,7
"hkust",1,9,9,9,5,9
"hkust",5,6,5,5,6,6
"hkust",1,9,9,9,1,1
"hkust",1,9,9,4,5,9
"hkust",1,9,9,6,5,9
"hkust",9,9,9,9,1,1
"hkust",1,9,9,9,1,1
"hkust",6,4,6,6,4,6
"hkust",1,9,9,5,5,9
"hkust",1,9,9,9,1,1
"hkust",5,9,9,4,4,8
"hkust",1,9,9,1,5,9
"hkust",1,9,9,1,1,1
"hkust",1,9,9,5,5,9
"hkust",1,9,9,5,5,9
"hkust",1,9,9,5,2,1
"hkust",3,9,9,5,4,4
"hkust",1,9,9,5,5,9
"hkust",4,8,6,5,4,6
"hkust",1,9,9,1,5,9
"hkust",1,9,9,9,1,1
"hkust",6,9,9,7,1,1
"hkust",1,9,9,7,5,9
"hkust",1,9,6,3,6,9
"hkust",1,9,8,4,5,9
"hkust",1,9,9,5,5,9
"hkust",1,9,9,4,5,9
"hkust",1,9,9,5,5,9
"hkust",1,8,9,4,5,9
"hkusttab",1,2,9,5,5,9
"hkusttab",1,8,9,4,5,9
"hkusttab",1,9,9,9,1,1
"hkusttab",1,9,9,9,1,9
"hkusttab",1,9,9,1,1,1
"hkusttab",1,9,9,9,1,1
"hkusttab",1,9,9,9,1,1
"hkusttab",3,9,8,4,3,6
"hkusttab",5,8,6,7,2,3
"hkusttab",3,9,9,9,1,1
"hkusttab",1,9,9,4,5,9
"hkusttab",1,9,9,5,4,7
"hkusttab",1,9,9,5,5,9
"hkusttab",1,9,9,5,5,9
"hkusttab",1,9,9,4,5,9
"hkusttab",1,9,9,5,5,9
"hkusttab",1,8,9,9,3,9
"hkusttab",1,9,9,5,5,9
"hkusttab",1,8,8,2,4,8
"hkusttab",1,9,9,5,5,9
"hkusttab",1,9,9,9,1,1
"hkusttab",1,9,9,7,1,6
"hkusttab",1,9,9,5,5,9
"hkusttab",1,9,9,9,1,1
"castab",1,9,9,1,5,9
"castab",1,9,9,5,5,9
"castab",1,9,9,5,5,9
"castab",1,8,9,4,5,8
"castab",1,9,5,6,6,5
"cas",1,9,1,1,9,1
"cas",1,9,9,7,3,9
"castab",2,9,9,5,5,9
"cas",3,7,9,6,4,6
"cas",2,9,9,4,5,5
"cas",2,4,9,5,5,7
"castab",1,9,9,4,5,9
"cas",1,9,9,4,5,9
"cas",1,9,9,4,5,9
"castab",1,9,9,5,4,8
"castab",2,9,9,5,1,9
"cas",1,9,9,1,1,1
"cas",8,4,9,8,1,1
"castab",1,9,9,9,1,1
"cas",2,9,9,5,5,9
"castab",8,8,9,9,2,9
"castab",1,9,9,9,1,1
"cas",1,9,9,4,5,9
"cas",1,9,9,5,5,9
"castab",1,9,9,4,5,9
"cas",5,6,9,6,3,6
"castab",1,9,9,9,1,1
"cas",1,9,9,9,1,1
"castab",4,9,9,6,2,1
"cas",1,9,9,5,5,9
"castab",1,9,9,4,4,8
"cas",9,9,9,6,6,2
"cas",1,8,9,8,3,5
"castab",2,9,8,5,5,6
"cas",3,9,9,9,1,1
"castab",1,9,9,5,4,9
"cas",1,9,9,9,1,1
"cas",4,9,8,8,1,1
"castab",1,9,9,1,5,9
"cas",1,9,9,4,5,9
"castab",4,9,5,5,4,6
"castab",1,9,9,4,5,9
"castab",7,6,9,5,3,4
"cas",3,9,9,9,1,1
"cas",2,9,9,5,4,5
"castab",1,9,9,9,1,1
"castab",1,8,9,4,6,9
"cas",1,9,9,4,5,9
"castab",2,8,8,5,4,6
"cas",1,8,7,5,4,7
"cas",1,7,7,4,6,9
"castab",3,9,9,8,4,1
"cas",1,9,9,4,5,9
"castab",3,9,1,4,3,6
"cas",4,6,3,6,2,8
"cas",1,8,9,4,5,9
"castab",5,9,9,5,4,6
"cas",2,9,9,4,5,8
"castab",1,9,9,5,5,9
"cas",1,9,9,6,3,8
"cas",2,9,9,9,1,2
"cas",1,9,9,4,5,9
"castab",1,9,5,3,7,9
"castab",1,9,9,5,5,9
"castab",1,9,9,5,5,9
"cas",1,9,9,5,4,5
"castab",1,9,9,4,5,9
"cas",1,9,9,4,4,3
"cas",1,9,9,7,4,6
"castab",3,9,9,5,3,2
"castab",1,9,9,9,1,8
"cas",1,9,9,9,1,1
"castab",1,9,9,1,5,9
"castab",3,6,6,5,5,6
"cas",1,9,9,5,1,1
"castab",1,9,9,5,5,9
"cas",1,9,9,5,5,9
"castab",1,8,9,4,5,9
"cas",1,9,9,4,5,9
"cas",5,9,9,5,5,9
"castab",1,9,9,4,5,9
"cas",1,9,9,5,5,9
"castab",4,5,2,4,4,6
"cas",2,9,9,5,4,8
"cas",1,9,9,5,5,9
"castab",2,9,9,5,5,8
"castab",2,9,9,5,3,8
"cas",2,9,9,4,3,9
"castab",1,9,9,4,5,9
"cas",5,7,3,5,4,6
"castab",1,9,8,4,1,1
"cas",1,9,9,5,5,8
"castab",1,8,9,5,5,2
"cas",1,8,9,5,5,8
"castab",1,7,9,7,1,9
"castab",1,9,9,7,3,5
"castab",3,8,7,6,3,5
"cas",1,9,9,5,4,9
"cas",1,9,9,5,5,6
"cas",1,9,9,4,1,1
"cas",1,9,9,5,3,9
"castab",3,8,9,6,3,7
"castab",1,9,9,4,1,9
"castab",1,9,9,5,5,9
"cas",1,9,9,6,1,9
"cas",1,9,9,1,3,9
"castab",1,9,9,5,4,9
"cas",1,9,9,5,4,9
"castab",1,9,9,5,5,9
"cas",1,9,9,5,5,9
"castab",1,9,9,5,5,9
"cas",9,1,9,9,1,1
"castab",1,9,9,4,5,9
"cas",8,9,9,9,1,1
"castab",1,9,9,6,1,1
"cas",1,9,9,5,4,6
"cas",1,9,7,7,7,7
"castab",1,9,9,1,7,9
"cas",1,9,9,6,1,1
"castab",1,9,9,9,1,1
"castab",5,9,9,8,3,6
"cas",1,9,9,4,5,9
"cas",1,9,9,4,1,9
"castab",1,9,9,5,5,5
"cas",5,7,5,5,5,6
"cas",1,9,9,9,1,9
"castab",1,9,9,5,4,8
"cas",6,7,7,6,7,6
"zhejiang",1,9,9,5,5,9
"zhejiang",1,9,9,9,1,1
"zhejiang",2,9,9,4,5,9
"zhejiang",4,9,9,9,1,1
"zhejiang",1,7,9,5,5,5
"zhejiang",1,9,9,8,1,1
"zhejiang",1,9,9,1,9,1
"zhejiang",1,3,9,5,4,9
"zhejiang",1,9,9,9,1,1
"zhejiang",2,9,9,5,4,8
"zhejiang",1,9,9,5,5,9
"zhejiang",1,9,9,9,1,1
"zhejiang",1,9,9,4,5,9
"zhejiang",1,9,9,5,5,9
"zhejiang",1,9,9,5,5,9
"zhejiang",2,9,3,5,4,6
"zhejiang",3,8,9,7,2,2
"zhejiang",3,9,9,7,2,5
"zhejiang",1,9,9,9,3,5
"zhejiang",9,9,9,9,1,1
"zhejiang",1,9,1,4,5,8
"zhejiang",1,8,9,4,4,7
"zhejiang",1,9,9,4,5,9
"zhejiang",9,9,9,9,1,1
"zhejiang",1,9,9,4,3,9
"zhejiang",1,9,8,4,4,9
"zhejiang",1,9,1,1,9,9
"zhejiang",1,9,9,8,1,3
"zhejiang",6,6,8,6,3,4
"zhejiang",5,9,1,1,1,1
"zhejiang",1,9,9,4,5,9
"zhejiang",1,9,9,5,5,6
"zhejiang",1,4,5,4,5,9
"zhejiang",1,9,9,4,5,9
"zhejiang",1,9,9,7,2,6
"zhejiang",1,9,9,5,5,9
"zhejiang",1,9,9,5,5,9
"zhejiang",6,5,4,5,6,5
"zhejiang",1,9,9,5,5,9
"zhejiang",1,9,9,6,5,5
"zhejiang",5,7,6,5,4,6
"zhejiang",1,9,9,5,5,9
"zhejiang",1,9,9,4,5,9
"zhejiang",1,3,2,2,2,3
"zhejiang",1,9,9,9,5,9
"zhejiang",1,9,9,4,5,9
"zhejiang",3,8,7,5,6,8
"zhejiang",1,9,9,1,1,6
"zhejiang",1,9,9,4,5,9
"zhejiang",1,9,9,6,5,9
"zhejiang",1,9,9,6,1,9
"zhejiang",1,9,9,5,3,7
"zhejiang",1,9,3,2,5,9
"zhejiang",1,9,9,1,5,9
"zhejiang",1,9,9,5,3,6
"zhejiang",1,9,9,9,5,5
"zhejiang",4,9,9,6,4,2
"zhejiang",5,9,9,6,4,8
"zhejiang",1,9,5,1,3,9
"zhejiang",1,9,9,4,5,9
"zhejiang",1,9,9,6,3,9
"zhejiang",3,8,8,5,5,8
"zhejiang",1,9,9,8,2,5
"zhejiang",1,9,9,4,5,9
"zhejiang",2,9,6,2,4,5
"zhejiang",1,9,9,4,9,9
"zhejiang",9,9,9,9,1,1
"zhejiang",7,7,7,9,7,7
"zhejiang",1,9,1,4,5,9
"zhejiang",5,8,9,5,5,9
"zhejiang",2,9,9,7,5,8
"zhejiang",1,9,9,1,3,9
"zhejiang",1,9,9,4,5,9
"zhejiang",1,9,9,9,1,1
"hunancomp",1,9,6,5,4,5
"hunancomp",5,8,4,4,4,5
"hunancomp",1,9,5,3,2,6
"hunancomp",1,9,4,4,5,9
"zhejiang",5,7,4,3,2,3
"hunancomp",1,9,9,9,1,9
"hunancomp",1,9,9,4,5,9
"hunancomp",1,9,9,9,5,9
"hunancomp",5,6,8,5,6,5
"hunancomp",3,8,9,3,5,5
"hunancomp",1,9,9,4,8,8
"hunancomp",3,9,9,5,4,6
"hunancomp",1,9,9,1,1,9
"hunancomp",1,9,6,7,3,9
"hunancomp",1,8,8,4,5,9
"hunancomp",1,9,9,5,5,9
"hunancomp",1,9,9,5,5,9
"hunancomp",2,7,5,4,5,9
"hunancomp",3,5,4,3,3,5
"hunancomp",1,9,1,4,5,9
"hunancomp",4,9,9,6,4,7
"hunancomp",2,7,9,5,3,7
"hunancomp",3,6,7,6,5,6
"hunancomp",4,7,7,3,2,3
"hunancomp",1,9,9,9,5,9
"hunancomp",3,9,9,5,4,8
"hunancomp",5,4,4,5,4,5
"hunancomp",1,9,9,9,5,9
"hunancomp",5,4,6,5,4,9
"hunancomp",1,9,7,4,5,7
"hunancomp",6,7,9,4,5,9
"hunancomp",5,9,9,5,1,1
"hunancomp",1,9,9,4,5,9
"hunancomp",1,7,6,4,5,7
"hunancomp",1,9,8,9,1,1
"hunancomp",3,8,8,5,4,6
"hunancomp",4,5,4,5,3,5
"hunancomp",1,9,9,4,5,8
"hunancomp",1,9,9,4,5,9
"hunancomp",1,9,9,4,5,9
"hunancomp",1,9,9,4,5,9
"hunancomp",5,4,5,3,5,3
"hunancomp",1,2,7,5,2,7
"hunancomp",1,8,8,5,4,8
"hunancomp",1,9,9,5,1,4
"hunancomp",1,9,8,4,5,9
"hunancomp",3,9,9,5,4,7
"hunancomp",1,7,6,5,5,9
"hunancomp",1,9,9,1,5,9
"hunancomp",5,9,9,8,2,9
"hunancomp",3,8,9,4,5,9
"hunancomp",3,5,5,3,5,6
"hunancomp",2,7,7,5,4,8
"hunancomp",1,9,9,5,5,9
"hunancomp",3,3,3,3,5,2
"hunancomp",1,9,9,9,1,6
"hunancomp",1,9,9,1,1,9
"hunancomp",1,9,9,4,5,9
"hunancomp",1,9,9,5,5,9
"hunancomp",1,5,5,5,3,5
"hunancomp",1,7,9,4,5,9
"hunancomp",2,9,8,5,3,3
"hunancomp",2,9,9,9,1,1
"hunancomp",1,9,9,5,4,5
"hunancomp",4,4,6,6,3,7
"hunancomp",1,8,8,5,3,8
"hunancomp",1,9,9,6,4,7
"hunancomp",1,9,6,5,5,8
"hunancomp",9,2,1,3,5,6
"hunancomp",6,6,5,5,6,6
"hunancomp",1,9,9,4,5,9
"hunancomp",6,5,7,3,4,3
"hunancomp",5,7,7,6,4,8
"hunancomp",1,1,2,2,3,4
"hunancomp",1,9,9,5,4,7
"hunancomp",4,4,4,3,4,5
"hunancomp",1,9,9,4,5,9
"hunancomp",1,9,9,8,2,1
"hunancomp",6,9,2,3,4,3
"hunancomp",1,8,1,4,5,9
"hunancomp",1,9,9,4,5,9
"hunancomp",1,9,9,5,5,8
"hunancomp",5,6,3,5,8,4
"hunancomp",1,2,3,5,3,4
"hunancomp",1,8,8,4,5,9
"hunancomp",5,5,4,5,5,5
"hunancomp",1,9,9,4,5,9
"zhejiang",1,9,9,8,1,3
"hunancomp",1,9,9,9,1,1
"hunancomp",3,4,8,5,4,7
"hunancomp",5,5,5,5,5,5
"hunancomp",1,9,7,6,6,6
"hunancomp",6,7,8,6,8,9
"hunancomp",6,6,6,6,6,7
"hunancomp",1,9,1,4,5,9
"hunancomp",5,3,4,5,4,3
"hunancomp",1,9,9,5,5,9
"hunancomp",1,9,9,1,5,9
"hunancomp",3,9,9,5,3,5
"hunancomp",1,9,9,5,5,9
"hunancomp",2,9,9,6,5,6
"hunancomp",1,9,9,4,5,9
"hunancomp",1,9,9,5,5,9
"hunancomp",1,9,9,5,3,1
"hunancomp",1,9,1,1,1,1
"hunancomp",2,9,9,8,2,6
"hunancomp",1,9,9,4,5,9
"hunancomp",1,9,9,5,5,9
"hunancomp",1,9,9,7,3,7
"hunancomp",1,9,9,9,1,1
"hunancomp",3,9,9,5,3,3
"hunancomp",3,9,8,5,4,7
"hunancomp",1,9,9,4,5,9
"hunancomp",2,2,2,2,2,2
"hunancomp",7,8,8,3,3,5
"hunancomp",1,8,8,5,5,6
"hunancomp",5,3,6,3,6,3
"hunancomp",2,8,6,6,7,8
"hunancomp",1,9,9,6,5,9
"hunancomp",3,3,5,3,4,3
"hunancomp",1,9,8,1,1,8
"hunancomp",1,5,9,5,5,9
"hunancomp",3,9,9,4,5,8
"hunancomp",1,9,9,4,5,9
"hunancomp",1,2,6,6,6,8
"hunancomp",3,8,4,4,6,5
"hunancomp",1,9,9,5,5,9
"hunancomp",4,5,4,7,4,7
"hunancomp",1,9,9,1,1,9
"henan",3,8,7,5,3,7
"henan",1,9,9,5,5,8
"henan",1,9,5,4,5,9
"henan",1,9,9,5,4,7
"henan",5,6,6,6,5,6
"henan",3,2,4,2,2,4
"henan",9,9,9,9,1,1
"henan",1,9,9,5,5,9
"henan",1,2,1,3,1,4
"zhejiang",1,9,9,9,1,1
"purkyne",1,9,7,5,4,8
"purkyne",6,5,6,6,4,6
"purkyne",1,9,9,6,5,1
"purkyne",1,9,9,9,1,1
"purkyne",1,9,1,4,5,9
"purkyne",2,9,7,5,5,9
"purkyne",1,9,9,4,5,9
"purkyne",1,9,9,1,5,9
"purkyne",2,9,9,5,4,7
"purkyne",1,9,1,1,9,9
"purkyne",1,9,9,5,4,9
"purkyne",2,8,7,5,5,8
"purkyne",1,9,9,5,5,8
"purkyne",2,9,9,5,5,8
"purkyne",1,9,9,1,5,9
"purkyne",3,7,8,4,4,8
"purkyne",5,8,9,6,2,3
"purkyne",1,9,9,5,5,9
"purkyne",1,9,9,5,4,8
"purkyne",1,9,9,5,5,9
"purkyne",1,9,9,5,3,9
"purkyne",1,9,9,5,5,9
"purkyne",3,8,8,7,3,7
"purkyne",2,9,8,5,4,8
"purkyne",1,9,9,9,1,1
"purkyne",5,7,9,6,4,5
"purkyne",2,9,9,1,1,1
"purkyne",2,9,5,4,5,7
"purkyne",1,9,9,4,1,5
"purkyne",1,9,9,9,1,1
"purkyne",3,9,9,5,4,8
"purkyne",1,8,9,5,3,9
"purkyne",1,9,9,6,4,8
"purkyne",1,9,9,5,6,9
"purkyne",1,9,9,4,5,9
"purkyne",1,1,1,3,9,1
"purkyne",1,9,9,5,4,9
"purkyne",3,7,7,5,3,7
"purkyne",2,9,2,5,5,8
"purkyne",5,9,9,4,1,1
"purkyne",4,6,9,5,3,6
"purkyne",1,9,9,4,1,9
"purkyne",1,9,9,5,5,9
"purkyne",1,9,9,5,5,9
"purkyne",6,9,9,7,1,1
"purkyne",1,9,9,5,5,9
"purkyne",1,9,9,4,5,9
"purkyne",1,9,9,4,3,9
"purkyne",1,9,9,4,5,9
"purkyne",1,9,8,4,5,9
"purkyne",1,9,1,1,1,1
"purkyne",1,9,9,9,1,1
"purkyne",1,9,9,4,5,9
"purkyne",2,6,7,5,1,8
"purkyne",1,5,9,6,6,5
"purkyne",1,9,9,9,1,1
"purkyne",9,1,9,9,1,1
"purkyne",1,9,1,1,9,7
"purkyne",1,1,8,9,1,9
"purkyne",1,8,8,4,5,8
"purkyne",1,9,9,5,5,9
"purkyne",7,4,9,8,1,1
"purkyne",9,1,9,9,1,1
"purkyne",1,8,9,5,3,7
"purkyne",3,5,7,2,3,7
"purkyne",1,9,9,4,5,9
"purkyne",1,8,9,5,5,9
"purkyne",1,8,9,4,5,8
"purkyne",1,9,9,5,4,8
"purkyne",1,9,9,5,5,9
"purkyne",1,4,9,5,1,2
"purkyne",4,9,9,5,3,9
"purkyne",6,9,9,7,2,1
"purkyne",1,6,3,6,5,3
"purkyne",1,9,9,5,5,9
"purkyne",2,9,1,6,5,9
"purkyne",1,9,9,5,5,9
"purkyne",1,8,9,4,4,8
"purkyne",1,9,9,5,5,9
"purkyne",1,9,9,4,5,9
"purkyne",1,9,9,5,5,9
"purkyne",1,9,9,1,5,9
"purkyne",2,9,9,5,4,8
"purkyne",9,9,9,9,1,1
"purkyne",1,9,9,5,5,9
"purkyne",1,9,1,1,1,9
"purkyne",1,9,1,1,8,3
"purkyne",1,3,9,5,5,9
"purkyne",3,4,4,5,3,6
"purkyne",1,9,9,5,5,7
"purkyne",5,3,4,5,4,5
"purkyne",3,9,1,5,5,9
"purkyne",1,9,9,1,5,9
"purkyne",6,9,9,8,1,1
"purkyne",5,9,3,5,9,3
"purkyne",1,8,9,5,5,1
"purkyne",1,9,9,5,5,9
"purkyne",1,9,9,5,5,9
"purkyne",3,8,8,5,4,8
"purkyne",1,9,1,4,3,9
"purkyne",1,9,9,1,5,7
"purkyne",4,6,9,8,3,4
"purkyne",1,9,9,9,1,1
"purkyne",5,9,7,5,5,8
"purkyne",6,9,8,7,1,1
"purkyne",1,9,1,1,5,1
"purkyne",1,9,1,1,1,9
"purkyne",1,8,1,1,9,1
"purkyne",5,3,1,1,1,1
"purkyne",1,9,1,5,5,9
"purkyne",1,9,1,2,2,9
"purkyne",1,9,1,1,4,1
"purkyne",2,8,9,7,2,2
"purkyne",1,9,9,5,7,9
"purkyne",1,9,9,5,5,9
"purkyne",1,9,1,1,1,9
"purkyne",1,9,9,4,5,9
"purkyne",1,9,9,8,2,2
"purkyne",1,9,9,9,1,1
"purkyne",5,5,4,3,6,8
"purkyne",1,9,9,5,5,9
"purkyne",1,9,9,9,1,1
"purkyne",9,9,9,9,1,1
"purkyne",1,9,9,9,1,1
"purkyne",1,9,9,4,5,9
"purkyne",1,9,9,5,5,9
"purkyne",1,9,9,1,5,9
"purkyne",6,9,1,1,1,9
"purkyne",3,8,8,6,2,6
"purkyne",2,7,6,4,5,9
"purkyne",1,9,9,9,1,2
"purkyne",1,9,9,8,1,4
"purkyne",1,9,9,9,1,1
"purkyne",1,9,9,5,5,9
"navarra",2,9,9,9,1,1
"navarra",1,9,9,5,5,9
"navarra",1,9,9,9,1,1
"navarra",1,9,9,9,1,1
"navarra",1,9,9,9,1,1
"navarra",1,5,9,5,5,9
"navarra",1,9,9,4,5,9
"navarra",1,9,9,4,5,9
"navarra",4,8,6,5,4,4
"navarra",1,9,9,5,3,6
"navarra",4,6,3,2,3,7
"navarra",1,9,9,7,1,1
"navarra",1,9,9,5,4,7
"navarra",1,9,9,4,5,9
"navarra",1,9,9,5,5,9
"navarra",1,9,9,8,1,1
"navarra",1,9,8,6,1,1
"navarra",1,9,9,5,5,9
"navarra",1,9,3,4,4,6
"navarra",1,9,8,5,5,7
"navarra",1,9,9,5,5,9
"navarra",1,8,9,4,5,9
"navarra",2,9,9,4,5,9
"navarra",1,9,9,9,1,9
"navarra",1,9,9,5,5,9
"navarra",3,8,8,4,4,8
"navarra",5,3,6,5,5,6
"navarra",1,9,9,6,5,8
"navarra",1,7,9,8,2,2
"navarra",1,9,9,9,1,1
"navarra",1,9,9,5,5,9
"navarra",1,9,9,5,5,9
"navarra",1,9,9,1,5,9
"navarra",1,9,9,5,5,9
"navarra",1,9,9,5,5,9
"navarra",2,9,8,5,6,8
"navarra",1,9,9,1,1,9
"navarra",1,9,9,4,5,8
"navarra",1,9,9,1,5,9
"navarra",4,3,9,7,4,4
"navarra",1,9,9,5,5,9
"navarra",1,9,9,4,5,9
"navarra",1,9,9,2,3,3
"navarra",1,8,9,4,5,9
"navarra",1,9,1,4,5,9
"navarra",1,9,9,5,5,9
"navarra",1,9,9,5,3,3
"navarra",6,1,9,9,3,6
"lausanne",1,9,1,1,9,1
"lausanne",1,9,9,1,5,9
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,5,2,6
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,1,8,4
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,5,5,9
"lausanne",2,6,6,3,4,9
"lausanne",1,9,1,1,1,9
"lausanne",1,9,9,6,2,2
"lausanne",9,9,9,9,1,1
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,6,1,9
"lausanne",1,9,9,6,3,6
"lausanne",1,9,9,8,1,1
"lausanne",1,9,9,1,5,9
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,1,5,9
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,7,3,5
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,5,5,9
"lausanne",1,5,9,5,5,5
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,1,5,9
"lausanne",1,9,1,1,1,1
"lausanne",1,8,9,4,5,9
"lausanne",1,8,9,5,6,7
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,6,4,1
"lausanne",1,9,9,6,1,1
"lausanne",1,9,9,1,1,9
"lausanne",5,4,5,8,3,2
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,4,5,9
"lausanne",1,9,1,1,1,9
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,8,1,1
"lausanne",1,7,9,3,5,9
"lausanne",1,4,3,4,5,5
"lausanne",1,9,9,9,1,1
"lausanne",1,9,9,8,5,6
"lausanne",1,9,9,3,5,9
"lausanne",1,8,9,6,5,7
"lausanne",1,9,1,1,9,9
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,9,1,9
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,5,5,9
"lausanne",2,8,8,4,5,8
"lausanne",3,9,9,5,5,9
"lausanne",1,9,9,1,5,9
"lausanne",1,9,9,5,5,9
"lausanne",9,9,9,4,1,9
"lausanne",1,9,1,4,5,9
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,4,5,9
"lausanne",1,9,1,1,1,9
"lausanne",9,1,9,9,1,1
"lausanne",1,9,9,4,5,9
"lausanne",5,9,9,7,2,2
"lausanne",2,9,9,5,4,8
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,9,1,1
"lausanne",2,9,9,5,4,8
"lausanne",1,9,9,4,5,9
"lausanne",1,9,1,1,1,9
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,5,4,8
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,1,5,9
"lausanne",1,8,3,4,5,9
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,9,1,1
"lausanne",1,9,9,4,7,8
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,6,3,3
"lausanne",1,9,9,1,5,9
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,1,5,9
"lausanne",1,9,9,4,5,8
"lausanne",1,9,9,5,5,9
"lausanne",1,9,9,5,1,1
"lausanne",1,9,9,1,5,9
"lausanne",1,9,1,1,1,9
"lausanne",2,9,6,4,5,9
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,4,5,9
"lausanne",1,9,1,1,1,9
"lausanne",1,8,9,4,5,9
"lausanne",1,9,9,6,1,1
"lausanne",1,9,9,9,1,1
"lausanne",1,9,9,4,5,9
"lausanne",1,9,9,4,5,2
"poitiers",1,9,9,4,5,9
"poitiers",1,8,9,5,5,9
"poitiers",1,9,9,4,5,9
"poitiers",6,6,9,6,2,5
"poitiers",1,9,9,9,1,1
"poitiers",1,9,9,9,1,1
"poitiers",1,9,9,5,5,9
"poitiers",1,9,9,5,4,5
"poitiers",1,9,9,5,5,9
"poitiers",1,9,9,5,4,5
"poitiers",1,9,9,4,5,6
"poitiers",1,9,9,1,5,9
"poitiers",1,9,1,1,1,1
"poitiers",1,9,9,4,5,9
"poitiers",1,9,9,1,9,1
"poitiers",1,8,9,5,5,9
"poitiers",9,1,4,9,4,7
"poitiers",1,9,9,1,5,9
"poitiers",1,8,2,1,8,2
"poitiers",1,9,9,4,5,9
"poitiers",1,9,9,5,5,9
"poitiers",1,9,1,1,1,9
"poitiers",1,9,9,1,9,9
"poitiers",1,9,9,4,5,9
"poitiers",1,9,9,5,5,9
"poitiers",9,9,9,9,1,1
"poitiers",2,9,8,5,1,1
"poitiers",1,9,9,4,5,9
"poitiers",1,9,9,5,5,9
"poitiers",1,9,9,5,4,9
"poitiers",1,9,9,5,3,8
"poitiers",7,4,9,5,2,1
"poitiers",1,9,2,3,8,9
"poitiers",1,8,9,6,5,7
"poitiers",3,1,5,3,6,9
"poitiers",1,9,9,1,9,1
"poitiers",1,9,9,5,5,5
"poitiers",1,9,9,9,1,9
"poitiers",1,9,5,5,5,9
"poitiers",1,9,9,4,5,9
"poitiers",1,9,9,5,5,9
"poitiers",2,9,8,6,4,6
"poitiers",1,9,9,6,4,6
"eltetab",1,9,2,2,5,9
"eltetab",5,9,2,5,2,1
"elte",1,9,9,6,2,7
"eltetab",1,9,9,5,2,2
"elte",1,9,9,5,1,1
"eltetab",1,9,9,5,3,3
"elte",1,8,9,6,5,7
"eltetab",1,9,9,1,5,9
"elte",1,9,9,5,1,1
"elte",1,9,1,1,1,9
"eltetab",1,9,9,5,5,9
"elte",1,9,9,6,5,5
"eltetab",1,9,9,4,5,9
"eltetab",1,8,4,5,5,9
"elte",1,9,1,4,5,9
"elte",1,8,7,1,5,9
"eltetab",1,9,9,5,5,9
"eltetab",1,9,1,5,5,9
"elte",1,9,9,6,1,3
"elte",1,8,9,5,5,9
"eltetab",1,9,9,5,5,7
"elte",2,5,7,5,6,4
"elte",1,9,9,5,5,9
"eltetab",1,9,9,4,5,9
"elte",1,9,9,5,5,9
"eltetab",1,9,9,4,5,9
"elte",1,9,9,5,4,9
"eltetab",1,9,9,4,5,5
"elte",1,9,9,8,2,2
"eltetab",1,9,9,4,5,9
"elte",1,9,9,5,5,9
"eltetab",1,9,9,5,5,9
"elte",1,8,9,4,5,9
"elte",1,9,9,5,5,9
"elte",1,9,9,1,1,9
"elte",1,9,9,5,3,7
"eltetab",1,9,1,1,1,9
"elte",3,8,9,5,5,8
"eltetab",1,9,9,4,5,9
"eltetab",1,9,9,4,5,9
"elte",1,9,9,1,5,9
"elte",1,9,9,5,4,5
