"g","mcsome1","mcsome2","mcsome3","mcsome4","mcsome5"
"UniversityOfVirginia",0,0,0,0,1
"UniversityOfVirginia",0,0,0,0,1
"VirginiaCommonwealthUniversity",1,1,1,1,1
"VirginiaCommonwealthUniversity",0,1,1,0,0
"VirginiaCommonwealthUniversity",1,1,1,1,1
"VirginiaCommonwealthUniversity",0,1,1,0,0
"VirginiaCommonwealthUniversity",1,1,1,0,1
"VirginiaCommonwealthUniversity",1,1,1,1,1
"VirginiaCommonwealthUniversity",0,0,1,0,1
"VirginiaCommonwealthUniversity",0,0,1,0,0
"VirginiaCommonwealthUniversity",1,0,1,0,1
"VirginiaCommonwealthUniversity",1,1,1,1,1
"VirginiaCommonwealthUniversity",0,0,1,0,0
"VirginiaCommonwealthUniversity",0,1,1,1,0
"VirginiaCommonwealthUniversity",0,1,1,0,1
"VirginiaCommonwealthUniversity",1,1,1,1,1
"VirginiaCommonwealthUniversity",1,1,1,1,1
"VirginiaCommonwealthUniversity",1,1,1,0,1
"VirginiaCommonwealthUniversity",1,1,1,0,0
"VirginiaCommonwealthUniversity",0,1,0,0,0
"VirginiaCommonwealthUniversity",0,0,0,1,1
"VirginiaCommonwealthUniversity",0,1,1,0,1
"VirginiaCommonwealthUniversity",0,1,0,0,1
"VirginiaCommonwealthUniversity",1,1,1,1,0
"VirginiaCommonwealthUniversity",0,1,1,1,1
"VirginiaCommonwealthUniversity",1,1,1,1,1
"VirginiaCommonwealthUniversity",1,1,1,0,0
"VirginiaCommonwealthUniversity",0,1,1,0,0
"VirginiaCommonwealthUniversity",0,1,0,1,1
"VirginiaCommonwealthUniversity",0,0,1,1,0
"VirginiaCommonwealthUniversity",0,0,0,0,0
"VirginiaCommonwealthUniversity",0,1,0,1,1
"VirginiaCommonwealthUniversity",0,0,0,0,0
"VirginiaCommonwealthUniversity",0,1,0,1,0
"VirginiaCommonwealthUniversity",1,1,0,1,0
"VirginiaCommonwealthUniversity",1,1,1,1,1
"VirginiaCommonwealthUniversity",0,1,1,0,1
"VirginiaCommonwealthUniversity",1,1,1,1,0
"VirginiaCommonwealthUniversity",0,0,1,0,0
"VirginiaCommonwealthUniversity",0,0,1,0,0
"VirginiaCommonwealthUniversity",1,1,1,1,0
"VirginiaCommonwealthUniversity",0,1,1,0,0
"VirginiaCommonwealthUniversity",0,0,0,0,0
"VirginiaCommonwealthUniversity",0,1,0,1,0
"VirginiaCommonwealthUniversity",0,1,1,0,0
"VirginiaCommonwealthUniversity",1,1,1,1,1
"VirginiaCommonwealthUniversity",0,1,1,1,1
"VirginiaCommonwealthUniversity",1,1,1,0,1
"VirginiaCommonwealthUniversity",0,1,0,0,1
"VirginiaCommonwealthUniversity",0,1,1,1,0
