"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"g","factor",6905,0,75,NA,NA,339,"mturk_india",NA,0.981056428901388,NA,NA,NA,NA,NA,NA,NA,NA,NA
"and1.4_1","integer",6905,0,5,3.2314265025344,3,3,NA,1.11869324327958,NA,1,5,4,-0.34863426072909,-5.9148072702466,-0.601230438964129,-5.10087077696519,NA,NA
"and1.4_4","integer",6905,0,5,2.86980448950036,3,3,NA,1.19299047768479,NA,1,5,4,-0.0781199508669353,-1.32535583959176,-0.950843623410257,-8.06700748630334,NA,NA
"and1.4_5","integer",6905,0,5,2.46140477914555,2,2,NA,1.25118509138919,NA,1,5,4,0.319650127170241,5.42307256942529,-1.0472461307143,-8.88489144637123,NA,NA
"and1.4_8","integer",6905,0,5,2.6557566980449,3,3,NA,1.24972382066338,NA,1,5,4,0.141001640377186,2.39218465183415,-1.08359773249988,-9.19330035454869,NA,NA
"and1.4_9","integer",6905,0,5,2.86082548877625,3,3,NA,1.20743000192442,NA,1,5,4,-0.0783148961200017,-1.32866321276193,-0.950908709361784,-8.06755967895131,NA,NA
"and1.4_12","integer",6905,0,5,3.13975380159305,3,3,NA,1.21227174276707,NA,1,5,4,-0.256203803834103,-4.34666437662688,-0.844877425190035,-7.1679846677333,NA,NA
"and1.4_14","integer",6905,0,5,3.28573497465605,3,3,NA,1.08083248240054,NA,1,5,4,-0.395214244576838,-6.70506702995712,-0.463036514635251,-3.92842622911792,NA,NA
"and1.4_17","integer",6905,0,5,2.73729181752353,3,3,NA,1.225894295848,NA,1,5,4,0.065272868294615,1.10739671749829,-1.012187407581,-8.58745138891766,NA,NA
"and1.4_18","integer",6905,0,5,2.85503258508327,3,3,NA,1.22130372763828,NA,1,5,4,-0.0443122351291021,-0.751785925899452,-0.994955919352717,-8.44125853331521,NA,NA
"and1.4_19","integer",6905,0,5,2.62230267921796,3,3,NA,1.24996902553746,NA,1,5,4,0.149248803720395,2.53210314865461,-1.07482007832601,-9.11883027325517,NA,NA
