"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"g","factor",471,0,5,NA,NA,174,"Oregon",NA,0.727268629333622,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAT16","integer",471,0,2,0.56687898089172,1,1,NA,0.496033870029892,NA,0,1,1,-0.269082380595077,-1.19582285454577,-1.93168239533293,-4.30124111877245,NA,NA
"SAT17","integer",471,0,2,0.762208067940552,1,1,NA,0.426183717275707,NA,0,1,1,-1.22788061724005,-5.45679617335851,-0.493343113786591,-1.09851789911684,NA,NA
"SAT18","integer",471,0,2,0.360934182590234,0,0,NA,0.480782139717791,NA,0,1,1,0.577270033278169,2.56543255456489,-1.67029206269958,-3.71920814612198,NA,NA
"SAT19","integer",471,0,2,0.632696390658174,1,1,NA,0.482582757942657,NA,0,1,1,-0.548774920634065,-2.43879807605567,-1.70244711024364,-3.79080719004699,NA,NA
"SAT20","integer",471,0,2,0.375796178343949,0,0,NA,0.484842761159939,NA,0,1,1,0.511259027475633,2.27207455313925,-1.74229984360724,-3.87954652724503,NA,NA
"SAT21","integer",471,0,2,0.681528662420382,1,1,NA,0.46637875978755,NA,0,1,1,-0.776807465803252,-3.4521922956642,-1.39952804456606,-3.1163029630061,NA,NA
