"g","sysjust1","sysjust2","sysjust3","sysjust4","sysjust5","sysjust6","sysjust7","sysjust8"
"wisc    ",3,3,3,4,4,3,2,4
"wisc    ",3,3,6,5,5,2,3,4
"wisc    ",2,5,3,2,5,7,3,4
"brasilia",2,2,5,4,5,1,5,3
"uva     ",3,2,3,6,3,3,2,4
"uva     ",5,5,3,6,6,6,6,5
"uva     ",5,2,3,7,7,4,4,3
"wisc    ",4,4,4,6,4,2,4,4
"tamuc   ",2,3,5,6,5,1,4,3
"wisc    ",5,3,3,6,4,2,5,3
"wisc    ",3,5,4,5,5,3,4,4
"wisc    ",5,5,6,4,6,2,3,2
"wisc    ",3,4,5,3,5,4,4,4
"wisc    ",3,4,5,3,2,1,5,2
"uva     ",6,1,3,4,5,5,2,4
"wisc    ",3,2,5,6,4,3,5,5
"wisc    ",3,4,4,3,4,7,4,4
"wisc    ",4,2,3,5,4,3,4,4
"wisc    ",4,5,4,4,4,4,4,4
"wisc    ",1,7,4,4,5,1,4,7
"wl      ",5,3,4,6,5,3,4,3
"wl      ",3,1,6,6,4,4,3,5
"luc     ",2,4,5,2,6,1,3,1
"wisc    ",5,6,7,7,5,2,4,3
"wisc    ",2,2,3,3,3,2,3,2
"wisc    ",5,5,3,6,4,3,4,3
"wisc    ",5,3,2,7,5,5,4,2
"wisc    ",5,5,4,2,5,4,4,5
"csun    ",4,2,3,4,3,1,3,4
"sdsu    ",5,6,6,5,7,6,3,4
"sdsu    ",4,3,3,6,5,6,6,3
"sdsu    ",4,4,6,3,4,4,2,3
"sdsu    ",6,2,2,4,2,4,1,4
"luc     ",2,2,4,2,5,3,3,1
"luc     ",1,1,2,1,4,1,1,1
"sdsu    ",5,6,5,7,6,5,4,4
"sdsu    ",1,1,3,4,4,2,2,3
"sdsu    ",2,5,3,4,5,2,5,2
"oxy     ",5,3,2,6,6,1,6,2
"sdsu    ",3,3,4,7,5,3,2,4
"sdsu    ",3,5,5,4,4,5,3,4
"sdsu    ",3,3,3,6,5,3,4,4
"sdsu    ",2,4,4,4,6,1,3,1
"jmu     ",5,4,5,7,5,3,5,3
"jmu     ",2,2,5,6,4,5,3,2
"mcdaniel",3,3,5,2,4,2,4,1
"jmu     ",4,4,6,7,5,5,6,4
"brasilia",3,2,2,2,2,1,5,2
"msvu    ",3,3,5,6,5,6,5,4
"msvu    ",1,2,2,5,3,1,1,3
"msvu    ",6,3,7,5,4,3,5,5
"mcdaniel",3,1,1,5,3,5,1,5
"tamuc   ",2,3,3,3,2,1,3,3
"tamuc   ",5,3,5,3,4,6,3,5
"tamuc   ",4,4,4,4,4,4,4,4
"mcdaniel",2,2,3,6,4,2,2,1
"vcu     ",4,4,3,3,4,4,4,4
"vcu     ",6,6,6,2,5,5,5,2
"vcu     ",5,3,2,4,4,5,3,3
"wisc    ",6,5,4,5,6,6,4,4
"wisc    ",5,3,5,5,4,5,6,3
"wisc    ",5,5,6,5,6,5,5,5
"wisc    ",4,3,6,4,3,4,7,4
"wisc    ",4,5,4,7,5,3,3,3
"wisc    ",4,3,2,3,4,4,3,3
"qccuny  ",5,6,4,5,6,6,5,4
"wisc    ",4,2,3,6,4,3,4,6
"wisc    ",5,3,6,7,5,3,7,3
"brasilia",2,2,3,2,4,6,1,2
"wisc    ",5,4,4,4,4,2,4,3
"qccuny  ",3,3,3,7,2,7,2,7
"ithaca  ",4,3,2,5,3,4,3,4
"ithaca  ",4,3,3,4,6,3,4,5
"msvu    ",1,1,1,6,4,3,3,3
"msvu    ",3,1,4,5,1,1,2,2
"ithaca  ",4,5,5,4,5,3,5,2
"mcdaniel",5,5,4,5,3,2,4,2
"msvu    ",2,4,2,7,5,1,3,2
"vcu     ",3,4,6,3,5,1,6,3
"vcu     ",5,5,6,5,6,7,4,3
"vcu     ",2,3,3,4,4,2,4,2
"wisc    ",3,4,4,5,3,2,3,4
"wisc    ",2,1,1,7,5,1,6,3
"vcu     ",7,5,4,5,5,1,3,3
"vcu     ",4,1,4,4,4,6,3,7
"msvu    ",1,2,3,3,5,2,2,2
"msvu    ",3,2,4,5,5,3,5,3
"vcu     ",3,4,3,6,5,3,1,3
"ithaca  ",4,5,5,6,6,3,4,5
"ithaca  ",3,3,5,4,4,4,5,2
"ithaca  ",2,2,4,3,4,1,3,4
"ithaca  ",2,2,5,4,3,2,4,3
"ithaca  ",4,3,3,3,4,2,3,4
"vcu     ",6,6,5,6,6,6,3,3
"mcdaniel",5,5,5,7,4,5,5,6
"brasilia",1,2,3,4,4,1,3,2
"vcu     ",4,4,3,4,4,4,3,6
"mcdaniel",2,2,1,1,3,1,1,3
"mcdaniel",3,3,4,5,5,4,4,4
"luc     ",3,4,6,6,2,1,4,2
"ufl     ",6,4,4,5,4,6,5,4
"ufl     ",3,1,4,4,3,6,3,4
"ufl     ",NA,4,4,7,5,7,4,5
"brasilia",4,1,3,2,3,6,1,5
"wl      ",4,3,7,5,5,5,5,5
"qccuny  ",4,5,4,5,3,4,5,4
"qccuny  ",4,4,1,4,4,2,2,2
"qccuny  ",3,5,6,5,5,1,5,3
"brasilia",4,3,6,5,5,3,6,4
"sdsu    ",3,4,5,3,4,3,4,3
"sdsu    ",1,4,3,5,5,3,3,4
"sdsu    ",2,2,5,4,3,2,4,3
"sdsu    ",2,3,1,4,6,4,1,3
"luc     ",1,2,2,2,3,1,3,1
"luc     ",3,1,1,2,3,2,2,3
"luc     ",3,4,3,2,3,1,2,2
"oxy     ",2,2,2,6,5,2,6,1
"sdsu    ",5,5,5,6,5,7,4,4
"sdsu    ",5,6,7,7,6,4,6,5
"sdsu    ",3,4,3,6,5,1,2,2
"mcdaniel",3,1,5,4,5,2,3,2
"qccuny2 ",3,5,5,4,4,3,4,5
"qccuny2 ",3,5,6,3,4,1,3,3
"qccuny2 ",5,6,7,6,7,2,5,5
"mcdaniel",3,6,3,4,4,3,4,2
"sdsu    ",2,2,3,3,5,4,3,3
"sdsu    ",3,2,3,1,4,1,6,3
"sdsu    ",3,5,3,4,3,1,5,1
"luc     ",3,2,6,4,5,3,3,3
"luc     ",3,4,4,3,5,2,3,5
"luc     ",5,5,4,6,4,1,3,1
"luc     ",1,1,7,4,3,4,5,1
"luc     ",5,4,4,6,6,3,4,3
"sdsu    ",5,4,3,6,5,3,3,2
"sdsu    ",3,5,3,2,5,1,4,1
"sdsu    ",6,5,4,6,6,3,4,4
"mcdaniel",2,3,2,4,5,1,2,1
"luc     ",3,3,4,5,3,3,4,3
"luc     ",1,1,1,1,1,1,1,1
"luc     ",5,5,5,6,2,1,4,4
"sdsu    ",3,3,4,5,4,6,4,2
"sdsu    ",5,3,4,4,5,5,6,5
"charles ",4,4,4,4,3,5,5,3
"charles ",1,6,5,6,5,6,3,7
"charles ",2,2,4,4,3,7,7,2
"charles ",3,1,3,3,3,4,5,2
"charles ",5,3,NA,3,5,5,3,5
"charles ",3,2,2,2,3,5,5,6
"charles ",2,4,5,4,3,5,4,5
"wku     ",3,1,1,3,3,3,3,3
"ufl     ",1,1,1,3,1,1,1,5
"vcu     ",4,3,5,1,3,4,4,4
"msvu    ",3,3,4,5,1,2,3,1
"msvu    ",2,3,5,7,3,3,5,3
"msvu    ",2,4,4,6,5,2,3,3
"vcu     ",3,1,3,5,4,1,1,1
"brasilia",3,2,3,5,6,3,5,7
"ithaca  ",5,4,4,7,5,5,4,5
"ithaca  ",3,3,2,4,6,1,2,1
"ithaca  ",4,6,4,5,6,4,5,4
"ithaca  ",3,2,2,2,3,3,4,2
"msvu    ",5,3,6,2,3,1,5,2
"vcu     ",6,2,4,1,3,5,5,4
"ufl     ",3,4,2,6,4,7,1,3
"msvu    ",1,3,3,6,5,1,1,2
"oxy     ",2,2,5,3,1,1,4,2
"qccuny2 ",3,1,1,4,4,1,1,4
"ithaca  ",3,3,1,5,5,4,4,6
"ithaca  ",3,1,2,5,4,3,2,3
"ithaca  ",2,2,5,3,3,6,4,5
"ithaca  ",3,5,4,3,4,3,4,3
"brasilia",2,3,5,5,5,1,4,3
"msvu    ",3,2,4,2,3,3,4,1
"qccuny2 ",1,1,1,4,5,1,1,1
"qccuny2 ",3,3,3,4,3,4,3,2
"luc     ",1,1,1,2,1,1,1,1
"msvu    ",2,1,1,5,2,3,2,1
"qccuny2 ",3,1,3,1,3,1,2,3
"luc     ",4,3,NA,6,4,3,4,3
"brasilia",5,3,2,5,5,5,4,3
"msvu    ",4,3,6,7,5,4,6,4
"wpi     ",5,4,4,4,4,3,4,4
"luc     ",3,6,7,7,3,2,5,1
"luc     ",3,3,3,7,5,2,4,3
"luc     ",3,4,5,7,4,5,3,4
"qccuny2 ",4,3,4,7,6,2,4,3
"luc     ",2,3,2,4,4,2,3,1
"ithaca  ",4,2,5,6,3,3,4,3
"ithaca  ",5,3,5,4,5,3,4,4
"ithaca  ",2,2,3,5,4,1,4,2
"brasilia",3,2,2,5,1,1,4,2
"jmu     ",1,1,1,5,3,3,3,1
"ithaca  ",2,1,1,3,4,1,2,2
"ithaca  ",7,2,3,6,5,6,3,6
"luc     ",5,4,5,5,5,5,5,3
"brasilia",5,4,5,3,4,5,2,5
"tamuc   ",5,5,6,3,5,5,5,3
"tamuc   ",3,2,3,6,5,2,1,3
"tamuc   ",4,4,4,4,4,4,4,4
"sdsu    ",3,3,6,3,4,2,4,3
"sdsu    ",2,1,3,1,3,1,7,1
"sdsu    ",6,4,4,7,5,5,6,5
"jmu     ",5,3,4,5,6,3,6,3
"sdsu    ",3,4,6,4,3,5,5,2
"sdsu    ",5,3,4,2,4,1,4,1
"sdsu    ",1,1,1,3,3,3,5,1
"sdsu    ",3,2,3,4,4,3,4,5
"qccuny  ",5,5,5,4,5,5,5,3
"qccuny  ",3,3,3,4,4,2,3,2
"luc     ",4,5,5,7,5,3,5,1
"luc     ",1,1,1,2,1,1,1,1
"luc     ",4,2,5,6,4,3,4,4
"luc     ",1,3,5,7,5,1,5,1
"qccuny  ",4,3,3,7,4,1,3,3
"qccuny  ",3,5,2,3,4,2,3,3
"qccuny  ",1,1,7,1,1,1,1,1
"mcdaniel",3,3,3,3,4,2,4,1
"qccuny  ",2,4,3,7,5,2,3,2
"sdsu    ",3,3,4,4,4,4,4,4
"sdsu    ",2,4,6,3,3,3,3,2
"sdsu    ",3,3,3,3,4,3,4,4
"jmu     ",4,5,4,5,4,3,4,3
"oxy     ",1,2,2,2,3,2,4,2
"jmu     ",3,3,3,7,3,6,2,3
"luc     ",4,4,5,7,4,3,4,3
"oxy     ",3,3,7,6,5,5,6,3
"luc     ",6,3,4,7,3,5,6,5
"oxy     ",3,2,5,2,3,1,4,2
"sdsu    ",3,1,3,4,4,4,3,1
"sdsu    ",3,3,3,5,4,3,4,3
"sdsu    ",1,1,4,3,3,1,1,1
"sdsu    ",2,3,4,6,5,3,3,4
"oxy     ",3,5,4,5,4,3,4,3
"luc     ",6,6,5,7,6,5,5,1
"luc     ",5,5,4,3,5,4,3,3
"qccuny  ",4,3,4,3,3,3,4,5
"qccuny  ",3,5,3,3,5,4,3,4
"qccuny  ",6,4,2,5,2,2,3,2
"msvu    ",3,2,4,5,5,2,3,2
"qccuny2 ",3,2,4,6,5,1,5,3
"msvu    ",5,3,6,6,4,2,2,2
"qccuny  ",4,4,3,6,6,4,5,2
"tamuc   ",2,2,2,2,3,1,3,3
"tamuc   ",6,5,5,6,5,6,5,5
"charles ",4,2,3,4,2,1,4,4
"charles ",2,2,3,5,3,7,4,3
"charles ",6,5,4,3,3,2,4,2
"msvu    ",5,4,4,5,5,3,3,3
"brasilia",1,1,4,4,1,1,1,4
"luc     ",2,2,5,5,3,1,4,3
"luc     ",4,3,3,1,5,4,4,5
"charles ",5,2,2,4,5,7,6,3
"charles ",3,2,3,5,3,5,5,3
"charles ",5,2,5,6,2,2,7,3
"brasilia",3,1,1,1,3,4,4,1
"charles ",1,1,1,2,2,5,3,1
"charles ",6,3,3,4,5,5,5,3
"charles ",5,5,2,1,2,7,5,6
"charles ",3,2,3,4,5,2,3,3
"charles ",3,2,5,5,5,4,3,5
"qccuny  ",4,3,3,4,4,3,2,3
"qccuny  ",1,2,3,5,3,2,4,4
"qccuny  ",4,7,4,4,4,7,1,7
"qccuny  ",4,6,7,6,4,4,5,3
"brasilia",1,1,2,5,4,2,5,1
"ithaca  ",4,5,3,2,5,3,4,6
"wku     ",3,3,6,4,4,4,5,2
"qccuny2 ",4,4,4,5,3,1,4,2
"wku     ",4,3,4,5,5,5,5,3
"brasilia",1,2,3,4,2,2,4,3
"wku     ",1,3,4,7,4,1,5,1
"wku     ",2,3,3,7,6,5,1,1
"wku     ",4,5,3,6,4,5,2,3
"wku     ",4,2,3,5,5,2,3,2
"wku     ",4,3,3,4,4,5,2,4
"wku     ",3,4,7,6,5,4,5,3
"ithaca  ",5,4,7,6,5,2,5,5
"qccuny2 ",2,4,2,3,4,1,2,3
"ithaca  ",5,5,5,4,4,6,5,5
"brasilia",2,2,3,4,3,2,5,3
"wku     ",2,4,4,5,4,1,5,2
"luc     ",4,4,4,3,3,4,4,3
"wku     ",2,1,3,5,5,5,1,5
"ithaca  ",4,3,3,4,2,1,3,2
"ithaca  ",3,2,4,7,4,1,2,1
"ithaca  ",1,3,3,1,3,1,2,1
"wku     ",7,7,4,7,7,4,3,4
"wku     ",5,3,3,7,5,2,3,1
"qccuny  ",3,2,2,7,5,7,1,4
"qccuny  ",6,6,6,6,6,5,5,5
"wku     ",3,3,3,5,2,3,5,2
"wku     ",3,3,2,4,6,2,3,4
"ufl     ",2,2,1,7,7,2,1,1
"wku     ",4,1,3,1,2,3,4,2
"luc     ",3,1,5,5,3,1,1,3
"luc     ",1,1,1,3,4,4,4,2
"luc     ",4,5,6,4,6,3,4,3
"oxy     ",5,3,4,3,3,2,5,3
"luc     ",1,2,3,3,2,1,2,2
"luc     ",1,2,5,1,3,1,5,5
"luc     ",5,4,6,2,5,5,4,3
"luc     ",3,4,5,6,5,2,5,4
"luc     ",3,2,2,6,3,4,6,2
"qccuny2 ",5,5,4,6,3,2,6,5
"charles ",6,5,6,2,3,1,6,5
"charles ",3,2,5,3,3,1,4,3
"charles ",3,2,4,2,1,7,4,2
"charles ",5,3,6,4,1,5,7,6
"charles ",5,3,3,4,2,1,3,2
"charles ",5,6,4,5,2,3,3,4
"luc     ",3,3,4,5,5,4,4,3
"brasilia",3,2,7,6,3,3,5,2
"tamuc   ",5,1,3,6,6,7,1,5
"qccuny2 ",4,4,4,2,4,6,3,5
"tamuc   ",5,3,5,5,5,4,3,3
"luc     ",5,3,6,6,4,5,1,5
"brasilia",3,1,5,3,5,1,5,2
"tamuc   ",2,1,1,4,5,6,1,3
"tamuc   ",5,3,3,5,3,3,3,3
"qccuny  ",2,4,4,5,5,4,6,5
"qccuny  ",5,3,3,3,5,6,2,2
"brasilia",1,1,6,4,4,3,4,1
"vcu     ",2,2,1,3,5,1,2,1
"vcu     ",2,1,2,2,3,1,2,3
"tamuc   ",5,3,3,6,5,5,2,3
"wpi     ",2,4,4,3,3,5,3,5
"wpi     ",5,5,3,7,6,6,3,4
"brasilia",3,1,2,4,5,1,3,1
"vcu     ",2,4,5,5,3,1,5,4
"vcu     ",4,3,4,5,4,6,3,1
"vcu     ",2,1,3,7,3,6,6,2
"tamuc   ",5,2,7,6,2,4,5,2
"qccuny2 ",4,3,4,3,4,2,5,4
"qccuny  ",3,1,2,3,3,1,3,3
"qccuny  ",5,5,4,6,4,3,6,5
"tamuc   ",3,4,4,4,5,6,5,3
"wpi     ",3,4,2,3,4,5,2,3
"qccuny  ",5,5,7,5,1,1,2,1
"wpi     ",3,5,1,3,1,3,1,1
"tamuc   ",5,4,6,6,5,3,3,4
"vcu     ",4,5,5,6,4,4,4,5
"qccuny  ",4,4,2,2,2,1,4,1
"qccuny2 ",2,3,1,3,2,1,5,2
"vcu     ",4,5,4,4,5,5,2,3
"qccuny  ",5,5,4,5,5,4,4,4
"vcu     ",4,3,3,4,4,3,3,3
"vcu     ",5,5,5,3,6,3,3,3
"qccuny2 ",NA,NA,NA,NA,NA,NA,NA,NA
"tamuc   ",4,5,5,4,3,2,4,4
"vcu     ",2,4,4,5,5,7,3,5
"vcu     ",2,1,2,7,5,5,2,1
"luc     ",4,1,1,4,3,4,1,4
"luc     ",5,4,4,4,4,2,4,4
"luc     ",1,2,2,5,2,2,3,4
"luc     ",4,4,4,3,2,2,4,4
"luc     ",5,4,5,4,5,3,4,3
"luc     ",3,2,3,4,3,1,3,3
"luc     ",4,3,3,2,5,5,4,5
"luc     ",3,1,5,7,5,4,5,4
"luc     ",2,2,5,6,6,3,7,4
"oxy     ",6,3,3,5,5,5,3,5
"oxy     ",4,4,4,3,4,2,6,2
"luc     ",3,4,4,3,4,3,4,4
"qccuny  ",3,2,2,4,4,6,3,4
"qccuny  ",5,4,4,4,4,2,4,2
"qccuny  ",2,6,1,1,6,3,5,7
"vcu     ",3,3,3,3,2,1,4,3
"ufl     ",2,2,3,2,4,1,4,1
"qccuny  ",4,5,3,4,5,3,1,1
"qccuny  ",5,5,3,3,5,4,5,6
"vcu     ",2,2,3,5,4,1,3,3
"luc     ",6,6,4,6,4,5,6,5
"qccuny2 ",4,3,3,5,4,4,3,4
"ufl     ",6,5,4,7,6,4,6,4
"vcu     ",1,4,4,4,5,1,3,1
"vcu     ",3,1,2,7,5,3,2,3
"vcu     ",5,5,4,6,5,7,7,4
"qccuny2 ",4,3,3,5,4,3,3,3
"swpson  ",2,1,2,3,4,2,3,3
"ufl     ",3,3,3,7,3,7,1,2
"ufl     ",4,4,4,4,4,4,4,4
"oxy     ",6,4,5,4,5,1,5,2
"luc     ",5,5,6,7,5,3,5,5
"luc     ",1,5,2,4,3,2,3,3
"luc     ",2,4,4,4,6,5,6,5
"oxy     ",5,3,4,5,3,3,2,4
"wpi     ",4,1,5,7,3,3,4,3
"oxy     ",5,4,5,7,5,5,6,5
"wpi     ",5,3,4,7,4,7,4,6
"oxy     ",2,5,5,2,3,1,4,2
"luc     ",2,7,3,3,3,1,4,2
"luc     ",6,5,5,6,5,6,7,5
"luc     ",2,1,3,4,4,2,1,2
"luc     ",3,2,6,7,5,3,6,5
"wpi     ",5,3,3,3,5,3,6,4
"wpi     ",6,2,3,2,5,2,5,4
"luc     ",2,1,4,3,5,1,6,1
"luc     ",3,3,4,5,4,3,3,3
"oxy     ",1,1,1,2,2,1,4,1
"oxy     ",3,4,3,4,5,5,3,3
"oxy     ",3,3,3,4,3,2,4,2
"oxy     ",2,3,2,3,3,1,5,1
"oxy     ",3,5,5,4,6,1,7,3
"jmu     ",1,2,5,7,5,7,5,3
"swpson  ",1,1,1,2,1,1,2,1
"mcdaniel",2,4,4,7,4,3,4,3
"mcdaniel",3,2,3,5,4,3,3,3
"mcdaniel",4,4,3,6,4,5,3,5
"mcdaniel",4,4,4,6,4,5,4,4
"mcdaniel",1,1,1,7,1,1,1,1
"mcdaniel",2,3,3,4,4,1,2,1
"mcdaniel",5,3,5,7,5,2,4,3
"mcdaniel",1,1,3,1,4,1,NA,1
"mcdaniel",3,2,3,4,4,3,4,4
"mcdaniel",3,2,4,7,5,5,6,5
"mcdaniel",6,4,4,5,5,5,5,5
"mcdaniel",5,4,3,6,5,1,4,3
"jmu     ",6,4,3,5,6,5,3,3
"mcdaniel",5,4,3,7,6,1,4,2
"swps    ",4,1,1,4,2,7,3,1
"swps    ",4,4,4,3,4,3,5,3
"swps    ",4,1,5,1,1,1,3,1
"swps    ",3,2,2,4,5,2,1,4
"swps    ",4,5,2,3,6,1,5,3
"swps    ",4,4,NA,6,NA,7,7,1
"swps    ",2,1,5,3,4,4,3,4
"swps    ",5,2,2,3,4,6,4,1
"swps    ",4,4,4,5,4,1,3,4
"swps    ",5,3,4,3,5,4,3,4
"swps    ",5,5,6,2,5,4,6,5
"swps    ",3,4,4,4,4,4,4,4
"swps    ",4,3,6,2,4,1,5,3
"swps    ",4,3,2,2,1,3,2,1
"swps    ",4,2,2,2,4,4,4,5
"swps    ",4,1,2,1,2,3,5,6
"swps    ",1,1,4,1,4,1,5,3
"swps    ",4,2,4,3,3,6,6,4
"swps    ",6,5,1,1,3,1,3,1
"qccuny2 ",2,2,3,7,5,2,2,2
"wku     ",5,5,7,7,6,6,3,5
"wku     ",1,1,1,5,4,7,1,2
"msvu    ",2,4,3,5,6,2,3,1
"msvu    ",3,1,4,7,5,1,3,3
"oxy     ",2,2,3,3,4,2,7,3
"qccuny2 ",1,1,7,1,4,1,1,1
"wisc    ",5,5,6,5,5,6,5,5
"wisc    ",1,3,5,3,4,1,3,1
"wisc    ",2,2,2,5,4,3,4,1
"wisc    ",5,3,4,6,5,3,3,5
"wisc    ",6,3,5,3,5,2,4,3
"qccuny2 ",3,1,3,4,4,3,2,2
"wisc    ",5,1,5,5,4,7,3,3
"wisc    ",5,2,4,6,4,5,4,4
"vcu     ",3,2,3,5,5,4,3,4
"ithaca  ",3,4,4,5,5,5,3,3
"vcu     ",3,3,3,3,4,2,4,2
"vcu     ",2,3,4,5,4,4,2,3
"vcu     ",1,1,5,4,3,4,1,4
"wisc    ",3,3,3,4,4,1,2,3
"brasilia",2,1,5,5,4,5,2,2
"vcu     ",6,4,3,7,4,3,4,3
"vcu     ",3,4,3,4,3,1,2,2
"qccuny2 ",2,2,1,3,5,4,4,3
"ithaca  ",3,2,4,1,5,3,3,4
"ithaca  ",5,2,2,6,3,1,1,1
"ithaca  ",3,3,5,4,3,4,3,3
"ithaca  ",1,1,1,4,5,1,3,2
"ithaca  ",3,2,3,6,4,5,4,2
"ithaca  ",2,2,3,2,5,1,3,1
"ithaca  ",5,3,6,5,5,5,1,3
"ithaca  ",3,2,4,6,4,1,4,4
"ithaca  ",3,5,6,6,4,1,4,3
"vcu     ",3,2,3,4,4,3,4,3
"vcu     ",2,1,1,6,3,3,2,2
"mcdaniel",4,2,3,3,3,3,4,3
"vcu     ",2,2,4,2,4,3,3,2
"brasilia",3,2,4,4,2,3,5,1
"wpi     ",2,1,3,4,3,2,3,2
"wpi     ",6,3,4,6,6,6,5,3
"wpi     ",5,3,6,4,4,3,5,3
"wpi     ",6,5,6,5,4,5,3,7
"wpi     ",4,5,5,5,5,2,4,4
"wpi     ",2,2,3,3,3,2,5,3
"wpi     ",3,3,3,5,4,2,3,3
"brasilia",3,2,1,4,2,1,4,2
"wpi     ",3,3,2,2,3,5,2,5
"wpi     ",3,2,3,5,2,1,4,1
"wpi     ",1,4,4,1,1,4,1,1
"brasilia",3,1,5,5,3,3,5,3
"oxy     ",5,5,5,4,5,4,3,4
"oxy     ",2,1,3,3,3,2,5,2
"oxy     ",1,1,2,5,5,1,4,2
"qccuny2 ",3,2,3,4,3,2,2,2
"mcdaniel",1,1,1,4,4,1,5,1
"mcdaniel",3,3,5,5,4,2,3,3
"oxy     ",2,1,2,1,3,1,3,1
"oxy     ",5,5,3,5,6,5,5,5
"mcdaniel",4,4,7,6,5,2,7,6
"oxy     ",3,3,3,3,3,2,3,2
"oxy     ",2,3,3,6,5,1,4,3
"mcdaniel",5,5,5,5,5,5,3,5
"mcdaniel",3,1,5,7,1,6,4,2
"mcdaniel",1,1,1,7,5,2,3,3
"mcdaniel",2,2,3,1,3,2,4,1
"help    ",2,2,4,5,3,2,4,1
"help    ",3,2,5,2,5,2,6,2
"help    ",5,2,3,5,3,7,4,3
"help    ",3,1,6,5,2,2,5,3
"help    ",3,3,4,5,4,5,4,3
"mcdaniel",3,3,4,5,4,5,5,4
"help    ",2,1,1,5,2,2,3,6
"help    ",5,3,2,4,4,5,3,4
"mcdaniel",3,3,4,5,5,2,3,3
"help    ",3,2,3,2,4,5,4,3
"help    ",2,2,3,4,4,7,3,4
"help    ",3,1,6,2,2,1,2,2
"charles ",2,3,3,6,1,1,5,2
"help    ",2,1,2,5,1,2,3,2
"charles ",4,3,4,5,3,5,5,4
"help    ",3,1,1,2,3,1,2,3
"help    ",4,2,1,1,3,3,NA,NA
"help    ",4,1,1,5,2,6,3,5
"charles ",2,4,3,5,3,1,4,3
"charles ",2,3,5,5,4,5,3,6
"charles ",3,3,6,4,3,5,5,3
"help    ",2,2,3,4,3,3,1,5
"help    ",2,1,1,3,1,1,2,2
"help    ",1,4,1,4,3,3,3,1
"help    ",2,1,1,3,2,1,2,1
"help    ",1,1,1,2,2,1,1,2
"help    ",3,2,3,5,4,3,3,3
"lse     ",4,5,6,2,5,2,4,3
"lse     ",2,4,3,1,4,2,5,2
"lse     ",1,3,3,4,3,1,2,1
"lse     ",6,5,4,4,5,6,3,5
"lse     ",5,6,2,6,4,1,3,4
"lse     ",4,3,5,2,4,3,3,3
"lse     ",4,4,4,5,4,4,4,1
"lse     ",4,4,4,5,5,5,3,4
"lse     ",5,4,1,4,4,4,4,4
"lse     ",2,3,4,5,5,3,4,3
"lse     ",1,2,5,5,3,4,4,2
"lse     ",1,4,4,2,2,5,4,2
"lse     ",5,5,5,3,4,4,5,4
"lse     ",2,5,6,3,4,3,5,1
"lse     ",1,4,4,1,3,3,3,2
"lse     ",3,4,3,4,4,2,4,4
"lse     ",4,2,3,4,5,3,3,3
"lse     ",3,4,4,5,5,3,4,5
"lse     ",3,1,NA,1,5,1,4,7
"lse     ",2,3,3,2,4,2,5,2
"lse     ",4,4,5,4,2,3,4,2
"lse     ",4,5,5,4,3,3,3,4
"lse     ",6,4,4,4,4,4,4,4
"lse     ",5,4,5,2,4,5,4,3
"lse     ",5,5,6,3,6,2,3,3
"lse     ",3,3,2,4,3,3,4,3
"lse     ",5,5,5,3,5,3,4,3
"lse     ",2,1,2,2,3,1,2,2
"lse     ",4,5,7,5,4,3,4,6
"lse     ",3,7,6,6,6,5,6,4
"lse     ",5,5,6,1,4,5,6,3
"lse     ",1,4,4,5,5,2,5,2
"lse     ",1,3,3,1,4,1,2,1
"lse     ",6,5,4,6,3,6,4,5
"lse     ",3,3,4,5,6,3,3,3
"lse     ",4,3,4,3,3,3,3,4
"lse     ",4,4,4,3,3,5,4,4
"lse     ",5,5,5,5,5,5,5,5
"lse     ",2,4,4,6,4,4,5,4
"lse     ",2,3,4,2,4,3,4,3
"lse     ",4,3,3,3,3,4,5,5
"lse     ",4,5,6,4,5,3,6,5
"lse     ",4,3,4,2,3,1,4,2
"lse     ",3,5,5,3,3,2,5,3
"lse     ",1,5,5,1,2,1,3,1
"lse     ",4,4,4,4,4,1,3,3
"lse     ",5,4,5,5,5,3,4,4
"lse     ",4,5,4,4,3,5,2,5
"lse     ",5,5,6,3,5,7,6,6
"lse     ",3,4,3,3,3,2,5,3
"lse     ",5,5,5,5,5,3,6,6
"lse     ",4,2,2,4,3,6,4,1
"lse     ",5,5,5,5,7,3,6,4
"lse     ",2,2,3,6,4,5,6,5
"lse     ",2,5,3,4,5,2,2,2
"lse     ",5,6,5,7,6,2,7,3
"lse     ",3,5,5,6,5,2,4,3
"lse     ",1,4,4,4,3,2,3,2
"lse     ",2,3,3,5,5,2,4,3
"lse     ",5,3,3,5,5,5,3,2
"lse     ",2,5,5,5,5,3,5,2
"lse     ",3,5,5,4,5,2,6,3
"lse     ",6,5,4,5,5,6,4,4
"lse     ",2,5,6,4,5,2,5,3
"lse     ",1,2,5,1,4,1,4,1
"lse     ",6,5,3,1,4,3,5,2
"lse     ",3,1,1,1,3,7,1,3
"lse     ",5,5,5,7,6,6,6,5
"lse     ",1,3,3,NA,5,1,4,2
"lse     ",5,5,4,5,5,5,4,5
"lse     ",2,5,3,2,5,2,4,4
"lse     ",5,5,5,5,5,3,3,5
"lse     ",2,4,4,4,5,1,5,1
"lse     ",1,4,4,2,4,5,5,3
"lse     ",3,2,3,1,4,3,3,2
"lse     ",2,2,3,3,3,2,4,2
"swpson  ",4,6,6,1,7,1,6,5
"lse     ",3,5,3,3,6,2,4,5
"lse     ",2,5,5,2,2,2,4,2
