"g","and1.4_2","and1.4_3","and1.4_6","and1.4_7","and1.4_10","and1.4_11","and1.4_13","and1.4_15","and1.4_16","and1.4_20"
"hawaiion",2,2,2,2,3,2,3,1,1,3
"hawaiion",2,1,1,2,1,2,1,1,1,2
"hawaiion",3,2,3,1,3,2,2,1,1,3
"hawaiion",2,1,1,1,1,1,1,1,1,1
"hawaiion",2,2,2,2,2,2,2,2,2,2
"hawaiion",3,1,1,1,1,1,1,1,1,1
"hawaiion",1,5,2,2,2,2,4,1,1,3
"hawaiion",1,2,1,1,1,1,1,1,2,1
"hawaiion",2,1,1,1,1,1,1,1,1,1
"hawaiion",2,2,1,1,1,1,1,1,2,1
"hawaiion",3,1,2,2,3,1,1,1,1,1
"hawaiion",1,2,1,1,1,1,1,1,1,1
"hawaiion",2,3,3,2,3,3,3,3,2,2
"hawaiion",1,1,2,1,1,2,1,1,1,1
"hawaiion",1,1,1,2,3,1,1,1,2,3
"hawaiion",4,3,1,3,4,1,2,3,4,4
"hawaiion",1,1,1,1,1,1,1,1,1,1
"washlee",1,1,1,1,1,1,1,1,1,1
"washlee",1,1,1,1,2,3,2,1,2,2
"washlee",1,1,1,2,1,1,1,1,2,1
"washlee",1,1,1,1,1,1,1,1,1,1
"wpi",1,4,1,3,4,2,1,1,4,1
"wpi",4,4,2,2,3,2,5,1,2,3
"wpi",1,1,1,2,1,1,1,1,1,1
"wpi",1,1,1,1,1,1,1,1,1,1
"wpi",3,1,4,3,4,4,3,1,3,2
"wpi",3,2,1,2,2,1,1,1,2,2
"wpi",1,1,1,1,2,1,1,1,1,1
"sandiegosu",1,1,1,1,1,1,1,1,5,1
"washlee",1,1,1,1,1,1,1,1,1,1
"sandiegosu",3,1,2,4,2,1,3,1,2,1
"sandiegosu",3,1,1,1,1,1,1,1,2,1
"sandiegosu",2,1,1,1,1,1,1,1,1,1
"washlee",4,4,3,4,3,2,3,3,4,4
"washlee",4,2,2,4,1,3,1,2,1,1
"washlee",1,1,1,1,1,1,1,1,1,1
"wpi",1,1,1,1,1,1,1,1,1,1
"wpi",2,3,2,1,2,2,2,1,3,2
"washlee",2,2,2,1,1,2,1,1,1,1
"washlee",1,1,1,1,1,1,1,1,1,1
"sandiegosu",2,4,1,1,2,1,1,1,3,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"wpi",3,3,1,3,2,3,2,2,4,3
"wpi",4,4,1,2,4,2,4,1,4,4
"wpi",2,2,1,2,3,3,3,1,3,1
"sandiegosu",1,1,1,2,1,1,2,1,1,2
"sandiegosu",3,1,1,1,1,1,1,1,1,2
"sandiegosu",1,1,1,1,3,1,1,1,2,3
"sandiegosu",1,4,2,2,1,1,1,1,1,1
"sandiegosu",1,1,1,2,2,1,1,1,2,1
"washlee",1,1,1,1,1,1,1,1,2,1
"washlee",1,4,3,1,1,3,1,1,1,1
"washlee",1,1,1,1,1,1,1,1,1,1
"washlee",1,1,1,1,1,1,1,1,2,1
"washlee",4,3,3,3,4,3,4,4,4,3
"washlee",2,3,2,2,3,3,3,1,4,1
"wpi",2,1,1,1,1,1,1,1,1,1
"wpi",1,3,3,2,1,2,1,1,2,1
"wpi",1,2,1,1,2,1,1,1,1,1
"wpi",3,2,5,4,1,4,1,1,2,1
"wpi",2,2,1,1,1,1,1,1,1,1
"wpi",2,2,1,1,1,1,1,1,2,1
"wpi",3,2,2,2,3,1,2,2,1,2
"wpi",2,1,2,2,2,2,1,1,1,1
"wpi",2,1,1,1,1,1,1,1,1,1
"wpi",2,1,2,1,4,2,1,1,3,1
"sandiegosu",2,3,1,2,3,1,1,1,3,2
"wpi",1,2,1,2,1,4,3,1,1,3
"washlee",2,1,1,2,4,2,1,4,4,1
"sandiegosu",2,2,1,1,2,1,1,2,1,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",4,3,4,2,5,1,4,3,5,5
"sandiegosu",2,1,1,1,1,1,1,1,1,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",1,3,1,1,3,1,2,1,3,2
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",2,1,1,1,1,1,1,1,1,1
"washlee",1,4,1,3,4,3,5,1,1,5
"washlee",1,1,1,1,1,1,1,1,1,1
"wpi",1,2,1,1,2,1,2,1,1,2
"wpi",2,2,1,1,1,1,1,1,1,1
"wpi",1,1,1,1,1,1,1,1,1,1
"wpi",1,1,1,2,1,1,1,1,3,1
"wpi",2,1,1,1,3,1,1,1,3,1
"wpi",3,1,1,1,3,1,1,1,4,1
"wpi",3,1,1,1,1,1,1,1,1,1
"wpi",3,3,1,2,4,1,3,2,3,3
"sandiegosu",2,2,1,2,1,1,1,1,4,1
"wpi",2,1,1,1,1,1,1,1,1,1
"sandiegosu",1,3,2,1,2,2,1,1,1,2
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"wpi",3,1,1,1,3,1,1,1,1,1
"sandiegosu",5,3,4,4,1,3,3,2,3,3
"sandiegosu",1,1,1,1,2,2,1,1,1,1
"washlee",3,2,1,2,2,1,1,1,1,1
"washlee",2,4,1,2,3,1,1,1,1,1
"washlee",3,3,2,2,3,4,1,1,1,1
"wpi",2,1,2,1,2,1,1,1,2,1
"wpi",2,2,2,1,3,2,1,1,1,1
"wpi",1,5,4,4,4,5,5,1,4,4
"wpi",1,1,2,1,1,1,1,1,1,1
"sandiegosu",4,4,1,2,1,2,1,1,4,1
"sandiegosu",4,2,1,2,4,1,1,3,3,3
"sandiegosu",4,4,4,4,4,4,3,4,1,3
"washlee",1,2,1,1,2,2,1,1,3,1
"wpi",1,1,1,1,1,1,1,1,2,1
"wpi",1,1,1,1,1,1,1,1,2,1
"wpi",1,2,1,1,1,1,2,1,1,1
"wpi",2,2,1,2,2,1,1,1,2,1
"sandiegosu",2,1,1,1,1,1,1,1,1,1
"sandiegosu",3,1,1,2,1,1,1,2,4,1
"sandiegosu",4,2,1,2,1,1,1,1,1,1
"sandiegosu",2,1,1,1,1,1,1,1,1,1
"wpi",2,1,1,1,3,2,1,1,3,2
"wpi",3,3,1,2,1,1,1,1,1,1
"sandiegosu",2,2,2,2,1,2,1,3,1,1
"sandiegosu",1,1,1,1,4,1,1,1,1,1
"sandiegosu",2,2,1,2,4,1,3,2,1,3
"sandiegosu",1,1,1,1,2,1,2,1,1,2
"wpi",2,1,1,1,1,1,1,1,1,1
"wpi",3,3,4,3,3,1,1,4,3,2
"sandiegosu",2,1,1,1,1,1,1,1,1,1
"sandiegosu",3,3,1,2,2,3,2,3,2,2
"sandiegosu",1,3,1,1,2,1,1,1,2,1
"sandiegosu",4,2,1,2,3,1,1,1,5,1
"sandiegosu",1,2,1,1,1,1,1,1,1,1
"sandiegosu",1,2,1,1,1,1,1,2,3,2
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",3,2,1,1,3,1,1,2,1,1
"sandiegosu",3,2,1,1,2,1,1,1,2,1
"sandiegosu",5,4,2,1,1,2,1,2,1,1
"sandiegosu",4,1,1,1,1,1,2,1,2,2
"sandiegosu",1,1,1,1,2,1,1,1,1,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",1,2,1,1,2,1,1,1,1,1
"sandiegosu",1,1,1,1,2,1,4,1,1,1
"sandiegosu",4,4,4,4,4,4,4,2,4,4
"uiuc",2,3,1,1,4,1,3,1,4,3
"uiuc",2,1,2,1,1,4,1,1,1,1
"uiuc",2,2,1,1,1,1,3,1,1,3
"uiuc",1,1,1,1,2,1,1,1,2,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",1,3,1,1,4,1,1,1,3,2
"uiuc",1,1,1,1,1,1,1,1,3,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",1,3,2,1,3,2,3,3,1,2
"sandiegosu",2,2,1,2,3,2,1,1,2,1
"sandiegosu",2,1,1,1,1,1,1,1,1,1
"washlee",1,2,1,1,1,1,1,1,2,1
"washlee",1,1,1,1,3,1,1,1,1,1
"washlee",1,1,1,1,1,1,1,1,4,1
"washlee",1,2,2,1,1,2,1,1,1,1
"washlee",2,1,1,1,1,1,1,1,3,1
"washlee",2,4,4,4,2,3,1,1,3,1
"washlee",2,3,1,1,3,1,1,1,2,1
"washlee",2,3,1,2,3,1,1,1,2,2
"washlee",1,1,1,1,2,1,1,1,1,1
"sandiegosu",1,2,1,1,2,2,1,1,1,1
"tufts",1,1,1,1,1,1,1,1,1,1
"sandiegosu",3,2,1,3,2,2,1,3,3,2
"tufts",2,2,1,2,2,1,1,1,2,2
"sandiegosu",1,1,1,1,2,1,1,1,1,1
"sandiegosu",1,3,1,1,3,1,1,1,1,1
"sandiegosu",4,2,1,3,2,1,2,1,1,2
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"sandiegosu",2,1,2,1,1,1,1,2,1,1
"sandiegosu",4,3,1,3,1,1,1,3,1,1
"sandiegosu",3,2,1,3,4,1,1,1,5,4
"sandiegosu",2,2,1,1,1,1,1,1,1,1
"washlee",3,1,1,1,1,1,1,3,1,1
"tufts",5,4,3,4,3,2,2,3,2,2
"tufts",3,2,2,1,2,2,2,1,1,2
"tufts",1,1,1,1,2,1,1,1,4,1
"tufts",1,1,1,1,2,2,2,1,2,2
"tufts",4,5,1,4,3,1,2,3,3,2
"tufts",1,2,1,1,2,1,1,1,2,1
"sandiegosu",1,1,1,1,1,1,1,1,2,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"washlee",3,4,1,2,3,1,1,2,1,1
"washlee",1,1,1,1,1,1,1,1,1,1
"washlee",1,1,1,1,1,1,1,1,1,1
"washlee",2,2,1,1,3,1,1,1,1,1
"washlee",1,1,1,1,1,1,1,1,1,1
"washlee",2,1,1,1,1,1,1,1,1,1
"washlee",1,1,1,1,1,1,2,1,1,2
"washlee",1,1,1,1,1,1,1,1,2,1
"tufts",3,1,1,1,1,1,1,1,1,1
"sandiegosu",1,1,1,1,2,1,1,1,1,1
"sandiegosu",3,4,1,1,4,1,3,2,2,5
"sandiegosu",2,1,1,1,1,1,1,1,1,1
"tufts",1,1,2,1,1,3,1,1,1,1
"sandiegosu",1,1,1,1,1,1,1,1,1,1
"tufts",1,1,1,1,1,1,1,1,2,1
"uiuc",3,4,2,3,4,1,4,1,4,4
"uiuc",1,1,1,1,1,1,1,1,1,1
"tufts",1,1,1,1,2,1,1,1,1,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",3,1,1,1,2,1,1,2,3,1
"uiuc",1,1,1,1,3,1,1,1,2,4
"washlee",3,2,1,3,3,2,1,1,4,1
"washlee",1,1,1,1,2,1,1,1,1,1
"washlee",4,3,1,1,1,1,1,2,3,1
"washlee",2,2,1,1,1,1,1,1,1,1
"washlee",1,1,1,1,1,3,1,1,4,1
"washlee",2,1,1,2,2,1,1,2,2,1
"ufl",2,1,1,1,2,1,1,1,2,1
"ufl",1,3,1,1,1,1,1,1,1,1
"ufl",3,3,1,1,1,1,1,3,1,1
"sandiegosu",3,4,1,3,5,2,4,2,1,2
"ufl",3,2,1,1,3,1,2,1,3,2
"ufl",1,1,1,1,1,1,1,1,1,1
"uiuc",4,3,1,1,1,1,1,1,4,2
"uiuc",2,2,2,2,2,1,3,2,1,2
"uiuc",4,5,4,4,5,3,4,1,3,4
"tufts",1,1,1,1,2,1,1,1,2,1
"sandiegosu",2,1,1,2,4,1,1,1,1,1
"sandiegosu",1,1,1,2,1,1,1,1,1,1
"sandiegosu",4,4,2,2,2,1,2,1,2,2
"sandiegosu",4,3,3,3,5,5,5,4,4,4
"sandiegosu",1,1,1,1,5,1,2,1,1,1
"sandiegosu",1,1,1,2,2,1,1,1,2,1
"plu",2,3,1,1,2,1,1,1,1,3
"plu",1,1,1,1,1,1,1,1,1,1
"plu",4,4,1,2,1,1,1,1,1,1
"plu",1,2,1,1,2,1,1,1,1,1
"plu",1,1,1,1,1,1,1,1,1,1
"plu",1,1,1,1,1,1,1,1,1,1
"tufts",2,1,2,2,1,2,1,1,1,1
"tufts",4,2,1,3,2,1,2,1,3,2
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",2,2,1,2,2,1,1,1,2,1
"plu",3,3,1,2,2,2,1,1,1,1
"plu",2,1,1,1,4,1,2,1,1,1
"plu",5,4,3,4,4,1,4,1,1,4
"plu",2,1,1,1,2,2,1,1,2,1
"ufl",1,1,1,1,1,1,1,1,1,1
"ufl",2,2,1,1,2,1,1,2,1,1
"plu",1,1,1,1,1,1,1,1,1,1
"ufl",1,1,1,1,1,1,1,1,2,1
"ufl",1,1,1,1,1,1,1,1,1,1
"uiuc",1,2,1,1,2,2,1,1,1,1
"uiuc",1,1,1,1,2,2,1,1,2,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",1,1,1,1,1,1,1,1,2,1
"uiuc",1,3,2,2,1,1,2,1,2,1
"uiuc",1,2,1,1,3,1,1,1,1,2
"uiuc",1,2,1,2,1,1,1,1,1,2
"uiuc",2,3,2,4,5,1,3,3,2,5
"uiuc",1,1,1,3,2,1,1,4,3,3
"uiuc",2,3,2,2,2,2,2,2,2,3
"tufts",2,1,1,1,1,1,1,1,1,1
"plu",1,4,1,1,4,3,1,1,1,2
"plu",5,3,1,5,1,3,2,4,1,2
"plu",1,1,1,1,2,1,1,1,5,1
"plu",5,5,5,5,5,3,3,3,4,5
"tufts",1,3,1,1,1,1,1,1,1,1
"uiuc",4,4,1,2,2,3,2,2,2,3
"uiuc",1,2,2,2,2,2,2,1,2,2
"uiuc",3,4,1,3,2,2,2,2,2,2
"uiuc",1,2,3,2,2,4,4,2,1,3
"plu",2,2,2,2,2,1,2,1,2,1
"plu",1,1,1,1,1,1,1,1,1,1
"uiuc",1,5,4,2,5,1,4,1,1,1
"uiuc",3,1,1,1,4,1,1,1,2,1
"uiuc",2,4,1,2,1,1,1,1,2,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"tufts",4,2,1,2,4,2,3,3,4,1
"tufts",2,3,3,3,2,3,3,3,3,3
"plu",2,1,1,1,2,2,1,1,2,1
"tufts",3,2,1,2,1,3,1,2,1,1
"plu",4,2,1,1,1,2,1,1,4,1
"uva",2,1,1,1,2,1,1,1,1,1
"plu",5,4,1,3,5,1,2,1,4,1
"uva",4,5,2,2,4,2,3,2,4,4
"uva",1,1,1,1,3,1,1,1,3,1
"uva",1,1,1,1,2,1,1,1,1,1
"uva",1,1,1,1,1,1,1,1,1,1
"tufts",2,2,1,1,1,1,1,1,1,1
"uva",1,2,1,1,1,2,2,1,3,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uva",1,1,1,1,1,1,1,1,1,1
"uva",2,4,4,3,5,4,5,1,5,5
"uva",2,1,1,2,1,3,1,1,1,1
"plu",2,3,1,3,1,2,1,1,3,1
"plu",3,2,1,1,3,1,1,1,1,1
"plu",2,2,1,2,1,1,1,1,1,1
"ufl",1,1,1,1,1,1,1,1,1,1
"ufl",1,1,1,1,1,1,1,1,1,1
"ufl",1,2,1,1,1,1,1,1,1,1
"plu",2,2,2,1,1,2,2,1,1,1
"ufl",1,1,1,1,1,1,1,1,1,1
"ufl",1,3,1,1,1,1,2,3,1,1
"ufl",1,3,1,1,1,1,1,1,1,1
"ufl",1,1,2,1,1,1,1,1,1,1
"tufts",2,2,2,2,1,2,2,1,2,2
"uiuc",1,1,1,1,2,2,1,1,3,1
"uiuc",3,1,1,1,1,1,1,1,3,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",2,2,1,2,1,2,1,1,1,1
"uiuc",3,2,1,1,1,1,1,1,1,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"plu",1,2,1,1,3,1,1,1,1,1
"plu",1,1,2,2,2,2,1,1,2,1
"plu",1,1,1,1,1,1,1,1,1,1
"plu",4,1,1,1,4,1,5,2,1,4
"plu",1,2,1,1,3,1,1,1,1,1
"plu",2,1,1,1,1,1,1,1,1,2
"plu",1,1,1,1,1,1,2,1,3,2
"uiuc",4,2,1,1,1,1,1,1,4,1
"uiuc",1,2,1,1,1,1,1,1,1,1
"uiuc",1,2,4,2,2,2,2,1,3,1
"uiuc",1,1,1,1,2,1,1,1,1,1
"uiuc",2,3,1,1,2,1,1,2,2,2
"plu",3,2,1,3,1,1,1,1,2,1
"plu",1,1,2,1,1,1,1,1,1,1
"plu",2,1,1,1,3,1,1,1,2,1
"plu",3,2,1,1,3,1,2,1,1,2
"uiuc",4,4,4,4,4,4,4,4,4,4
"uiuc",3,4,4,3,4,1,3,1,2,5
"uiuc",1,1,1,1,1,1,1,1,1,1
"plu",1,1,1,1,1,2,1,1,3,1
"tufts",4,3,3,3,3,4,1,3,3,1
"plu",1,1,1,1,1,1,1,1,1,1
"plu",1,2,1,3,4,1,1,1,1,1
"plu",1,1,1,1,1,1,1,1,1,1
"plu",1,1,1,1,1,1,1,1,1,1
"tufts",4,1,3,4,4,4,1,1,1,1
"uiuc",1,3,1,1,1,1,1,1,2,1
"uiuc",1,2,1,1,2,1,1,1,1,1
"uiuc",2,3,1,2,4,2,2,1,1,2
"uiuc",1,3,1,1,1,1,1,1,1,1
"plu",2,1,1,1,1,1,1,1,1,1
"plu",2,4,2,3,5,1,5,1,5,4
"plu",1,1,1,1,1,1,1,1,1,1
"ufl",2,3,1,1,1,1,1,1,1,1
"ufl",2,1,1,1,1,1,1,1,1,1
"ufl",1,4,1,1,4,1,3,1,3,4
"ufl",2,1,1,2,3,2,3,1,2,3
"ufl",2,2,1,2,1,1,1,1,1,1
"ufl",2,2,1,1,2,1,1,1,2,1
"bc",1,2,1,1,1,1,1,1,1,1
"ufl",1,1,1,1,1,1,1,1,2,1
"bc",2,2,1,1,3,1,1,1,2,1
"uiuc",2,2,1,1,1,1,1,1,2,1
"uiuc",3,1,1,3,1,1,1,1,1,1
"bc",1,2,1,2,2,1,1,1,3,2
"uiuc",1,1,1,1,1,1,1,1,3,1
"uiuc",2,3,3,2,1,3,1,2,1,3
"uiuc",1,2,2,2,3,1,3,1,3,3
"uiuc",1,1,1,2,1,1,1,3,3,1
"uiuc",3,1,1,1,1,1,1,1,1,1
"uiuc",2,3,1,3,2,1,1,1,1,1
"uiuc",1,1,1,1,2,2,1,1,1,2
"uiuc",1,1,2,1,2,1,1,1,2,2
"plu",3,1,1,3,1,1,1,3,1,1
"bc",4,4,3,4,4,3,3,4,4,4
"bc",2,2,1,2,2,1,1,1,2,1
"bc",1,1,1,1,2,1,1,1,2,1
"bc",1,1,1,1,1,1,1,1,1,1
"uiuc",2,2,1,1,1,1,1,1,1,1
"uiuc",1,1,1,1,2,1,1,1,1,2
"plu",1,1,1,1,1,1,1,1,2,1
"plu",2,2,1,1,2,1,1,1,3,1
"ufl",2,1,1,1,1,3,1,1,1,1
"ufl",1,1,1,1,2,1,1,1,2,1
"ufl",4,2,1,2,2,2,2,1,2,2
"ufl",3,1,1,1,1,1,1,1,3,1
"ufl",3,4,3,4,4,4,3,2,4,2
"ufl",1,3,2,1,2,2,1,2,2,1
"uiuc",4,2,2,2,3,2,2,1,2,1
"uiuc",2,3,2,2,2,2,2,2,1,2
"uiuc",2,3,1,3,2,2,4,1,1,4
"tufts",1,1,1,1,2,2,2,1,1,2
"tufts",1,1,1,1,1,1,1,1,1,1
"uiuc",1,1,1,1,2,1,1,2,1,1
"uiuc",3,4,3,3,3,3,3,3,3,3
"uiuc",2,4,1,1,2,3,1,1,1,2
"bc",1,2,2,1,1,2,1,1,1,1
"uiuc",1,4,1,2,3,1,1,2,1,1
"tufts",1,2,2,1,2,2,1,1,1,1
"uiuc",1,1,4,2,4,4,1,1,3,3
"tufts",1,2,1,1,2,1,1,1,1,1
"tufts",2,2,1,2,2,1,2,1,3,2
"bc",2,2,2,2,2,2,2,1,1,1
"bc",4,3,1,2,3,1,3,2,3,1
"tufts",1,1,1,2,1,1,1,1,1,1
"uiuc",1,1,1,1,2,1,1,1,1,1
"uiuc",3,4,3,1,4,4,3,1,3,1
"uiuc",1,3,1,1,3,1,1,1,1,1
"uiuc",1,4,2,2,1,2,1,1,1,1
"uva",1,1,1,1,1,1,1,1,1,1
"uva",3,1,1,1,1,1,1,1,1,1
"uva",1,3,1,2,1,1,1,1,3,1
"ufl",2,1,1,1,2,1,2,1,1,2
"ufl",3,3,3,1,2,4,2,2,1,2
"ufl",2,1,1,1,1,1,1,1,1,1
"ufl",1,1,1,1,3,1,1,1,2,1
"ufl",2,1,1,1,1,1,1,1,2,1
"plu",1,5,4,1,5,1,5,1,4,4
"plu",2,1,1,1,1,1,1,1,1,1
"plu",2,4,1,1,1,1,1,3,1,1
"bc",1,1,1,1,1,1,1,1,1,1
"bc",1,1,1,1,1,1,1,1,1,1
"bc",1,1,1,1,1,1,1,1,1,1
"bc",2,2,3,2,2,1,1,1,1,1
"bc",1,3,1,1,2,1,1,1,1,1
"bc",1,1,1,1,1,1,1,1,1,1
"bc",3,2,1,2,1,1,1,1,4,1
"uva",2,1,1,1,1,1,1,1,1,1
"uva",1,1,1,1,1,1,1,1,1,1
"uva",2,1,1,1,1,1,1,1,1,1
"uva",2,3,2,2,2,1,2,1,2,1
"uva",2,1,1,1,1,2,1,1,1,1
"tufts",2,2,1,2,1,1,2,2,1,2
"uva",2,4,1,1,2,1,1,1,1,1
"uva",2,4,3,2,4,3,2,1,5,1
"uva",2,2,2,3,1,1,2,1,2,2
"tufts",1,1,4,1,4,5,1,2,2,4
"tufts",2,1,2,2,3,2,2,1,2,2
"uiuc",1,1,1,1,1,1,1,1,1,1
"tufts",2,1,2,2,2,2,1,1,2,2
"tufts",1,1,1,1,2,1,1,1,1,1
"uiuc",2,2,2,1,2,2,1,2,1,1
"tufts",2,2,2,1,2,1,1,1,2,1
"uiuc",2,4,2,4,3,2,4,2,2,3
"uiuc",1,3,1,1,2,1,1,1,1,1
"uiuc",1,2,1,1,1,1,1,1,1,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",4,2,1,1,2,1,1,3,1,1
"tufts",4,1,1,4,1,1,2,4,4,1
"uiuc",1,3,1,1,1,3,1,2,1,1
"uiuc",2,2,4,4,3,1,4,1,2,3
"bc",2,3,1,1,4,1,2,1,2,3
"tufts",4,4,1,2,2,1,1,3,1,1
"tufts",2,2,3,2,1,2,1,1,1,1
"uva",3,4,2,4,4,1,3,2,1,1
"uva",4,4,1,1,2,2,3,1,2,1
"uva",1,1,1,1,1,1,1,1,3,1
"uva",1,2,1,1,3,1,1,1,2,1
"bc",2,4,2,2,3,2,2,2,4,3
"uva",1,1,1,1,1,1,1,1,1,1
"uva",2,2,2,2,2,2,1,1,2,1
"uva",1,1,1,1,1,1,1,1,1,1
"uva",1,2,1,1,1,1,1,1,1,1
"ufl",1,1,2,1,2,1,1,3,3,1
"ufl",2,1,1,1,2,1,1,1,2,1
"bc",1,1,1,1,1,1,1,1,2,1
"ufl",2,4,2,4,4,2,2,1,3,4
"uva",3,3,3,3,3,3,3,3,3,3
"ufl",1,3,1,2,1,1,2,1,1,1
"ufl",1,2,2,1,2,3,1,1,1,1
"uva",1,1,1,1,1,2,1,1,1,1
"ufl",1,2,1,1,4,1,4,1,3,4
"ufl",3,1,1,1,2,1,1,1,3,1
"bc",1,1,1,1,1,1,1,1,1,1
"ufl",2,2,1,2,2,1,1,1,1,1
"ufl",2,1,1,1,2,1,1,2,2,1
"ufl",2,2,1,1,2,3,1,2,3,2
"bc",1,2,1,1,1,2,2,1,1,2
"ufl",1,1,1,1,1,1,1,1,1,1
"uva",2,2,1,3,5,1,4,2,3,5
"bc",1,4,1,3,3,1,1,1,2,1
"uva",2,2,1,1,1,1,1,1,3,1
"uiuc",3,2,2,3,3,1,4,1,1,4
"uiuc",1,1,1,1,1,1,1,1,1,1
"uiuc",1,2,1,1,1,1,1,1,1,1
"uva",2,2,1,4,2,2,2,1,2,2
"uiuc",1,2,1,3,3,1,1,1,1,1
"uva",1,1,2,1,3,1,1,1,1,1
"uva",1,3,2,1,3,3,1,1,1,1
"uiuc",4,3,2,1,3,2,1,2,2,1
"uiuc",3,2,1,3,2,1,1,1,1,1
"bc",1,3,1,1,4,1,1,1,2,3
"bc",2,1,1,1,1,3,1,1,1,1
"bc",3,3,1,2,1,1,1,2,2,1
"tufts",3,2,2,1,3,1,1,1,1,1
"bc",4,1,2,2,2,1,2,1,4,2
"tufts",2,2,3,2,2,4,2,2,2,4
"bc",1,1,1,2,1,2,2,1,2,2
"tufts",4,4,2,3,1,2,2,3,4,3
"tufts",2,5,4,1,4,4,2,1,4,3
"bc",1,1,1,1,1,1,1,1,2,1
"bc",5,4,2,4,5,4,4,2,3,4
"ufl",1,1,1,1,1,1,1,1,2,1
"ufl",1,1,1,1,1,1,1,1,1,1
"ufl",1,3,1,2,3,2,3,1,2,1
"bc",2,1,1,1,2,1,1,1,2,1
"ufl",2,4,3,4,4,5,4,1,2,4
"bc",2,2,1,1,2,1,2,1,2,1
"bc",2,1,1,1,1,1,1,1,1,1
"bc",2,4,3,2,4,4,5,2,3,5
"ithaca",2,2,1,2,2,1,2,1,2,1
"ithaca",1,1,1,1,1,1,1,1,1,1
"ithaca",2,2,1,2,1,1,1,3,2,1
"marian",1,1,1,1,1,1,1,1,1,1
"marian",1,1,1,1,2,1,1,1,1,1
"marian",1,1,1,1,1,1,1,1,1,1
"marian",5,4,5,3,4,5,5,5,5,5
"marian",2,1,1,1,1,1,1,1,1,1
"marian",1,4,1,1,3,1,1,1,1,1
"marian",3,3,1,1,1,1,2,1,2,2
"marian",2,3,2,2,5,2,5,1,3,3
"marian",2,1,1,1,1,1,1,1,1,1
"marian",1,2,1,2,2,1,2,1,1,2
"ithaca",5,4,1,5,5,1,4,2,1,3
"ithaca",1,1,1,1,3,1,1,1,1,1
"ithaca",4,5,5,5,5,5,4,4,5,4
"ithaca",2,2,1,1,2,1,1,1,1,1
"ithaca",2,4,3,3,5,2,4,2,4,4
"ithaca",2,1,1,1,1,1,1,1,2,1
"ithaca",4,1,1,1,1,1,2,3,3,1
"ithaca",1,1,1,1,2,1,3,1,1,5
"ithaca",3,2,3,5,5,3,4,2,1,4
"ithaca",4,4,3,4,3,2,4,1,3,4
"ithaca",2,3,1,3,3,1,1,1,3,2
"ithaca",3,4,2,2,2,2,3,2,2,1
"ithaca",3,4,1,1,2,1,1,1,2,1
"ithaca",2,1,2,1,1,1,1,1,2,1
"ithaca",1,3,1,1,1,1,1,1,1,1
"ithaca",1,4,1,1,2,1,3,2,2,3
"psuabingtontab",5,4,5,4,4,1,4,3,2,4
"psuabingtontab",1,4,1,4,1,1,1,1,1,1
"psuabington",3,3,3,3,3,3,3,3,3,3
"ithaca",3,3,3,3,3,3,1,1,3,1
"ithaca",2,1,1,1,2,1,1,1,2,1
"ithaca",1,2,3,3,3,4,1,3,5,1
"ithaca",1,2,1,1,2,1,1,1,3,2
"ithaca",1,2,1,1,1,1,1,1,1,1
"psuabingtontab",1,1,2,1,2,1,1,1,1,1
"psuabingtontab",3,3,3,1,1,5,1,1,1,1
"psuabingtontab",4,4,2,2,4,2,1,1,2,2
"psuabington",1,1,1,1,1,1,1,1,1,1
"umich",4,2,1,1,4,1,4,1,5,3
"umich",1,1,2,1,1,2,1,1,1,1
"umich",1,1,1,2,1,2,1,2,1,2
"umich",2,1,1,1,2,1,1,1,1,1
"umich",4,5,5,5,5,5,5,3,4,5
"umich",4,3,1,4,4,1,1,4,2,1
"umich",1,1,1,2,1,1,1,1,2,1
"umich",4,3,4,5,5,1,3,3,1,5
"umich",2,2,3,1,1,1,3,3,3,3
"psuabington",2,4,3,1,3,1,1,3,1,1
"psuabington",1,1,1,1,1,1,1,1,1,1
"psuabington",1,1,1,1,1,1,1,1,1,2
