"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"g","factor",7890,0,62,NA,NA,824,"moralsense",NA,0.971404209657184,NA,NA,NA,NA,NA,NA,NA,NA,NA
"geis.dv_1","integer",7890,0,7,4.57122940430925,5,5,NA,1.41217157440433,NA,1,7,6,-0.302262222082428,-5.48149843324781,-0.0898329331732963,-0.81465925556881,NA,NA
"geis.dv_2","integer",7890,0,7,4.8467680608365,5,5,NA,1.3126790160614,NA,1,7,6,-0.463711883378606,-8.40937363824796,0.188976275155857,1.71375091740187,NA,NA
"geis.dv_3","integer",7890,0,7,5.06020278833967,5,5,NA,1.31454434376807,NA,1,7,6,-0.661667443901173,-11.9992800690994,0.458730157222889,4.16004192659769,NA,NA
"geis.dv_4","integer",7890,0,7,5.04790874524715,5,5,NA,1.36643438181249,NA,1,7,6,-0.615794910432095,-11.1673857668359,0.179512008863903,1.62792323862581,NA,NA
"geis.dv_5","integer",7890,0,7,5.22179974651458,5,5,NA,1.38202109607676,NA,1,7,6,-0.742038239251667,-13.4567972730603,0.326281886170244,2.95892106717998,NA,NA
